,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
53,Damascus,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893114,"Units of Jaysh al-Islam (banned in Russia), which claim to belong to the opposition, carried out mortar shelling of populated areas in the Damascus province, the document said.",fight with small arms and light weapons,Ceasefire regime in Syria breached 12 times in past 24 hours - Russian Defense Ministry,"(2016, 35, 3)",-10,33.5102,36.2913,8,Dimashq,Interfax News Service,5,Factiva,Syria,Jaysh al-Islam,"Rebel,Dissident",42052910,Syria,Syria,NULL,2016
54,Jarabulus,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893119,"MOSCOW (Sputnik) - The United States is not involved in clashes between militias and Turkish servicemen in northern Syria and does not support them, Brett McGurk, Special Presidential Envoy for the US-led coalition countering the Islamic State [ISIL or Daesh] militant group, said Monday.",Reject,"US Not Involved, Not Supporting Clashes Between Syrian Militias, Turkey","(2016, 35, 3)",-4,36.8175,38.0111,8,Muhafazat Halab,Unknown,2,Factiva,United States,United States,NULL,42052959,Syria,Syria,NULL,2016
55,NULL,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893118,"Earlier in the day, Turkish Foreign Minister Mevlut Cavusoglu said that Syrian Kurdish forces will become a target for the Turkish forces in northern Syria unless they move east of Euphrates.",Make statement,"US Not Involved, Not Supporting Clashes Between Syrian Militias, Turkey","(2016, 35, 3)",0,35.1667,40.2833,8,Dayr az Zawr,Unknown,3,Factiva,Turkey,Mevlut Cavusoglu,"Executive,Legislative / Parliamentary,Foreign Ministry,Unicameral,Government",42052959,Syria,Military (Syria),"Military,Government",2016
56,NULL,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893306,"Earlier this month, Russian warships deployed in the eastern Mediterranean fired several Kalibr cruise missiles on al-Nusra Front terrorist positions in Syria.BUK-M2E surface-to-air missile system",fight with artillery and tanks,Russian Army Forum to Feature Scale Models of Kalibr Cruise Missiles,"(2016, 35, 3)",-10,33.5102,36.2913,8,NULL,Unknown,5,Factiva,Russian Federation,Russia,NULL,42052963,Syria,Syria,NULL,2016
57,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893302,"BAGHDAD (Reuters) - The Iraqi government and the Kurdish regional authorities in northern Iraq will discuss a dispute on oil revenue sharing during bilateral talks on Monday, a government spokesman said.",Express intent to meet or negotiate,"Iraqi government, Kurds to start talks about oil dispute: Iraqi spokesman","(2016, 35, 3)",4,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Government (Iraq),Government,42052978,Iraq,Iraqi Kurds,"Kurd (Ethnic Group),International Ethnic",2016
58,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893303,"BAGHDAD (Reuters) - The Iraqi government and the Kurdish regional authorities in northern Iraq will discuss a dispute on oil revenue sharing during bilateral talks on Monday, a government spokesman said.",Express intent to meet or negotiate,"Iraqi government, Kurds to start talks about oil dispute: Iraqi spokesman","(2016, 35, 3)",4,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Iraqi Kurds,"Kurd (Ethnic Group),International Ethnic",42052978,Iraq,Government (Iraq),Government,2016
59,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893304,"The oil issue will be among the topics to be discussed in Baghdad by Prime Minister Haider al-Abadi and Nechirvan Barzani, the prime minister of the Kurdistan Regional Government.",Consult,"Iraqi government, Kurds to start talks about oil dispute: Iraqi spokesman","(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Haider Al-Abadi,"Executive Office,Executive,Shia,Muslim,Lower House,Government,Fundamentalist,Legislative / Parliamentary,Ideological,International Religious,Parties,(National) Major Party",42052978,Iraq,Nechervan Barzani,"Government,Executive Office,Kurd (Ethnic Group),Executive,Sunni,Local,International Religious,Provincial,International Ethnic",2016
60,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893305,"The oil issue will be among the topics to be discussed in Baghdad by Prime Minister Haider al-Abadi and Nechirvan Barzani, the prime minister of the Kurdistan Regional Government.",Consult,"Iraqi government, Kurds to start talks about oil dispute: Iraqi spokesman","(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Nechervan Barzani,"Government,Executive Office,Kurd (Ethnic Group),Executive,Sunni,Local,International Religious,Provincial,International Ethnic",42052978,Iraq,Haider Al-Abadi,"Executive Office,Executive,Shia,Muslim,Lower House,Government,Fundamentalist,Legislative / Parliamentary,Ideological,International Religious,Parties,(National) Major Party",2016
61,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893198,"Kilicdaroglu criticised the government's harsh crackdown following the failed coup and said that the ruling Justice and Development Party is going too far in implementing the state of emergency, Press TV reported.",Make statement,"Press TV leads with developments in Turkey, Iraq","(2016, 35, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,BBC Monitoring Caucasus,6,Factiva,Turkey,Kemal Kilicdaroglu,"(National) Major Party,Parties,Center Left,Ideological",42052990,Turkey,Justice and Development Party,"(National) Major Party,Parties,Ideological,Center Right",2016
62,Karbala,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893159,All the attackers were killed by security forces.,Use conventional military force,Islamic State claims suicide bombing at Iraqi wedding,"(2016, 35, 3)",-10,32.616,44.0249,8,Muhafazat Karbala',Channel NewsAsia,3,Factiva,Iraq,Military Personnel - Special (Iraq),"Government,Military",42053180,Iraq,Attacker (Iraq),"Dissident,Criminals / Gangs",2016
63,Suraya,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893307,"On the afternoon of 27 August, mujahideen forces launched a heavy assault on bases belonging to apostate militias in Suraya area, about 10 Kilometres from Burdhubo district, Gedo region.",Use conventional military force,Al-Shabab attacks army bases in southwest Somalia,"(2016, 35, 3)",-10,35.5839,37.0789,8,Idlib,BBC Monitoring Africa,2,Factiva,Somalia,Military (Somalia),"Military,Government",42053188,Somalia,Somalia,NULL,2016
64,Suraya,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893308,The fighting came when the militias invaded the area to set up positions.,Occupy territory,Al-Shabab attacks army bases in southwest Somalia,"(2016, 35, 3)",-9.5,35.5839,37.0789,8,Idlib,BBC Monitoring Africa,3,Factiva,Somalia,Militia (Somalia),Unidentified Forces,42053188,Somalia,Somalia,NULL,2016
74,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893375,"BAGHDAD, Aug 29 (Reuters) - The Iraqi government and the Kurdish regional authorities in northern Iraq will discuss a dispute on oil revenue sharing during bilateral talks on Monday, a government spokesman said.",Express intent to meet or negotiate,"Iraqi government, Kurds to start talks about oil dispute -Iraqi spokesman","(2016, 35, 3)",4,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Government (Iraq),Government,42053512,Iraq,Iraqi Kurds,"International Ethnic,Kurd (Ethnic Group)",2016
75,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893376,"BAGHDAD, Aug 29 (Reuters) - The Iraqi government and the Kurdish regional authorities in northern Iraq will discuss a dispute on oil revenue sharing during bilateral talks on Monday, a government spokesman said.",Express intent to meet or negotiate,"Iraqi government, Kurds to start talks about oil dispute -Iraqi spokesman","(2016, 35, 3)",4,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,Iraq,Iraqi Kurds,"International Ethnic,Kurd (Ethnic Group)",42053512,Iraq,Government (Iraq),Government,2016
76,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893377,"The oil issue will be among the topics to be discussed in Baghdad by Prime Minister Haider al-Abadi and Nechirvan Barzani, the prime minister of the Kurdistan Regional Government.",Consult,"Iraqi government, Kurds to start talks about oil dispute -Iraqi spokesman","(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Haider Al-Abadi,"Lower House,Executive Office,Fundamentalist,Executive,Ideological,(National) Major Party,Parties,International Religious,Shia,Muslim,Government,Legislative / Parliamentary",42053512,Iraq,Nechervan Barzani,"International Ethnic,Local,International Religious,Sunni,Government,Executive Office,Provincial,Executive,Kurd (Ethnic Group)",2016
77,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24893378,"The oil issue will be among the topics to be discussed in Baghdad by Prime Minister Haider al-Abadi and Nechirvan Barzani, the prime minister of the Kurdistan Regional Government.",Consult,"Iraqi government, Kurds to start talks about oil dispute -Iraqi spokesman","(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Nechervan Barzani,"International Ethnic,Local,International Religious,Sunni,Government,Executive Office,Provincial,Executive,Kurd (Ethnic Group)",42053512,Iraq,Haider Al-Abadi,"Lower House,Executive Office,Fundamentalist,Executive,Ideological,(National) Major Party,Parties,International Religious,Shia,Muslim,Government,Legislative / Parliamentary",2016
78,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24893632,"Earlier in August, the military spokesman said that Egyptian border guard forces stopped 146 persons before they could set sail from the country's coasts on a fishing boat en route to Europe.",Make statement,Egypt Thwarts Illegal Migration Attempts of 366 People,"(2016, 35, 3)",0,30.0626,31.2497,8,Muhafazat al Qahirah,All Africa,5,Factiva,Egypt,Egyptian Armed Forces,"Military,Government",42053579,Egypt,Reserve Personnel (Egypt),"Military,Government",2016
79,NULL,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893499,Foreign Minister Mevlüt Cavusoglu said in a press conference that Turkey would attack the Kurdish militias _ known as the YPG (People's Protection Units) _ operating to the west of the Euphrates river unless they withdrew from their current positions.,Make statement,"Turkey accuses Kurdish forces of ethnic cleansing, demands their retreat","(2016, 35, 3)",0,35.1667,40.2833,8,Dayr az Zawr,EFE News Service,3,Factiva,Turkey,Mevlut Cavusoglu,"Foreign Ministry,Unicameral,Executive,Legislative / Parliamentary,Government",42053614,Turkey,Turkey,NULL,2016
84,NULL,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893684,"Monday's announcement by the Jarablus Military Council, which is part of the predominantly Kurdish Syria Democratic Forces, came hours after Turkey's foreign minister ordered Kurdish Syrian forces to withdraw east of the Euphrates River 'immediately' or face more strikes.",Threaten,The Latest: Syrian Kurdish forces to give up some ground,"(2016, 35, 3)",-4.4,35.1667,40.2833,8,Dayr az Zawr,Associated Press Newswires,4,Factiva,Turkey,Foreign Affairs (Turkey),"Executive,Government,Foreign Ministry",42054022,Syria,Syrian Kurds,"National Ethnic Minority,Social,International Ethnic,National Ethnic,Kurd (Ethnic Group)",2016
85,NULL,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893685,"Monday's announcement by the Jarablus Military Council, which is part of the predominantly Kurdish Syria Democratic Forces, came hours after Turkey's foreign minister ordered Kurdish Syrian forces to withdraw east of the Euphrates River 'immediately' or face more strikes.",Threaten,The Latest: Syrian Kurdish forces to give up some ground,"(2016, 35, 3)",-4.4,35.1667,40.2833,8,Dayr az Zawr,Associated Press Newswires,4,Factiva,Turkey,Foreign Affairs (Turkey),"Executive,Government,Foreign Ministry",42054022,Syria,Military (Syria),"Military,Government",2016
103,Najran,Saudi Arabia,2016-08-29,NULL,2016-08-29,ICEWS24894086,"TEHRAN (FNA)- The Yemeni army and popular forces pounded a strategic Saudi military base in Najran province with missiles and artillery shells on Monday, inflicting heavy losses and casualties on the kingdom.",Use conventional military force,"Yemeni Missiles Hit Saudi Arabia's Key Military Base in Najran, Inflict Heavy Losses","(2016, 35, 3)",-10,17.4924,44.1277,8,Mintaqat Najran,FARS News Agency,1,Factiva,Yemen,Yemeni Armed Forces,"Military,Government",42054522,Saudi Arabia,Saudi Arabian Defence Forces,"Government,Military",2016
104,Najran,Saudi Arabia,2016-08-29,NULL,2016-08-29,ICEWS24894087,The Saudi-led forces' armored vehicles were destroyed during the Yemeni missile attack.,Use conventional military force,"Yemeni Missiles Hit Saudi Arabia's Key Military Base in Najran, Inflict Heavy Losses","(2016, 35, 3)",-10,17.4924,44.1277,8,Mintaqat Najran,FARS News Agency,6,Factiva,Yemen,Yemen,NULL,42054522,Saudi Arabia,Saudi Arabian Defence Forces,"Government,Military",2016
105,Aleppo,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893947,"On Saturday, the Free Syrian Army (FSA) captured the ISIL-controlled town of al-Rai in Aleppo province near the Turkish border with the support of the Turkey's army.",Occupy territory,"Aleppo: ISIL Admits High Casualties in Manbij, Al-Rai Battles","(2016, 35, 3)",-9.5,36.2012,37.1612,8,Muhafazat Halab,FARS News Agency,4,Factiva,Syria,Free Syrian Army,"Insurgents,Dissident",42054523,Syria,Syria,NULL,2016
106,Douma,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893984,"Syrian government forces repelled Jeish al-Islam's attacks to break through army's positions near Harasta in Western side of Douma, inflicting major losses and casualties on the terrorists.",Use unconventional violence,Damascus: Syrian Army Inflicts Major Losses on Terrorists near Tishrin Power Plant,"(2016, 35, 3)",-9,33.5718,36.4027,8,Muhafazat Rif Dimashq,FARS News Agency,6,Factiva,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",42054528,Syria,Syria,NULL,2016
107,Douma,Syria,2016-08-29,NULL,2016-08-29,ICEWS24893985,"Syrian government forces repelled Jeish al-Islam's attacks to break through army's positions near Harasta in Western side of Douma, inflicting major losses and casualties on the terrorists.",Use conventional military force,Damascus: Syrian Army Inflicts Major Losses on Terrorists near Tishrin Power Plant,"(2016, 35, 3)",-10,33.5718,36.4027,8,Muhafazat Rif Dimashq,FARS News Agency,6,Factiva,Syria,Military (Syria),"Government,Military",42054528,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2016
108,Jarabulus,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894217,"'In addition to the dispatch of a large number of tanks, armored vehicles and their crew by Turkish army, over 3,000 ready-to-combat fighters have been dispatched to Northern Aleppo to join the Turkey-linked terrorist groups' operation in Jarabulus,' the Arabic-language al-Hadath news reported.",Use unconventional violence,"Over 3,000 Terrorists Cross Turkish Border into Northern Syria","(2016, 35, 3)",-9,36.8175,38.0111,8,Muhafazat Halab,FARS News Agency,2,Factiva,Syria,Combatant (Syria),Unidentified Forces,42054530,Syria,Syria,NULL,2016
109,Jarabulus,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894216,"Reports said earlier today that the Free Syrian Army (FSA), backed up by Turkish army troops, has engaged in an intense battle with the Kurdish-led Syrian Democratic Forces (SDF) near the town of Jarabulus at the border with Turkey, sources said, adding that both side have suffered heavy death toll.",Cooperate militarily,"Over 3,000 Terrorists Cross Turkish Border into Northern Syria","(2016, 35, 3)",7.4,36.8175,38.0111,8,Muhafazat Halab,FARS News Agency,5,Factiva,Turkey,Military (Turkey),"Government,Military",42054530,Syria,Free Syrian Army,"Insurgents,Dissident",2016
110,Jarabulus,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894218,"Reports said earlier today that the Free Syrian Army (FSA), backed up by Turkish army troops, has engaged in an intense battle with the Kurdish-led Syrian Democratic Forces (SDF) near the town of Jarabulus at the border with Turkey, sources said, adding that both side have suffered heavy death toll.",Use conventional military force,"Over 3,000 Terrorists Cross Turkish Border into Northern Syria","(2016, 35, 3)",-10,36.8175,38.0111,8,Muhafazat Halab,FARS News Agency,5,Factiva,Syria,Free Syrian Army,"Insurgents,Dissident",42054530,Syria,Military (Syria),"Government,Military",2016
111,Garah,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24894184,"Turkish air force jets launched strikes between 09:30 and 10:55 GMT against targets of the 'separatist terrorist organisation' in Gara in northern Iraq, Anadolu news agency said, referring to the outlawed Kurdistan Workers' Party (PKK).",Use conventional military force,Turkey warplanes bomb PKK targets in northern Iraq: state media,"(2016, 35, 3)",-10,37.0106,43.4199,8,Dihok,Agence France-Presse,2,Factiva,Turkey,Turkish Air Force,"Government,Air Force,Military",42054562,Iraq,Iraq,NULL,2016
112,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24894056,"Parliament member Moustafa Bakri levelled the charges against former Minister Khaled Hanafi and accused him of facilitating seizure and wasting public funds, collusion with wheat silos' owners and harming the economy and national security.",Accuse,Public Funds Prosecution Investigates Charges Levelled Against Former Minister,"(2016, 35, 3)",-2,30.0626,31.2497,8,Muhafazat al Qahirah,All Africa,2,Factiva,Egypt,Member of Parliament (Egypt),"Government,Legislative / Parliamentary",42054589,Egypt,Ministry (Egypt),Government,2016
113,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24893957,"Russian and German experts arrived in Cairo Monday to inspect the wreckage of a Metrojet plane downed over Sinai, hoping to pinpoint how it came apart, the aviation ministry said.",Receive inspectors,Foreign experts in Egypt to probe Russian airliner crash,"(2016, 35, 3)",9,30.0626,31.2497,8,Muhafazat al Qahirah,Agence France-Presse,1,Factiva,Egypt,Egypt,NULL,42054747,Russian Federation,Citizen (Russia),"General Population / Civilian / Social,Social",2016
114,NULL,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24893958,"IS has claimed it smuggled a bomb inside a soda can onto the plane in a Sinai resort airport, in response to Russian air strikes in Syria.",Employ aerial weapons,Foreign experts in Egypt to probe Russian airliner crash,"(2016, 35, 3)",-10,29.5,34,8,Sinai Peninsula,Agence France-Presse,4,Factiva,Russian Federation,Russia,NULL,42054747,Syria,Syria,NULL,2016
115,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24894048,"Lajcak and Shoukry signed a bilateral agreement on cooperationin science, education, culture and sport.",Sign formal agreement,Lajcak Visits Egypt to Meet Foreign Minister and Arab League Chief,"(2016, 35, 3)",8,30.0626,31.2497,8,Muhafazat al Qahirah,TASR - Tlacova Agentura Slovenskej Republiky,2,Factiva,Egypt,Ministry (Egypt),Government,42054756,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",2016
116,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24894049,"Lajcak and Shoukry signed a bilateral agreement on cooperationin science, education, culture and sport.",Sign formal agreement,Lajcak Visits Egypt to Meet Foreign Minister and Arab League Chief,"(2016, 35, 3)",8,30.0626,31.2497,8,Muhafazat al Qahirah,TASR - Tlacova Agentura Slovenskej Republiky,2,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",42054756,Egypt,Ministry (Egypt),Government,2016
118,Cairo,Egypt,2016-08-29,NULL,2016-08-29,ICEWS24894295,"CAIRO, Aug 29 (Thomson Reuters Foundation) - Women's rights activists hailed the Egyptian government on Monday for advocating increased prison sentences for perpetrators of female genital mutilation (FGM) but warned that a new law could shroud the practice in greater secrecy.",Praise or endorse,Egypt seeks tougher punishment for female genital mutilation,"(2016, 35, 3)",3.4,30.0626,31.2497,8,Muhafazat al Qahirah,Reuters News,1,Factiva,Egypt,Rights Activist (Egypt),"Nongovernmental Organization (International),Nongovernmental Organizations / Activists,Human Rights NGOs,Human Rights IGOs",42055022,Egypt,Government (Egypt),Government,2016
119,Hasaka,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894335,"AMMAN, Aug 29 (Reuters) - Syria's Kurdish YPG militia said Turkish forces fired at their fighters along the border on Monday, wounding one fighter, hundreds of miles east of Turkey's main incursion into northern Syria.",Make statement,Syrian Kurdish YPG says Turkish troops fire at their fighters along border,"(2016, 35, 3)",0,36.5024,40.7477,8,Muhafazat al Hasakah,Reuters News,1,Factiva,Syria,Militia (Syria),Unidentified Forces,42055023,Turkey,Military (Turkey),"Military,Government",2016
120,Hasaka,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894336,Chief YPG spokesman Redur Xelil told Reuters that Turkish armoured vehicles were patrolling the area and opened fire on the YPG fighters between the Kurdish-controlled cities of Qamishli and Amouda in Syria's northern Hasaka province.,Make statement,Syrian Kurdish YPG says Turkish troops fire at their fighters along border,"(2016, 35, 3)",0,36.5024,40.7477,8,Muhafazat al Hasakah,Reuters News,2,Factiva,Syria,People's Protection Units,"Separatists,Dissident",42055023,Turkey,Turkey,NULL,2016
121,Hasaka,Syria,2016-08-29,NULL,2016-08-29,ICEWS24894337,Chief YPG spokesman Redur Xelil told Reuters that Turkish armoured vehicles were patrolling the area and opened fire on the YPG fighters between the Kurdish-controlled cities of Qamishli and Amouda in Syria's northern Hasaka province.,fight with small arms and light weapons,Syrian Kurdish YPG says Turkish troops fire at their fighters along border,"(2016, 35, 3)",-10,36.5024,40.7477,8,Muhafazat al Hasakah,Reuters News,2,Factiva,Syria,People's Protection Units,"Separatists,Dissident",42055023,Syria,Combatant (People's Protection Units),"Separatists,Dissident",2016
122,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24894385,"MOSCOW, August 29 (Sputnik) - A delegation of Yemen's Houthi rebels arrived in Baghdad to meet with Iraqi Foreign Minister Ibrahim Jaafari in order to discuss the situation in Yemen, the Iraqi Foreign Ministry said on Monday.",Consult,Houthi Delegation Visits Baghdad for Talks With Iraqi Foreign Minister on Yemen - Ministry,"(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Unknown,1,Factiva,Yemen,Armed Rebel (Yemen),"Rebel,Dissident",42055056,Iraq,Foreign Affairs (Iraq),"Foreign Ministry,Executive,Government",2016
123,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24894386,"MOSCOW, August 29 (Sputnik) - A delegation of Yemen's Houthi rebels arrived in Baghdad to meet with Iraqi Foreign Minister Ibrahim Jaafari in order to discuss the situation in Yemen, the Iraqi Foreign Ministry said on Monday.",Make a visit,Houthi Delegation Visits Baghdad for Talks With Iraqi Foreign Minister on Yemen - Ministry,"(2016, 35, 3)",1.9,33.3406,44.4009,8,Muhafazat Baghdad,Unknown,1,Factiva,Yemen,Armed Rebel (Yemen),"Rebel,Dissident",42055056,Iraq,Iraq,NULL,2016
124,Baghdad,Iraq,2016-08-29,NULL,2016-08-29,ICEWS24894387,"MOSCOW, August 29 (Sputnik) - A delegation of Yemen's Houthi rebels arrived in Baghdad to meet with Iraqi Foreign Minister Ibrahim Jaafari in order to discuss the situation in Yemen, the Iraqi Foreign Ministry said on Monday.",Consult,Houthi Delegation Visits Baghdad for Talks With Iraqi Foreign Minister on Yemen - Ministry,"(2016, 35, 3)",1,33.3406,44.4009,8,Muhafazat Baghdad,Unknown,1,Factiva,Iraq,Foreign Affairs (Iraq),"Foreign Ministry,Executive,Government",42055056,Yemen,Armed Rebel (Yemen),"Rebel,Dissident",2016
