,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
55,Cairo,Egypt,2016-05-02,NULL,2016-05-02,ICEWS24477978,"EGYPT CAIRO, May 1 Reuters - Egyptian police have raided the press union in Cairo and arrested two journalists critical of the government, union officials say.",Use tactics of violent repression,MID:Egyptian police arrest two journalists,"(2016, 18, 3)",-9,30.0626,31.2497,5,Muhafazat al Qahirah,Australian Associated Press,1,Factiva,Egypt,Police (Egypt),"Police,Government",41042577,Egypt,Media Personnel (Egypt),"Media,Social",2016
56,Cairo,Egypt,2016-05-02,NULL,2016-05-02,ICEWS24477979,"EGYPT CAIRO, May 1 Reuters - Egyptian police have raided the press union in Cairo and arrested two journalists critical of the government, union officials say.",Use conventional military force,MID:Egyptian police arrest two journalists,"(2016, 18, 3)",-10,30.0626,31.2497,5,Muhafazat al Qahirah,Australian Associated Press,1,Factiva,Egypt,Police (Egypt),"Police,Government",41042577,Egypt,Labor Union (Egypt),"Labor,Social",2016
57,NULL,Lebanon,2016-05-02,NULL,2016-05-02,ICEWS24477943,"The Lebanese army has been fighting the Islamic State group and al-Qaeda's Syrian branch, the Nusra Front, in border areas close to Syria.",Use conventional military force,Syrian-Aust suspect arrested in Lebanon,"(2016, 18, 3)",-10,33.8889,35.4944,5,NULL,AAP Bulletins,6,Factiva,Lebanon,Military (Lebanon),"Government,Military",41042896,Iraq,Islamic State of Iraq and the Levant,"Muslim,Insurgents,Dissident,Ideological,International Religious,Sunni,Fundamentalist",2016
58,NULL,Syria,2016-05-02,NULL,2016-05-02,ICEWS24477944,"The Lebanese army has been fighting the Islamic State group and al-Qaeda's Syrian branch, the Nusra Front, in border areas close to Syria.",Use conventional military force,Syrian-Aust suspect arrested in Lebanon,"(2016, 18, 3)",-10,33.5102,36.2913,5,NULL,AAP Bulletins,6,Factiva,Lebanon,Military (Lebanon),"Government,Military",41042896,Syria,Jabhat al-Nusra,"Radicals / Extremists / Fundamentalists,Dissident",2016
59,NULL,Lebanon,2016-05-02,NULL,2016-05-02,ICEWS24477945,"The Lebanese army has been fighting the Islamic State group and al-Qaeda's Syrian branch, the Nusra Front, in border areas close to Syria.",Use conventional military force,Syrian-Aust suspect arrested in Lebanon,"(2016, 18, 3)",-10,33.8889,35.4944,5,NULL,AAP Bulletins,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Muslim,Insurgents,Dissident,Ideological,International Religious,Sunni,Fundamentalist",41042896,Lebanon,Military (Lebanon),"Government,Military",2016
60,NULL,Lebanon,2016-05-02,NULL,2016-05-02,ICEWS24477946,"The Lebanese army has been fighting the Islamic State group and al-Qaeda's Syrian branch, the Nusra Front, in border areas close to Syria.",Use conventional military force,Syrian-Aust suspect arrested in Lebanon,"(2016, 18, 3)",-10,33.8889,35.4944,5,NULL,AAP Bulletins,6,Factiva,Syria,Jabhat al-Nusra,"Radicals / Extremists / Fundamentalists,Dissident",41042896,Lebanon,Military (Lebanon),"Government,Military",2016
72,Latakia,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478554,The Syrian army announced Friday that a 'regime of silence' will be observed in hotspots in east Damascus for 24 hours and in Latakia for 72 hours in order to uphold the ceasefire.,Make statement,"Spotlight: Syria extends 'silence,' int'l mediation underway to salvage cease-fire","(2016, 18, 3)",0,35.5317,35.7901,5,Muhafazat al Ladhiqiyah,Xinhua News Agency,3,Factiva,Syria,Military (Syria),"Government,Military",41043072,Syria,Government (Syria),Government,2016
73,Damascus,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478555,Russia and the United States have reportedly agreed to enhance the cessation of hostilities deal in northern Latakia and the suburbs of Damascus.,Express intent to cooperate,"Spotlight: Syria extends 'silence,' int'l mediation underway to salvage cease-fire","(2016, 18, 3)",4,33.5102,36.2913,5,Dimashq,Xinhua News Agency,4,Factiva,Russian Federation,Russia,NULL,41043072,United States,United States,NULL,2016
74,Damascus,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478556,Russia and the United States have reportedly agreed to enhance the cessation of hostilities deal in northern Latakia and the suburbs of Damascus.,Express intent to cooperate,"Spotlight: Syria extends 'silence,' int'l mediation underway to salvage cease-fire","(2016, 18, 3)",4,33.5102,36.2913,5,Dimashq,Xinhua News Agency,4,Factiva,United States,United States,NULL,41043072,Russian Federation,Russia,NULL,2016
75,NULL,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478209,"GENEVA, May 2 (Sputnik) - UN’s Special Envoy for Syria Staffan de Mistura is set to meet with Saudi Foreign Minister Adel Jubeir after his scheduled talks with US State Secretary John Kerry, Deputy Special Envoy for Syria Ramzy Ezzeldin Ramzy said Monday.",Engage in negotiation,UN Syria Envoy to Meet with Top Saudi Diplomat After Talks With Kerry –De Mistura’s Deputy,"(2016, 18, 3)",7,33.5102,36.2913,5,NULL,Unknown,1,Factiva,Saudi Arabia,Foreign Affairs (Saudi Arabia),"Government,Executive,Foreign Ministry",41043078,United States,John Kerry,"Parties,Center Left,Government,(National) Major Party,Legislative / Parliamentary,Executive,Cabinet,Foreign Ministry,Upper House,Ideological",2016
76,NULL,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478212,"GENEVA, May 2 (Sputnik) - UN’s Special Envoy for Syria Staffan de Mistura is set to meet with Saudi Foreign Minister Adel Jubeir after his scheduled talks with US State Secretary John Kerry, Deputy Special Envoy for Syria Ramzy Ezzeldin Ramzy said Monday.",Engage in negotiation,UN Syria Envoy to Meet with Top Saudi Diplomat After Talks With Kerry –De Mistura’s Deputy,"(2016, 18, 3)",7,33.5102,36.2913,5,NULL,Unknown,1,Factiva,United States,John Kerry,"Parties,Center Left,Government,(National) Major Party,Legislative / Parliamentary,Executive,Cabinet,Foreign Ministry,Upper House,Ideological",41043078,Saudi Arabia,Foreign Affairs (Saudi Arabia),"Government,Executive,Foreign Ministry",2016
77,Damascus,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478481,"AMMAN (Reuters) - The Syrian army on Monday confirmed an earlier Russian announcement that a 'regime of calm' around Damascus had been extended for another 48 hours, state television reported.",Make statement,Syrian army says 'regime of calm' extended around Damascus for another 48 hours: state TV,"(2016, 18, 3)",0,33.5102,36.2913,5,Dimashq,Reuters News,1,Factiva,Syria,Military (Syria),"Government,Military",41043091,Russian Federation,Russia,NULL,2016
78,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478574,"Jubeir condemned the escalation of fighting as a 'violation of all humanitarian laws', blaming the air strikes in Aleppo on government forces and called for Syrian President Bashar al-Assad to step down.",Make an appeal or request,Kerry says getting closer to an understanding on Syria ceasefire,"(2016, 18, 3)",3,36.2012,37.1612,5,Muhafazat Halab,Channel NewsAsia,6,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043119,Syria,Bashar al-Assad,"International Religious,Executive Office,Executive,Far Right,National Ethnic,National Religious,National Ethnic Minority,Social,Government,(National) Major Party,Parties,Religious Minority,Shia,Ideological",2016
79,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478576,"Jubeir condemned the escalation of fighting as a 'violation of all humanitarian laws', blaming the air strikes in Aleppo on government forces and called for Syrian President Bashar al-Assad to step down.",Accuse,Kerry says getting closer to an understanding on Syria ceasefire,"(2016, 18, 3)",-2,36.2012,37.1612,5,Muhafazat Halab,Channel NewsAsia,6,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043119,Syria,Military (Syria),"Government,Military",2016
80,Baghdad,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478231,"Thousands of worshippers from Iraq, less from Iran, are expected to travel on foot to the Baghdad-based Shia Imam Musa al-Kazim shrine of the eighth century imam to commemorate his death, which takes place on 2 May.",Express intent to meet or negotiate,"Three killed, 10 injured in car explosion in Baghdad - TV","(2016, 18, 3)",4,33.3406,44.4009,5,Muhafazat Baghdad,BBC Monitoring Newsfile,2,Factiva,Iraq,Religion (Iraq),"National Religious,Social",41043127,Iraq,Iraq,NULL,2016
81,NULL,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478335,Iraqi protesters stormed parliament on 31 April in protest against handling reforms and setting up a technocrat government.,"Protest violently, riot","Speaker, interior minister seek to 'keep order' - Iraqi TV","(2016, 18, 3)",-7.5,33.3406,44.4009,5,NULL,BBC Monitoring Middle East,3,Factiva,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",41043133,Iraq,Legislature (Iraq),"Government,Legislative / Parliamentary",2016
82,NULL,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478334,"In turn, Ghabban said that 'the security forces are ready to take initiative and exert utmost efforts to bar acts of sabotage'.",Make statement,"Speaker, interior minister seek to 'keep order' - Iraqi TV","(2016, 18, 3)",0,33.3406,44.4009,5,NULL,BBC Monitoring Middle East,6,Factiva,Iraq,Muhammad Salem al-Ghabban,"Government,Executive,Interior / Home Ministry",41043133,Iraq,Military Personnel - Special (Iraq),"Government,Military",2016
83,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478355,"Rebel shelling of government-controlled western areas of Aleppo city late Sunday killed three civilians including a child, the Syrian Observatory for Human Rights said.",Use conventional military force,New raids hit Syria's Aleppo amid bids to end fighting,"(2016, 18, 3)",-10,36.2012,37.1612,5,Muhafazat Halab,Agence France-Presse,6,Factiva,Syria,Syrian Observatory for Human Rights,"Dissident,Exiles",41043158,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2016
84,Damascus,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478489,"Earlier in the day, Lt. Gen. Sergei Kuralenko, the head of the Russian Syria reconciliation center, said the Russian and US sides had agreed with the Syrian government and moderate opposition to prolong the 'regime of silence' in the Eastern Ghouta area, a suburb to the east of the Syrian capital of Damascus, for two more days until midnight May 4 local time (21:00 GMT May 3).",Express intent to cooperate,"US, Russia Agree on Creation of New Syria Ceasefire Monitoring Group","(2016, 18, 3)",4,33.5102,36.2913,5,Dimashq,Unknown,5,Factiva,United States,United States,NULL,41043177,Syria,Government (Syria),Government,2016
85,Damascus,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478466,"Interfax cited the same official, General Sergei Kuralenko, as saying that Russia, the United States as well as Syria's leadership and the 'moderate' opposition had agreed to extend a 'regime of calm' in a suburb of Damascus called Eastern Ghouta for another two days to the end of May 3.",Make statement,Russia says talks over including Syria's Aleppo in 'regime of calm' continue,"(2016, 18, 3)",0,33.5102,36.2913,5,Dimashq,Reuters News,2,Factiva,Russian Federation,Interfax,"Social,Media",41043188,United States,United States,NULL,2016
86,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478236,"Jubeir condemned the escalation of fighting as a 'violation of all humanitarian laws', blaming the air strikes in Aleppo on government forces and called for Syrian President Bashar al-Assad to step down.",Make an appeal or request,Kerry says getting closer to an understanding on Syria ceasefire,"(2016, 18, 3)",3,36.2012,37.1612,5,Muhafazat Halab,Reuters News,6,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043189,Syria,Bashar al-Assad,"International Religious,Executive Office,Executive,Far Right,National Ethnic,National Religious,National Ethnic Minority,Social,Government,(National) Major Party,Parties,Religious Minority,Shia,Ideological",2016
87,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478238,"Jubeir condemned the escalation of fighting as a 'violation of all humanitarian laws', blaming the air strikes in Aleppo on government forces and called for Syrian President Bashar al-Assad to step down.",Accuse,Kerry says getting closer to an understanding on Syria ceasefire,"(2016, 18, 3)",-2,36.2012,37.1612,5,Muhafazat Halab,Reuters News,6,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043189,Syria,Military (Syria),"Government,Military",2016
88,Cairo,Egypt,2016-05-02,NULL,2016-05-02,ICEWS24478266,"CAIRO, May 1 (Reuters) - Egyptian police on Sunday raided the press syndicate in Cairo and arrested two journalists critical of the government, a syndicate official and reporters said in what the syndicate called an unprecedented crackdown.",Use tactics of violent repression,"UPDATE 1-Egyptian police raid press syndicate, arrest two journalists","(2016, 18, 3)",-9,30.0626,31.2497,5,Muhafazat al Qahirah,Reuters News,2,Factiva,Egypt,Police (Egypt),"Police,Government",41043191,Egypt,Media Personnel (Egypt),"Media,Social",2016
89,NULL,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478532,"Iraqi Prime Minister Haider al-Abadi had called Sunday for the arrests of protesters who tore down blast walls and infiltrated the Green Zone, filling the parliament building and assaulting Iraqi lawmakers.",Rally opposition against,Iraq erupts as protests target corruption ; Car bombs hit southern region as country's political stability is threatened,"(2016, 18, 3)",-2,33.3406,44.4009,5,NULL,USA Today,4,Factiva,Iraq,Haider Al-Abadi,"Executive,International Religious,Executive Office,Fundamentalist,(National) Major Party,Parties,Legislative / Parliamentary,Government,Muslim,Lower House,Shia,Ideological",41043293,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",2016
90,Baghdad,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478533,"The protests, by followers of Shiite cleric Muqtada al-Sadr, came two days after a surprise visit to Baghdad by Vice President Biden, who praised the progress Iraqi leaders were making.",Demonstrate or rally,Iraq erupts as protests target corruption ; Car bombs hit southern region as country's political stability is threatened,"(2016, 18, 3)",-6.5,33.3406,44.4009,5,Muhafazat Baghdad,USA Today,6,Factiva,Iraq,Citizen (Iraq),"Social,General Population / Civilian / Social",41043293,NULL,Unspecified Actor,Unspecified,2016
91,NULL,Saudi Arabia,2016-05-02,NULL,2016-05-02,ICEWS24478307,"On Sunday, Turkmen President Gurbanguly Berdimuhamedov arrived in Saudi Arabia on a three-day visit to hold talks with the Saudi senior officials.",Make a visit,"Turkmenistan, Saudi Arabia Sign Package of Documents on Security, Trade Cooperation","(2016, 18, 3)",1.9,24.6877,46.7219,5,NULL,Unknown,2,Factiva,Turkmenistan,Head of Government (Turkmenistan),"Government,Executive,Executive Office",41043305,Saudi Arabia,Saudi Arabia,NULL,2016
92,NULL,Saudi Arabia,2016-05-02,NULL,2016-05-02,ICEWS24478308,"On Sunday, Turkmen President Gurbanguly Berdimuhamedov arrived in Saudi Arabia on a three-day visit to hold talks with the Saudi senior officials.",Host a visit,"Turkmenistan, Saudi Arabia Sign Package of Documents on Security, Trade Cooperation","(2016, 18, 3)",2.8,24.6877,46.7219,5,NULL,Unknown,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,41043305,Turkmenistan,Head of Government (Turkmenistan),"Government,Executive,Executive Office",2016
93,An Najaf al Ashraf,Iraq,2016-05-02,NULL,2016-05-02,ICEWS24478244,"A day earlier, hundreds of protesters demanding an end to corruption stormed the fortified Green Zone in dramatic scenes that hinted at revolution.","Protest violently, riot","Point Made, Cleric Orders Protesters to Leave Baghdad's Green Zone","(2016, 18, 3)",-7.5,31.9892,44.3291,5,An Najaf,The New York Times,3,Factiva,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",41043433,NULL,Unspecified Actor,Unspecified,2016
94,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478402,Some columnists accuse the Syrian government of committing 'genocide' against civilians in Aleppo.,Accuse,Mideast Arabic press calls for 'unified stance' on Aleppo,"(2016, 18, 3)",-2,36.2012,37.1612,5,Muhafazat Halab,BBC Monitoring Middle East,2,Factiva,Syria,Media Personnel (Syria),"Social,Media",41043481,Syria,Government (Syria),Government,2016
98,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478590,"But we have some work to do, and that's why we're here,' he told reporters after meeting with Saudi Foreign Minister Adel al-Jubeir Monday morning in a Geneva hotel.",Consult,"Roundup: Kerry urges parties to Syrian conflict to end violence, restore ceasefire","(2016, 18, 3)",1,36.2012,37.1612,5,Muhafazat Halab,Xinhua News Agency,3,Factiva,United States,John Kerry,"Foreign Ministry,Executive,Cabinet,Government,Center Left,Ideological,Upper House,(National) Major Party,Parties,Legislative / Parliamentary",41043743,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",2016
99,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478592,"But we have some work to do, and that's why we're here,' he told reporters after meeting with Saudi Foreign Minister Adel al-Jubeir Monday morning in a Geneva hotel.",Consult,"Roundup: Kerry urges parties to Syrian conflict to end violence, restore ceasefire","(2016, 18, 3)",1,36.2012,37.1612,5,Muhafazat Halab,Xinhua News Agency,3,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043743,United States,John Kerry,"Foreign Ministry,Executive,Cabinet,Government,Center Left,Ideological,Upper House,(National) Major Party,Parties,Legislative / Parliamentary",2016
100,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478719,"But we have some work to do, and that's why we're here,' he told reporters after meeting with Saudi Foreign Minister Adel al-Jubeir Monday morning in a Geneva hotel.",Consult,"2nd LD Writethru: Kerry urges parties to Syrian conflict to end violence, restore ceasefire","(2016, 18, 3)",1,36.2012,37.1612,5,Muhafazat Halab,Xinhua News Agency,3,Factiva,United States,John Kerry,"Foreign Ministry,Executive,Cabinet,Government,Center Left,Ideological,Upper House,(National) Major Party,Parties,Legislative / Parliamentary",41043746,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",2016
101,Aleppo,Syria,2016-05-02,NULL,2016-05-02,ICEWS24478721,"But we have some work to do, and that's why we're here,' he told reporters after meeting with Saudi Foreign Minister Adel al-Jubeir Monday morning in a Geneva hotel.",Consult,"2nd LD Writethru: Kerry urges parties to Syrian conflict to end violence, restore ceasefire","(2016, 18, 3)",1,36.2012,37.1612,5,Muhafazat Halab,Xinhua News Agency,3,Factiva,Saudi Arabia,Adel al-Jubeir,"Government,Executive,Foreign Ministry",41043746,United States,John Kerry,"Foreign Ministry,Executive,Cabinet,Government,Center Left,Ideological,Upper House,(National) Major Party,Parties,Legislative / Parliamentary",2016
