,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
29,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24680500,"Prime Minister Haider al-Abadi, visiting central Fallujah with the celebrating troops, vowed that the Iraqi flag would next be raised above Mosul.",Make a visit,"Fallujah liberated from IS group, Iraqi commander says","(2016, 26, 3)",1.9,33.3558,43.7861,6,Muhafazat al Anbar,Unknown,3,Factiva,Iraq,Haider Al-Abadi,"Shia,Lower House,Executive Office,(National) Major Party,Parties,Executive,Legislative / Parliamentary,Fundamentalist,Muslim,Government,Ideological,International Religious",41539471,Iraq,Iraq,NULL,2016
30,NULL,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24680516,"Regarding the battles with IS militants in north of Salahuddin, Al-Ghanemi said: 'Iraqi security forces and allied forces have achieved magnificent victories in the operations to liberate northern Salahuddin from terrorist Daesh [a pejorative term for IS].'",Make statement,Iraq halts operations to retake areas south of Mosul from IS,"(2016, 26, 3)",0,34.5,43.65,6,Muhafazat Salah ad Din,BBC Monitoring Middle East,5,Factiva,Iraq,High Ranking Military Personnel (Iraq),"Government,Military",41539482,Iraq,Military (Iraq),"Government,Military",2016
31,NULL,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24680517,"Regarding the battles with IS militants in north of Salahuddin, Al-Ghanemi said: 'Iraqi security forces and allied forces have achieved magnificent victories in the operations to liberate northern Salahuddin from terrorist Daesh [a pejorative term for IS].'",Make statement,Iraq halts operations to retake areas south of Mosul from IS,"(2016, 26, 3)",0,34.5,43.65,6,Muhafazat Salah ad Din,BBC Monitoring Middle East,5,Factiva,Iraq,High Ranking Military Personnel (Iraq),"Government,Military",41539482,Iraq,Military Personnel - Special (Iraq),"Government,Military",2016
32,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24680518,CAIRO (AP) — Hundreds of Egyptian students are marching in front of the Education Ministry in Cairo over the cancellation of some high school exams.,Demonstrate or rally,"Hundreds march in Cairo, protest cancelled high school exams","(2016, 26, 3)",-6.5,30.0626,31.2497,6,Muhafazat al Qahirah,Associated Press Newswires,1,Factiva,Egypt,Student (Egypt),"Social,Education",41539483,NULL,Unspecified Actor,Unspecified,2016
34,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24680818,"The group founded by Mozn Hassan, Nazra for Feminist Studies, says in a statement that Cairo airport authorities at passport control banned her from leaving the country Monday morning.",Impose restrictions on political freedoms,Egypt bars female activist from traveling to rights meeting,"(2016, 26, 3)",-5,30.0626,31.2497,6,Muhafazat al Qahirah,Associated Press Newswires,2,Factiva,Egypt,Other Authorities / Officials (Egypt),Government,41540096,Egypt,Activist (Egypt),"Human Rights IGOs,Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists",2016
45,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24680955,"Cairo, Jun 27, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Egypt's foreign minister Sameh Shukri said on Sunday that Turkey's comments on the judicial sentences in the case in which ousted president Mohamed Mursi is accused of espionage are a setback for future bilateral positive relations.",Make statement,Shukri - Turkey's Criticism of Egyptian Judiciary Prevents Positive Relations,"(2016, 26, 3)",0,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Foreign Affairs (Egypt),"Government,Executive,Foreign Ministry",41540417,Turkey,Turkey,NULL,2016
46,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24680954,"Earlier this month, the Cairo criminal court sentenced six defendants in the case to death and handed Mursi 40 years in prison.",Coerce,Shukri - Turkey's Criticism of Egyptian Judiciary Prevents Positive Relations,"(2016, 26, 3)",-7,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,3,Factiva,Egypt,Egypt,NULL,41540417,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2016
47,NULL,Bahrain,2016-06-27,NULL,2016-06-27,ICEWS24681078,"Bahrain on Monday jailed five Shiites on charges linked to 'terrorism' and revoked their citizenships, the prosecution said, as authorities in the Sunni-ruled Gulf kingdom crack down on the opposition.","Arrest, detain, or charge with legal action","Bahrain jails 5 Shiites, revokes their citizenships","(2016, 26, 3)",-5,26.2154,50.5832,6,NULL,Agence France-Presse,1,Factiva,Bahrain,Bahrain,NULL,41540655,Bahrain,Citizen (Bahrain),"General Population / Civilian / Social,Social",2016
48,NULL,Bahrain,2016-06-27,NULL,2016-06-27,ICEWS24681079,"Bahrain on Monday jailed five Shiites on charges linked to 'terrorism' and revoked their citizenships, the prosecution said, as authorities in the Sunni-ruled Gulf kingdom crack down on the opposition.",Coerce,"Bahrain jails 5 Shiites, revokes their citizenships","(2016, 26, 3)",-7,26.2154,50.5832,6,NULL,Agence France-Presse,1,Factiva,Bahrain,Other Authorities / Officials (Bahrain),Government,41540655,Bahrain,People Associated with the Opposition (Bahrain),"Protestors / Popular Opposition / Mobs,Dissident",2016
50,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681169,The statement came after an Egyptian cabinet minister told Reuters that the central bank had started negotiations with the International Monetary Fund last week to secure $5 billion.,Make statement,Egypt cbank says could secure $10 bln if it requests IMF loan,"(2016, 26, 3)",0,30.0626,31.2497,6,Muhafazat al Qahirah,Reuters News,2,Factiva,Egypt,Cabinet / Council of Ministers / Advisors (Egypt),"Executive,Cabinet,Government",41540861,Egypt,Government Affiliated Bank (Egypt),"Executive,Finance / Economy / Commerce / Trade Ministry,Government",2016
51,Aleppo,Syria,2016-06-27,NULL,2016-06-27,ICEWS24681171,"Pro-government forces engaged in a series of fierce clashes with militant groups in al-Mallah Farms, killing a number of the terrorists as they recaptured Asamat area,” the source noted on Sunday.",Use conventional military force,Source: S. Arabia Sends New Weapons to Terrorists in Aleppo,"(2016, 26, 3)",-10,36.2012,37.1612,6,Muhafazat Halab,FARS News Agency,5,Factiva,Syria,Military (Syria),"Military,Government",41540867,Syria,Terrorist (Syria),"Dissident,Rebel",2016
52,Amman,Jordan,2016-06-27,NULL,2016-06-27,ICEWS24681231,The Times and Al Jazeera said the FBI has been investigating the case for months.,Make statement,Jordanian officials sold CIA-supplied weapons to arms dealers: report,"(2016, 26, 3)",0,31.9552,35.945,6,Muhafazat `Amman,Agence France-Presse,5,Factiva,Qatar,Al Jazeera,"Television News,Government,Social,Executive,Information / Communication / Transparency Ministry,News,Media,State Media",41541010,United States,Federal Bureau of Investigation,"Justice / Law Ministry,Executive,Government",2016
65,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681386,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- In a phone call on Sunday 26/6/2016, Foreign Minister Sameh Shoukry congratulated new South Sudanese Foreign Minister Deng Alor on taking office, Spokesman for the Egyptian Foreign Ministry Ahmed Abu Zeid said.",Praise or endorse,Shoukry Greets New South Sudanese Foreign Minister On Post,"(2016, 26, 3)",3.4,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",41541398,South Sudan,Deng Alor Kuol,"Executive,Government,Cabinet,Foreign Ministry,Parties,(National) Major Party",2016
66,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681387,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- In a phone call on Sunday 26/6/2016, Foreign Minister Sameh Shoukry congratulated new South Sudanese Foreign Minister Deng Alor on taking office, Spokesman for the Egyptian Foreign Ministry Ahmed Abu Zeid said.",Discuss by telephone,Shoukry Greets New South Sudanese Foreign Minister On Post,"(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",41541398,South Sudan,Deng Alor Kuol,"Executive,Government,Cabinet,Foreign Ministry,Parties,(National) Major Party",2016
67,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681388,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- In a phone call on Sunday 26/6/2016, Foreign Minister Sameh Shoukry congratulated new South Sudanese Foreign Minister Deng Alor on taking office, Spokesman for the Egyptian Foreign Ministry Ahmed Abu Zeid said.",Discuss by telephone,Shoukry Greets New South Sudanese Foreign Minister On Post,"(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,South Sudan,Deng Alor Kuol,"Executive,Government,Cabinet,Foreign Ministry,Parties,(National) Major Party",41541398,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",2016
68,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681389,Abu Zeid said that Shoukry invited Alor to visit Cairo.,Express intent to meet or negotiate,Shoukry Greets New South Sudanese Foreign Minister On Post,"(2016, 26, 3)",4,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,3,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",41541398,South Sudan,Deng Alor Kuol,"Executive,Government,Cabinet,Foreign Ministry,Parties,(National) Major Party",2016
69,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681390,Abu Zeid said that Shoukry invited Alor to visit Cairo.,Make an appeal or request,Shoukry Greets New South Sudanese Foreign Minister On Post,"(2016, 26, 3)",3,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,3,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",41541398,South Sudan,Deng Alor Kuol,"Executive,Government,Cabinet,Foreign Ministry,Parties,(National) Major Party",2016
70,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681391,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi received on Sunday 26/6/2016 a delegation of the US House of Representatives led by Republican Dana Rohrabacher in the presence of Foreign Minister Sameh Shoukry and the US charge d'affaires in Cairo.",Make a visit,President Sisi Meets U.S House Delegation,"(2016, 26, 3)",1.9,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,1,Factiva,United States,United States House of Representatives,"Government,Lower House,Legislative / Parliamentary",41541400,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",2016
71,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681392,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi received on Sunday 26/6/2016 a delegation of the US House of Representatives led by Republican Dana Rohrabacher in the presence of Foreign Minister Sameh Shoukry and the US charge d'affaires in Cairo.",Host a visit,President Sisi Meets U.S House Delegation,"(2016, 26, 3)",2.8,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",41541400,United States,United States House of Representatives,"Government,Lower House,Legislative / Parliamentary",2016
72,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681393,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi met on Sunday 26/6/2016 with Prime Minister Sherif Ismail and Higher Education and Scientific Research Minister Ashraf el Sheihi.",Consult,"President Sisi Meets With PM, Higher Education Minister","(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Ministry (Egypt),Government,41541402,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",2016
73,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681394,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi met on Sunday 26/6/2016 with Prime Minister Sherif Ismail and Higher Education and Scientific Research Minister Ashraf el Sheihi.",Consult,"President Sisi Meets With PM, Higher Education Minister","(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Sherif Ismail,"Government,Executive Office,Executive,Energy Ministry",41541402,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",2016
74,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681395,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi met on Sunday 26/6/2016 with Prime Minister Sherif Ismail and Higher Education and Scientific Research Minister Ashraf el Sheihi.",Consult,"President Sisi Meets With PM, Higher Education Minister","(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",41541402,Egypt,Ministry (Egypt),Government,2016
75,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681396,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- President Abdel Fattah El Sisi met on Sunday 26/6/2016 with Prime Minister Sherif Ismail and Higher Education and Scientific Research Minister Ashraf el Sheihi.",Consult,"President Sisi Meets With PM, Higher Education Minister","(2016, 26, 3)",1,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Abdel Fattah Al-Sisi,"Government,Executive Office,Sunni,Executive,Elite,International Religious",41541402,Egypt,Sherif Ismail,"Government,Executive Office,Executive,Energy Ministry",2016
76,NULL,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681399,"Jun 27, 2016 (Egypt State Information Service/All Africa Global Media via COMTEX) -- Foreign Minister Sameh Shoukry said on Sunday 26/6/2016 the UK exit from the European Union (EU) would economically affect the Arab region.",Make statement,FM - UK Exit From EU Will Economically Affect Arab Region,"(2016, 26, 3)",0,30.0626,31.2497,6,NULL,All Africa,1,Factiva,Egypt,Sameh Shoukry,"Government,Executive,Foreign Ministry",41541404,United Kingdom,United Kingdom,NULL,2016
77,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681400,"For his part, the Chinese ambassador said that this phase represents a 'golden era' with regard to cooperation between Egypt and China.",Engage in diplomatic cooperation,"Investment Minister, Chinese Ambassador Discuss Joint Projects","(2016, 26, 3)",3.5,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,4,Factiva,China,China,NULL,41541406,Egypt,Egypt,NULL,2016
78,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681401,"For his part, the Chinese ambassador said that this phase represents a 'golden era' with regard to cooperation between Egypt and China.",Engage in diplomatic cooperation,"Investment Minister, Chinese Ambassador Discuss Joint Projects","(2016, 26, 3)",3.5,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,4,Factiva,Egypt,Egypt,NULL,41541406,China,China,NULL,2016
79,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681406,The agreement was signed at a time when Saudi King Salman bin Abdel Aziz was on his first official visit to Cairo in April.,Host a visit,State Lawsuit Authority Appeals Court Decision Annulling Red Sea Islands Agreement,"(2016, 26, 3)",2.8,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,3,Factiva,Egypt,Egypt,NULL,41541418,Saudi Arabia,Royal Administration (Saudi Arabia),Government,2016
80,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681409,The agreement was signed at a time when Saudi King Salman bin Abdel Aziz was on his first official visit to Cairo in April.,Make a visit,State Lawsuit Authority Appeals Court Decision Annulling Red Sea Islands Agreement,"(2016, 26, 3)",1.9,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,3,Factiva,Saudi Arabia,Royal Administration (Saudi Arabia),Government,41541418,Egypt,Egypt,NULL,2016
81,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681407,"Thousands of Egyptians took to the streets in rare protests on April 15 and April 25, amid a police campaign of mass arrests of activists opposed to the islands' transfer.",Demonstrate or rally,State Lawsuit Authority Appeals Court Decision Annulling Red Sea Islands Agreement,"(2016, 26, 3)",-6.5,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,6,Factiva,Egypt,Citizen (Egypt),"General Population / Civilian / Social,Social",41541418,NULL,Unspecified Actor,Unspecified,2016
82,Cairo,Egypt,2016-06-27,NULL,2016-06-27,ICEWS24681408,"Thousands of Egyptians took to the streets in rare protests on April 15 and April 25, amid a police campaign of mass arrests of activists opposed to the islands' transfer.",Criticize or denounce,State Lawsuit Authority Appeals Court Decision Annulling Red Sea Islands Agreement,"(2016, 26, 3)",-2,30.0626,31.2497,6,Muhafazat al Qahirah,All Africa,6,Factiva,Egypt,Activist (Egypt),"Human Rights NGOs,Human Rights IGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International)",41541418,Egypt,Egypt,NULL,2016
83,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681425,Their presence inside Fallujah -- which Iraq announced Sunday was fully under government control -- was opposed by some Sunni politicians.,Criticize or denounce,"Despite fears, Iraq militiamen joined battle inside Fallujah","(2016, 26, 3)",-2,33.3558,43.7861,6,Muhafazat al Anbar,Agence France-Presse,3,Factiva,Iraq,Party Member (Iraq),Parties,41541492,Iraq,Iraq,NULL,2016
84,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681426,"And with Baghdad eyeing Mosul, the next target in its anti-IS campaign, the close cooperation between some militiamen and security forces in Fallujah may help them push for a similar role in the battle for Iraq's last jihadist-held city.",Cooperate militarily,"Despite fears, Iraq militiamen joined battle inside Fallujah","(2016, 26, 3)",7.4,33.3558,43.7861,6,Muhafazat al Anbar,Agence France-Presse,5,Factiva,Iraq,Military Personnel - Special (Iraq),"Military,Government",41541492,Iraq,Militia (Iraq),Unidentified Forces,2016
85,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681427,"And with Baghdad eyeing Mosul, the next target in its anti-IS campaign, the close cooperation between some militiamen and security forces in Fallujah may help them push for a similar role in the battle for Iraq's last jihadist-held city.",Cooperate militarily,"Despite fears, Iraq militiamen joined battle inside Fallujah","(2016, 26, 3)",7.4,33.3558,43.7861,6,Muhafazat al Anbar,Agence France-Presse,5,Factiva,Iraq,Militia (Iraq),Unidentified Forces,41541492,Iraq,Military Personnel - Special (Iraq),"Military,Government",2016
86,Beirut,Lebanon,2016-06-27,NULL,2016-06-27,ICEWS24681437,"At least five people were killed on Monday and 15 others wounded in attacks committed consecutively by four suicide bombers in the northeastern Lebanese village of al-Qaa, near the Syrian border.",Use unconventional violence,"EFE News Briefs for Monday, June 27 (1300 GMT)","(2016, 26, 3)",-9,33.8889,35.4944,6,Beyrouth,EFE News Service,3,Factiva,Lebanon,Armed Gang (Lebanon),Unidentified Forces,41541499,Lebanon,Lebanon,NULL,2016
87,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681470,"Lt. Gen. Abdel Wahab al-Saadi, a special forces commander who led the operation to retake the city, said Monday that the houses were torched by IS militants as they fled.",Make statement,"Dozens of homes burned, looted in Iraqi city freed from IS","(2016, 26, 3)",0,33.3558,43.7861,6,Muhafazat al Anbar,Associated Press Newswires,2,Factiva,Iraq,High Ranking Military Personnel (Iraq),"Military,Government",41541540,Iraq,Militant (Iraq),Unidentified Forces,2016
88,NULL,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681469,"Arsan Majid, an Anbar policeman, says Shiite militiamen operating with the federal police were also looting and burning homes.",Make statement,"Dozens of homes burned, looted in Iraqi city freed from IS","(2016, 26, 3)",0,33,41.75,6,Muhafazat al Anbar,Associated Press Newswires,4,Factiva,Iraq,Police (Iraq),"Police,Government",41541540,Iraq,Militia (Iraq),Unidentified Forces,2016
89,Baghdad,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681468,"Fallujah was the first Iraqi city to fall to IS, in January 2014, and has long been a stronghold of Sunni opposition to the Shiite-led government in Baghdad.",Criticize or denounce,"Dozens of homes burned, looted in Iraqi city freed from IS","(2016, 26, 3)",-2,33.3406,44.4009,6,Muhafazat Baghdad,Associated Press Newswires,6,Factiva,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",41541540,Iraq,Government (Iraq),Government,2016
91,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681622,"The Pentagon on Monday welcomed the recapture of the Iraqi city of Fallujah from the Islamic State group, but warned of widespread booby traps and pockets of remaining jihadist resistance.",Praise or endorse,"Pentagon welcomes Fallujah recapture, looks north to Mosul","(2016, 26, 3)",3.4,33.3558,43.7861,6,Muhafazat al Anbar,Agence France-Presse,1,Factiva,United States,Department of Defense,"Defense / Security Ministry,Government,Executive",41541930,Iraq,Iraq,NULL,2016
92,Al Fallujah,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681621,"Iraqi forces seized the IS group's last positions in Fallujah on Sunday, establishing full control over one of the jihadists' most emblematic bastions after a month-long operation.",Confiscate property,"Pentagon welcomes Fallujah recapture, looks north to Mosul","(2016, 26, 3)",-9.2,33.3558,43.7861,6,Muhafazat al Anbar,Agence France-Presse,2,Factiva,Iraq,Military (Iraq),"Military,Government",41541930,Iraq,Islamic State of Iraq and the Levant,"Sunni,Fundamentalist,International Religious,Dissident,Insurgents,Ideological,Muslim",2016
93,Mosul,Iraq,2016-06-27,NULL,2016-06-27,ICEWS24681641,"Colonel Ahmed al-Saidi, who participated in Monday's advance, said ground forces were moving cautiously to avoid triggering roadside bombs planted by Islamic State.",Make statement,Iraqi army closes in on Islamic State militants near Falluja,"(2016, 26, 3)",0,36.335,43.1189,6,Muhafazat Ninawa,Channel NewsAsia,6,Factiva,Iraq,Military Personnel (Iraq),"Military,Government",41541983,Iraq,Military (Iraq),"Military,Government",2016
