,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
51,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24802795,BAGHDAD (Reuters) - The United Nations said on Monday Iraqi government efforts to speed up execution of Islamic State militants following a Baghdad bomb attack that killed 324 people could result in innocent people being put to death.,Make statement,Rise in Iraqi execution of Islamist militants could bring injustices: U.N.,"(2016, 31, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,NULL,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",41833202,Iraq,Iraq,NULL,2016
52,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24802801,Rebel groups based in eastern Aleppo have been attacking these areas over the past 24 hours as government troops moved to besiege them from the north.,Use unconventional violence,Four people killed as rebels shell Aleppo- Syrian state TV,"(2016, 31, 3)",-9,36.2012,37.1612,8,Muhafazat Halab,BBC Monitoring Newsfile,4,Factiva,Syria,Rebel Group (Syria),"Dissident,Rebel",41833226,Syria,Syria,NULL,2016
53,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24802802,Rebel groups based in eastern Aleppo have been attacking these areas over the past 24 hours as government troops moved to besiege them from the north.,Use conventional military force,Four people killed as rebels shell Aleppo- Syrian state TV,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,BBC Monitoring Newsfile,4,Factiva,Syria,Military (Syria),"Military,Government",41833226,Syria,Rebel Group (Syria),"Dissident,Rebel",2016
60,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24802980,"BAGHDAD, Aug 1 (Reuters) - The United Nations said on Monday Iraqi government efforts to speed up execution of Islamic State militants following a Baghdad bomb attack that killed 324 people could result in innocent people being put to death.",Make statement,Rise in Iraqi execution of Islamist militants could bring injustices - UN,"(2016, 31, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,1,Factiva,NULL,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",41833665,Iraq,Iraq,NULL,2016
61,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24802991,"Their artillery and mortars have been shelling the city’s residential areas and also humanitarian corridors and logistics centers that deliver humanitarian aid to the people of Aleppo,' Borodavkin said.",fight with artillery and tanks,Terrorists respond with atrocities to humanitarian aid to Aleppo - Russian mission,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,4,Factiva,Syria,Terrorist (Jabhat al-Nusra),"Dissident,Radicals / Extremists / Fundamentalists",41833691,Switzerland,Switzerland,NULL,2016
62,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803029,"'The Syrian army with the support of the allies' forces continues its operations against terrorists in many areas of the country, including in Aleppo, and, accordingly, the Russian Aerospace Forces continue supporting our army in the fight against terrorism,' Haddad said.",Praise or endorse,"Syrian army operation against terrorists continues in Aleppo, it is supported by Russian Aerospace Forces - Syrian ambassador in Moscow","(2016, 31, 3)",3.4,36.2012,37.1612,8,Muhafazat Halab,Interfax News Service,3,Factiva,Russian Federation,Military (Russia),"Government,Military",41833781,Syria,Military (Syria),"Government,Military",2016
63,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803069,BAGHDAD: The United Nations said on Monday Iraqi government efforts to speed up execution of Islamic State militants following a Baghdad bomb attack that killed 324 people could result in innocent people being put to death.,Make statement,Rise in Iraqi execution of Islamist militants could bring injustices - UN,"(2016, 31, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,Channel NewsAsia,1,Factiva,NULL,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",41833864,Iraq,Iraq,NULL,2016
64,Cairo,Egypt,2016-08-01,NULL,2016-08-01,ICEWS24803078,"Cairo, Aug 01, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Egypt's finance minister said in a televised interview on Sunday that the country's external debt would reach $53.4 billion if Egypt receives the International Monetary Fund (IMF) loan.",Make statement,Egypt's External Debt to Reach U.S.$53.4 Billion With IMF Loan - Finance Minister,"(2016, 31, 3)",0,30.0626,31.2497,8,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Treasury/Finance Ministry (Egypt),"Government,Executive,Finance / Economy / Commerce / Trade Ministry",41833882,Egypt,Egypt,NULL,2016
76,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803173,"Infighting over anti-corruption measures, which stalled government activity for several months and sparked clashes between protesters and security forces in Baghdad earlier this year, threatens to slow momentum to recapture Mosul and capitalize on battlefield gains against the ultra-hardline militants.",Use tactics of violent repression,Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-9,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Military Personnel - Special (Iraq),"Military,Government",41834092,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",2016
77,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803174,"Infighting over anti-corruption measures, which stalled government activity for several months and sparked clashes between protesters and security forces in Baghdad earlier this year, threatens to slow momentum to recapture Mosul and capitalize on battlefield gains against the ultra-hardline militants.","Protest violently, riot",Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-7.5,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,2,Factiva,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",41834092,Iraq,Military Personnel - Special (Iraq),"Military,Government",2016
78,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803175,"Parliament Speaker Salim al-Jabouri denied charges of corruption made at a closed parliament session by Defence Minister Khaled al-Obeidi, who later said on his official Facebook page that he had details of blackmail relating to weapons contracts.",Deny responsibility,Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-5,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,3,Factiva,Iraq,Salim al-Juburi,"Government,Legislative / Parliamentary",41834092,Iraq,Khaled al-Obeidi,"Defense / Security Ministry,Executive,Government",2016
79,Uwayjah,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803192,"Earlier reports said that Syrian Army's missile and artillery units opened heavy fire at the terrorist groups' concentration centers in Southwestern Aleppo, leaving scores of the militants dead or wounded.",fight with artillery and tanks,Syrian Air Force Turns Aleppo Countryside into Hell for Terrorists,"(2016, 31, 3)",-10,37.0257,41.2561,8,Muhafazat al Hasakah,FARS News Agency,4,Factiva,Syria,Military (Syria),"Government,Military",41834106,Syria,Syria,NULL,2016
80,Homs,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803195,TEHRAN (FNA)- Battlefield sources disclosed that the Syrian army and National Defense Forces (NDF) have repelled an attack by Fath al-Sham Front (The Conquest of Syria Front - newly formed al-Qaeda-affiliated terrorist group previously known as al-Nusra Front) in the city of Homs.,Use conventional military force,"Syrian Army, Popular Forces Fend Off Terrorists' Attack in Homs","(2016, 31, 3)",-10,34.7268,36.7234,8,Muhafazat Hims,FARS News Agency,1,Factiva,Syria,Military (Syria),"Government,Military",41834111,NULL,Terrorist Leader (Al Qaeda),"International Religious,International Radicals / Extremists / Fundamentalists,Sunni,International Insurgents,International Dissident",2016
81,Homs,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803194,"In a relevant development on Sunday, the commander of the so-called revolutionary movement, a terrorist group operating in Eastern Syria, was killed in clashes with the Army in Northern Homs.",Use conventional military force,"Syrian Army, Popular Forces Fend Off Terrorists' Attack in Homs","(2016, 31, 3)",-10,34.7268,36.7234,8,Muhafazat Hims,FARS News Agency,4,Factiva,Syria,Military (Syria),"Government,Military",41834111,NULL,Terrorist Leader (Al Qaeda),"International Religious,International Radicals / Extremists / Fundamentalists,Sunni,International Insurgents,International Dissident",2016
82,Ar Rastan,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803193,Mohammad Rashid Dalla and six of his group members were killed in heavy fighting with the Syrian army soldiers in a region between Deir Foul and al-Rastan.,Use conventional military force,"Syrian Army, Popular Forces Fend Off Terrorists' Attack in Homs","(2016, 31, 3)",-10,34.9265,36.7324,8,Muhafazat Hims,FARS News Agency,5,Factiva,Syria,Military (Syria),"Government,Military",41834111,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2016
83,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803197,At least 12 pick-up vans of the terrorists were destroyed in the Syrian army's attacks near the town of al-Dana.,Use conventional military force,Syrian Air Force Destroys Terrorists' Military Aid Convoys in Idlib-Aleppo Road,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,FARS News Agency,3,Factiva,Syria,Military (Syria),"Government,Military",41834112,Syria,Syria,NULL,2016
84,Damascus,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803196,"'The Russian Air Force launched a number of airstrikes over the key jihadist controlled town of Khan al-Sheih the Western Ghouta in Damascus province, targeting an al-Nusra Front's command center hidden inside a collection of farms.",Employ aerial weapons,Syrian Air Force Destroys Terrorists' Military Aid Convoys in Idlib-Aleppo Road,"(2016, 31, 3)",-10,33.5102,36.2913,8,Dimashq,FARS News Agency,6,Factiva,Russian Federation,Russian Air Force,"Air Force,Government,Military",41834112,Syria,Syria,NULL,2016
85,Al Qadam,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803198,The sources said that the Syrian army became aware of the terrorists' plots and in a preemptive measure deployed its forces in several areas of Bur Saeed and al-Qadam regions.,Mobilize or increase armed forces,ISIL Plot to Rescue Terrorists in Darayya Fails,"(2016, 31, 3)",-7.2,33.4723,36.288,8,Dimashq,FARS News Agency,3,Factiva,Syria,Military (Syria),"Government,Military",41834114,Syria,Syria,NULL,2016
86,Riyadh,Saudi Arabia,2016-08-01,NULL,2016-08-01,ICEWS24803283,Swaraj said the Indian mission in Riyadh has arranged free ration to the stranded workers.,Make statement,India to bring back starving workers from Saudi Arabia,"(2016, 31, 3)",0,24.6877,46.7219,8,Mintaqat ar Riyad,Xinhua News Agency,4,Factiva,India,Sushma Swaraj,"Elite,Legislative / Parliamentary,Executive,Government,Foreign Ministry",41834289,India,India,NULL,2016
87,Riyadh,Saudi Arabia,2016-08-01,NULL,2016-08-01,ICEWS24803282,"Swaraj informed the fellow lawmakers that India's junior minister for Foreign Affairs, V K Singh would travel to Riyadh on Tuesday to sort out the matter and arrange exit documents for the return of stranded workers.",Express intent to meet or negotiate,India to bring back starving workers from Saudi Arabia,"(2016, 31, 3)",4,24.6877,46.7219,8,Mintaqat ar Riyad,Xinhua News Agency,6,Factiva,India,Foreign Affairs (India),"Executive,Government,Foreign Ministry",41834289,Saudi Arabia,Saudi Arabia,NULL,2016
88,NULL,Saudi Arabia,2016-08-01,NULL,2016-08-01,ICEWS24803307,"Recent comments have suggested Ali al-Nimr could be facing imminent execution, while two other men, Dawoud al Marhoon and Abdullah al Zaher — who were 17 and 15 at the time of their arrest — have also been sentenced to death by Saudi officials.",Coerce,UK Urged to Correct Saudi 'Propaganda' Amid Juvenile Execution Fears,"(2016, 31, 3)",-7,24.6877,46.7219,8,NULL,Unknown,3,Factiva,Saudi Arabia,Saudi Arabia,NULL,41834346,Saudi Arabia,Citizen (Saudi Arabia),"Social,General Population / Civilian / Social",2016
89,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803313,The United Nations said on Monday Iraqi government efforts to speed up execution of Islamic State militants following a Baghdad bomb attack that killed 324 people could result in innocent people being put to death.,Make statement,Reuters World News Summary,"(2016, 31, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,Reuters News,6,Factiva,NULL,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",41834374,Iraq,Iraq,NULL,2016
97,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803420,BAGHDAD (AP) — The U.N. says Iraq's attempt to fast-track death sentences handed out by the country's courts will result in greater injustice.,Make statement,UN: accelerated Iraqi death sentences risk greater injustice,"(2016, 31, 3)",0,33.3406,44.4009,8,Muhafazat Baghdad,Associated Press Newswires,1,Factiva,NULL,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",41834645,Iraq,Iraq,NULL,2016
98,Damascus,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803467,"Russia welcomes Ramzy's words in Damascus, in particular, that 'the Syrian delegation is ready to travel to Geneva, to without any preconditions begin the talks and conduct them in a constructive spirit seeking a positive outcome in the political transition in Syria,' he said.",Praise or endorse,Contacts of UN representative in Damascus open new opportunities to convene intra-Syrian talks in Aug - Russian Foreign Ministry,"(2016, 31, 3)",3.4,33.5102,36.2913,8,Dimashq,Interfax News Service,4,Factiva,Russian Federation,Russia,NULL,41834753,NULL,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",2016
99,Damascus,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803468,"Russia welcomes Ramzy's words in Damascus, in particular, that 'the Syrian delegation is ready to travel to Geneva, to without any preconditions begin the talks and conduct them in a constructive spirit seeking a positive outcome in the political transition in Syria,' he said.",Express intent to meet or negotiate,Contacts of UN representative in Damascus open new opportunities to convene intra-Syrian talks in Aug - Russian Foreign Ministry,"(2016, 31, 3)",4,33.5102,36.2913,8,Dimashq,Interfax News Service,4,Factiva,Syria,Syria,NULL,41834753,Switzerland,Switzerland,NULL,2016
100,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803478,"MOSCOW, August 1 (Sputnik) – The Syrian armed forces with the support of Russian combat planes repelled a terrorist offensive near the city of Aleppo, killing over 800 militants and destroying 14 tanks, the Russian General Staff said Monday.",Use conventional military force,Syrian Army With Russian Backing Repel Terrorist Offensive Near Aleppo - Russian Military,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,1,Factiva,Syria,Military (Syria),"Government,Military",41834794,Syria,Syria,NULL,2016
101,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803489,"Infighting over anti-corruption measures, which stalled government activity for several months and sparked clashes between protesters and security forces in Baghdad earlier this year, threatens to slow momentum to recapture Mosul and capitalise on battlefield gains against the ultra-hardline militants.",Use tactics of violent repression,Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-9,33.3406,44.4009,8,Muhafazat Baghdad,Channel NewsAsia,2,Factiva,Iraq,Military Personnel - Special (Iraq),"Government,Military",41834819,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",2016
102,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803490,"Infighting over anti-corruption measures, which stalled government activity for several months and sparked clashes between protesters and security forces in Baghdad earlier this year, threatens to slow momentum to recapture Mosul and capitalise on battlefield gains against the ultra-hardline militants.","Protest violently, riot",Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-7.5,33.3406,44.4009,8,Muhafazat Baghdad,Channel NewsAsia,2,Factiva,Iraq,Protester (Iraq),"Dissident,Protestors / Popular Opposition / Mobs",41834819,Iraq,Military Personnel - Special (Iraq),"Government,Military",2016
103,Baghdad,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803491,"Parliament Speaker Salim al-Jabouri denied charges of corruption made at a closed parliament session by Defence Minister Khaled al-Obeidi, who later said on his official Facebook page that he had details of blackmail relating to weapons contracts.",Deny responsibility,Iraqi PM orders probe into corruption allegations over weapons deals,"(2016, 31, 3)",-5,33.3406,44.4009,8,Muhafazat Baghdad,Channel NewsAsia,3,Factiva,Iraq,Salim al-Juburi,"Government,Legislative / Parliamentary",41834819,Iraq,Khaled al-Obeidi,"Government,Executive,Defense / Security Ministry",2016
113,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803600,"The Russian helicopter was shot down Monday in the Syrian province of Idlib as it returned to the Hmeimim airbase after transporting humanitarian aid to Aleppo, according to the Russian ministry of defense.",Provide humanitarian aid,"Russian helicopter shot down in Syria. crew, passengers confirmed dead","(2016, 31, 3)",7.4,36.2012,37.1612,8,Muhafazat Halab,EFE News Service,3,Factiva,Russian Federation,Police (Russia),"Police,Government",41835173,Syria,Syria,NULL,2016
114,NULL,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803610,"MOSCOW, August 1 (Sputnik) - UN High Commissioner for Human Rights (OHCHR) Zeid Raad Hussein said Monday he was seriously concerned about Iraq's attempts to fast-track implementation of death penalties.",Make pessimistic comment,UN Human Rights Commissioner Concerned About Iraq's Attempts to Accelerate Executions,"(2016, 31, 3)",-0.4,33.3406,44.4009,8,NULL,Unknown,1,Factiva,NULL,Office of the United Nations High Commissioner for Human Rights,"International Government Organization,Global Human Rights IGOs,Global,Global Diplomatic IGOs",41835183,Iraq,Iraq,NULL,2016
115,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803633,"Russian planes actively help Syrian army to repel militant attacks and deliver selective air strikes at militant positions near Aleppo, Sergei Rudskoi, the head of the main operational department of the Russian General Staff, told journalists on Monday.",Employ aerial weapons,Russian planes deliver selective air strikes at militant positions near Aleppo - General Staff,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,1,Factiva,Syria,Military (Syria),"Government,Military",41835237,Syria,Syria,NULL,2016
116,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803634,"They are preventing the local population from leaving the area of hostilities and continue using ordinary people as ‘live shields’,' Rudskoi said.",Impose administrative sanctions,Militants execute four people for attempt to flee Aleppo via humanitarian corridors,"(2016, 31, 3)",-5,36.2012,37.1612,8,Muhafazat Halab,Unknown,3,Factiva,Syria,Insurgent Leader (Syria),"Dissident,Rebel",41835240,Syria,Population (Syria),"General Population / Civilian / Social,Social",2016
117,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803639,Militants shell a district in Aleppo,fight with small arms and light weapons,"Militants Shell University in Aleppo, 13 Students Injured","(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,1,Factiva,Syria,Militant (Syria),Unidentified Forces,41835256,Syria,Syria,NULL,2016
118,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803642,"The Syrian armed forces with the support of Russian combat planes repelled a terrorist offensive near the city of Aleppo, killing over 800 militants and destroying 14 tanks, Rudskoy added.",Use conventional military force,Russian Aerospace Forces Actively Support Syrian Army in Repelling Attacks,"(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,4,Factiva,Syria,Military (Syria),"Government,Military",41835259,Syria,Syria,NULL,2016
119,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803643,Militants shell a district in Aleppo,fight with small arms and light weapons,"Daesh, al-Nusra Front Commit Over 100 Terrorist Acts Near Aleppo in 2 Months","(2016, 31, 3)",-10,36.2012,37.1612,8,Muhafazat Halab,Unknown,1,Factiva,Syria,Militant (Syria),Unidentified Forces,41835261,Syria,Syria,NULL,2016
120,Aleppo,Syria,2016-08-01,NULL,2016-08-01,ICEWS24803649,He said a separate corridor for militants wishing to give up was formed in northern Aleppo.,Make statement,"Russia Opens Seven Civilian, Militant Corridors in Syria's Aleppo","(2016, 31, 3)",0,36.2012,37.1612,8,Muhafazat Halab,Unknown,5,Factiva,Syria,High Ranking Military Personnel (Syria),"Government,Military",41835264,Syria,Syria,NULL,2016
139,NULL,Iraq,2016-08-01,NULL,2016-08-01,ICEWS24803737,"Iraqi Defence Minister Khalid al-Obeidi accused the parliament speaker and several lawmakers of corruption on Monday, prompting the prime minister to order an investigation.","Accuse of crime, corruption",Iraq minister accuses parliament speaker of corruption,"(2016, 31, 3)",-2,33.3406,44.4009,8,NULL,Agence France-Presse,1,Factiva,Iraq,Defense / Security Ministry (Iraq),"Government,Defense / Security Ministry,Executive",41835586,Iraq,Lawmaker (Iraq),"Government,Legislative / Parliamentary",2016
