,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
34,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231107,"In a relevant development on Sunday, the Iraqi army and volunteer forces (Hashd al-Shaabi forces) repelled the ISIL's attacks on several villages in the Western part of Baghdad.",Use conventional military force,EXCLUSIVE: Iraqi Forces Take Upper-Hand against ISIL Militants in Salahuddin Province,"(2016, 9, 3)",-10,33.3406,44.4009,2,Muhafazat Baghdad,FARS News Agency,5,Factiva,Iraq,Military (Iraq),"Military,Government",40471455,Iraq,Iraq,NULL,2016
35,Mosul,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231114,"In a relevant development on Sunday, the Iraqi air force pounded the Takfiri terrorists' positions in the city of Mosul in Nineveh province, killing scores of ISIL militants, including a senior commander and his deputies.",Use conventional military force,ISIL Executes 35 Iraqi Citizens in Mosul City,"(2016, 9, 3)",-10,36.335,43.1189,2,Muhafazat Ninawa,FARS News Agency,3,Factiva,Iraq,Iraqi Air Force,"Military,Air Force,Government",40471456,Iraq,Militant (Islamic State of Iraq and the Levant),"Sunni,Ideological,Fundamentalist,International Religious,Dissident,Muslim,Insurgents",2016
36,Mosul,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231113,The ISIL's commander in charge of bombings and explosives together with four of his deputies were killed in the Iraqi airstrikes on the Takfiri group's military positions in Mosul city.,Employ aerial weapons,ISIL Executes 35 Iraqi Citizens in Mosul City,"(2016, 9, 3)",-10,36.335,43.1189,2,Muhafazat Ninawa,FARS News Agency,4,Factiva,Iraq,Iraq,NULL,40471456,Iraq,Islamic State of Iraq and the Levant,"Sunni,Ideological,Fundamentalist,International Religious,Dissident,Muslim,Insurgents",2016
37,Mosul,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231112,"Meantime, 50 other ISIL militants were also killed in the Iraqi warplanes' raids on their positions.",Employ aerial weapons,ISIL Executes 35 Iraqi Citizens in Mosul City,"(2016, 9, 3)",-10,36.335,43.1189,2,Muhafazat Ninawa,FARS News Agency,5,Factiva,Iraq,Iraq,NULL,40471456,Iraq,Militant (Islamic State of Iraq and the Levant),"Sunni,Ideological,Fundamentalist,International Religious,Dissident,Muslim,Insurgents",2016
38,Riyadh,Saudi Arabia,2016-02-29,NULL,2016-02-29,ICEWS24231141,"The Indian prime minister's visit to Riyadh assumes significance, given the current geo-political situation in the Middle East amid strained relations between the Gulf kingdom and Iran, another strategically important country for India.",Host a visit,Indian PM to embark on three-nation visit March end,"(2016, 9, 3)",2.8,24.6877,46.7219,2,Mintaqat ar Riyad,PNA (Philippines News Agency),6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40471495,India,Head of Government (India),"Executive Office,Executive,Government",2016
39,Riyadh,Saudi Arabia,2016-02-29,NULL,2016-02-29,ICEWS24231142,"The Indian prime minister's visit to Riyadh assumes significance, given the current geo-political situation in the Middle East amid strained relations between the Gulf kingdom and Iran, another strategically important country for India.",Make a visit,Indian PM to embark on three-nation visit March end,"(2016, 9, 3)",1.9,24.6877,46.7219,2,Mintaqat ar Riyad,PNA (Philippines News Agency),6,Factiva,India,Head of Government (India),"Executive Office,Executive,Government",40471495,Saudi Arabia,Saudi Arabia,NULL,2016
50,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231343,"BEIRUT, Feb 29 (Reuters) - The Syrian government accused Saudi Arabia's foreign minister on Monday of trying to undermine a fragile cessation of hostilities agreement by saying there would be a 'plan B' if it failed.",Accuse,UPDATE 1-Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,2,Factiva,Syria,Government (Syria),Government,40471908,Saudi Arabia,Foreign Affairs (Saudi Arabia),"Foreign Ministry,Executive,Government",2016
51,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231341,"Jubeir said on Sunday that Syria's government and its ally Russia had violated the truce, and that there would be an alternate plan if it became clear Damascus and its allies were not serious about the ceasefire.",Accuse of aggression,UPDATE 1-Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,3,Factiva,Saudi Arabia,Adel al-Jubeir,"Foreign Ministry,Executive,Government",40471908,Syria,Syria,NULL,2016
52,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231342,"Jubeir said on Sunday that Syria's government and its ally Russia had violated the truce, and that there would be an alternate plan if it became clear Damascus and its allies were not serious about the ceasefire.",Accuse of aggression,UPDATE 1-Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,3,Factiva,Saudi Arabia,Adel al-Jubeir,"Foreign Ministry,Executive,Government",40471908,Syria,Government (Syria),Government,2016
53,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231350,"Aid workers on Monday began carrying out the first delivery of humanitarian assistance to Syrians since a landmark truce came into effect at the weekend, the Syrian Arab Red Crescent said.",Provide humanitarian aid,First UN aid delivery in Syria since start of truce: Red Crescent,"(2016, 9, 3)",7.4,33.5102,36.2913,2,Dimashq,Agence France-Presse,1,Factiva,Syria,Employee (Syria),"Social,Labor",40471936,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2016
54,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231355,Russia and the United States reached an agreement on the ceasefire in Syria on February 22.,Sign formal agreement,"Moscow Notes Large Amount of Information Distortion, Attempts to Disrupt Syrian Truce","(2016, 9, 3)",8,33.5102,36.2913,2,Dimashq,Unknown,6,Factiva,United States,United States,NULL,40471957,Russian Federation,Russia,NULL,2016
55,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231356,Russia and the United States reached an agreement on the ceasefire in Syria on February 22.,Sign formal agreement,"Moscow Notes Large Amount of Information Distortion, Attempts to Disrupt Syrian Truce","(2016, 9, 3)",8,33.5102,36.2913,2,Dimashq,Unknown,6,Factiva,Russian Federation,Russia,NULL,40471957,United States,United States,NULL,2016
56,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231430,BEIRUT (Reuters) - The Syrian government accused Saudi Arabia's foreign minister on Monday of trying to undermine a fragile cessation of hostilities agreement by saying there would be a 'plan B' if it failed.,Accuse,Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,1,Factiva,Syria,Government (Syria),Government,40472115,Saudi Arabia,Foreign Affairs (Saudi Arabia),"Foreign Ministry,Executive,Government",2016
57,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231428,"Jubeir said on Sunday that Syria's government and its ally Russia had violated the truce, and that there would be an alternate plan if it became clear Damascus and its allies were not serious about the ceasefire.",Accuse of aggression,Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,2,Factiva,Saudi Arabia,Adel al-Jubeir,"Foreign Ministry,Executive,Government",40472115,Syria,Syria,NULL,2016
58,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231429,"Jubeir said on Sunday that Syria's government and its ally Russia had violated the truce, and that there would be an alternate plan if it became clear Damascus and its allies were not serious about the ceasefire.",Accuse of aggression,Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",-2,33.5102,36.2913,2,Dimashq,Reuters News,2,Factiva,Saudi Arabia,Adel al-Jubeir,"Foreign Ministry,Executive,Government",40472115,Syria,Government (Syria),Government,2016
59,NULL,Saudi Arabia,2016-02-29,NULL,2016-02-29,ICEWS24231431,"Saudi Arabia supports insurgents fighting against Syrian President Bashar al-Assad, and backs the main Syrian opposition body.",Praise or endorse,Syria accuses Saudi foreign minister of trying to thwart truce,"(2016, 9, 3)",3.4,24.6877,46.7219,2,NULL,Reuters News,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40472115,Syria,Syria,NULL,2016
60,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231442,"BAGHDAD — A twin suicide bombing claimed by Islamic State killed 70 people in a Shiite district of Baghdad yesterday in the deadliest attack inside the capital this year, as militants launched an assault on its western outskirts.",Use unconventional violence,World in brief,"(2016, 9, 3)",-9,33.3406,44.4009,2,Muhafazat Baghdad,Unknown,2,Factiva,Iraq,Militant (Iraq),Unidentified Forces,40472151,Iraq,Iraq,NULL,2016
61,Sadr City,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231443,"Police sources said the suicide bombers were riding motorcycles and blew themselves up in a crowded mobile phone market in Sadr City, wounding more than 100 people in addition to the dead.",Carry out suicide bombing,World in brief,"(2016, 9, 3)",-10,33.3889,44.4583,2,Muhafazat Baghdad,Unknown,3,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40472151,Iraq,Iraq,NULL,2016
66,Al Miqdadiyah,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231608,"'Some 40 people were killed and dozens others injured when a suicide bomber blew himself up in a mourning ceremony in Al-Miqdadiyah' district of Diyala Province, east of Baghdad, pro-Shi'i Al-Ittijah TV reported in an urgent screen caption at 1442gmt on 25 February.",Carry out suicide bombing,"Suicide bomb attack kills 40 Iraqis, injures dozens - TV","(2016, 9, 3)",-10,33.9786,44.9369,2,Muhafazat Diyala,BBC Monitoring Newsfile,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40472440,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
67,Al Miqdadiyah,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231609,"'Some 40 people were killed and dozens others injured when a suicide bomber blew himself up in a mourning ceremony in Al-Miqdadiyah' district of Diyala Province, east of Baghdad, pro-Shi'i Al-Ittijah TV reported in an urgent screen caption at 1442gmt on 25 February.","Conduct suicide, car, or other non-military bombing","Suicide bomb attack kills 40 Iraqis, injures dozens - TV","(2016, 9, 3)",-10,33.9786,44.9369,2,Muhafazat Diyala,BBC Monitoring Newsfile,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40472440,Iraq,Iraq,NULL,2016
68,NULL,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231611,"Syria's opposition High Negotiations Committee (HNC) has deplored the partial ceasefire's violations by the 'Russians, Iranians and the Syrian government'.",Criticize or denounce,"Syrian opposition deplores truce 'breach', asks UN to demarcate ceasefire areas","(2016, 9, 3)",-2,33.5102,36.2913,2,NULL,BBC Monitoring Middle East,1,Factiva,Syria,Syria,NULL,40472441,Iran,Citizen (Iran),"Social,General Population / Civilian / Social",2016
69,NULL,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231612,"Syria's opposition High Negotiations Committee (HNC) has deplored the partial ceasefire's violations by the 'Russians, Iranians and the Syrian government'.",Criticize or denounce,"Syrian opposition deplores truce 'breach', asks UN to demarcate ceasefire areas","(2016, 9, 3)",-2,33.5102,36.2913,2,NULL,BBC Monitoring Middle East,1,Factiva,Syria,Syria,NULL,40472441,Russian Federation,Citizen (Russia),"Social,General Population / Civilian / Social",2016
70,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231624,Russia and the United States reached an agreement on the ceasefire in Syria on February 22.,Sign formal agreement,"UN Acknowledges Russian, US Assistance in Providing Access for Humanitarian Aid","(2016, 9, 3)",8,33.5102,36.2913,2,Dimashq,Unknown,6,Factiva,United States,United States,NULL,40472463,Russian Federation,Russia,NULL,2016
71,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231625,Russia and the United States reached an agreement on the ceasefire in Syria on February 22.,Sign formal agreement,"UN Acknowledges Russian, US Assistance in Providing Access for Humanitarian Aid","(2016, 9, 3)",8,33.5102,36.2913,2,Dimashq,Unknown,6,Factiva,Russian Federation,Russia,NULL,40472463,United States,United States,NULL,2016
72,Aleppo,Syria,2016-02-29,NULL,2016-02-29,ICEWS24231626,"He has allied with the Russian Air Force, which has taken out more hospitals and schools than combatants and killed more civilians in January alone than IS did.",Engage in diplomatic cooperation,Assad: a monster and dictator but he's the best option for peace,"(2016, 9, 3)",3.5,36.2012,37.1612,2,Muhafazat Halab,London Evening Standard,6,Factiva,Syria,Bashar al-Assad,"International Religious,Ideological,Executive Office,Executive,Shia,National Ethnic,Far Right,National Religious,Parties,National Ethnic Minority,(National) Major Party,Religious Minority,Government,Social",40472467,Russian Federation,Russian Air Force,"Air Force,Government,Military",2016
75,Al Miqdadiyah,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231810,"Local security officials say a senior local leader of Asaib Ahl al-Haq, a powerful Shiite militia, was killed in the attack in Muqdadiyah, about 60 miles (90 kilometers) north of the capital.",Make statement,Suicide bombing at Iraqi funeral kills at least 25,"(2016, 9, 3)",0,33.9786,44.9369,2,Muhafazat Diyala,Associated Press Newswires,2,Factiva,Iraq,Police (Iraq),"Government,Police",40472884,Iraq,Asa'ib Ahl al-Haq,"Dissident,Insurgents,International Religious,Fundamentalist,Ideological,Shia",2016
76,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231809,A bombing at a Baghdad market on Sunday by the Islamic State group killed 73 people.,"Conduct suicide, car, or other non-military bombing",Suicide bombing at Iraqi funeral kills at least 25,"(2016, 9, 3)",-10,33.3406,44.4009,2,Muhafazat Baghdad,Associated Press Newswires,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Dissident,Insurgents,Sunni,International Religious,Fundamentalist,Muslim,Ideological",40472884,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
77,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231823,"Isis militants killed dozens of people in two major attacks on Baghdad yesterday, bombing a market and assaulting security forces on the city's outskirts in a demonstration of the group's ability to disrupt the Iraqi capital even as it loses ground.","Protest violently, riot",Attacks sign of Isis threat to Baghdad,"(2016, 9, 3)",-7.5,33.3406,44.4009,2,Muhafazat Baghdad,New Zealand Herald,1,Factiva,Iraq,Militant (Iraq),Unidentified Forces,40472911,Iraq,Military Personnel - Special (Iraq),"Military,Government",2016
78,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231824,"Isis militants killed dozens of people in two major attacks on Baghdad yesterday, bombing a market and assaulting security forces on the city's outskirts in a demonstration of the group's ability to disrupt the Iraqi capital even as it loses ground.",Use unconventional violence,Attacks sign of Isis threat to Baghdad,"(2016, 9, 3)",-9,33.3406,44.4009,2,Muhafazat Baghdad,New Zealand Herald,1,Factiva,Iraq,Militant (Iraq),Unidentified Forces,40472911,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
79,Abu Ghurayb,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231822,"Six car bombs were used in the early-morning attack on Abu Ghraib, a neighbourhood on the city's western edge where the militants seized a grain silo, Iraq's Ministry of Defence said.",Occupy territory,Attacks sign of Isis threat to Baghdad,"(2016, 9, 3)",-9.5,33.307,44.1869,2,Muhafazat Baghdad,New Zealand Herald,2,Factiva,Iraq,Militant (Iraq),Unidentified Forces,40472911,Iraq,Iraq,NULL,2016
80,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231856,"A suicide bomber killed at least 20 people when he detonated an explosive belt at a funeral northeast of the Iraqi capital on Monday, security officials said.",Carry out suicide bombing,Suicide bomber 'kills at least 20' at funeral in Iraq,"(2016, 9, 3)",-10,33.3406,44.4009,2,Muhafazat Baghdad,Agence France-Presse,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40472977,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
81,Al Miqdadiyah,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231878,"'Some 40 people were killed and dozens others injured when a suicide bomber blew himself up in a mourning ceremony in Al-Miqdadiyah' district of Diyala Province, east of Baghdad, pro-Shi'i Al-Ittijah TV reported in an urgent screen caption at 1442gmt on 29 February.",Carry out suicide bombing,"(Corr) Suicide bomb attack kills 40 Iraqis, injures dozens - TV","(2016, 9, 3)",-10,33.9786,44.9369,2,Muhafazat Diyala,BBC Monitoring Newsfile,2,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40473024,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
82,Al Miqdadiyah,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231879,"'Some 40 people were killed and dozens others injured when a suicide bomber blew himself up in a mourning ceremony in Al-Miqdadiyah' district of Diyala Province, east of Baghdad, pro-Shi'i Al-Ittijah TV reported in an urgent screen caption at 1442gmt on 29 February.","Conduct suicide, car, or other non-military bombing","(Corr) Suicide bomb attack kills 40 Iraqis, injures dozens - TV","(2016, 9, 3)",-10,33.9786,44.9369,2,Muhafazat Diyala,BBC Monitoring Newsfile,2,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40473024,Iraq,Iraq,NULL,2016
83,Tigris River,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24231915,Iraqi Prime Minister Haider al-Abadi asked Mosul residents along the Tigris river to move at least six kilometers (3.7 miles) away from its banks in a statement released Sunday night.,Make an appeal or request,Iraq and US warn Mosul residents of possible dam collapse,"(2016, 9, 3)",3,30.5906,47.7691,2,Muhafazat al Basrah,Associated Press Newswires,2,Factiva,Iraq,Haider Al-Abadi,"Lower House,Government,Shia,Legislative / Parliamentary,(National) Major Party,Executive,Parties,Fundamentalist,International Religious,Ideological,Executive Office,Muslim",40473100,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
84,NULL,Saudi Arabia,2016-02-29,NULL,2016-02-29,ICEWS24231942,"The statement said that Fayose had failed woefully on his attempt to whip up religious sentiment, saying even a 10-year-old Nigerian child knew the reason for Buhari's visit to Saudi Arabia.",Host a visit,"Ekiti APC, NUREC Condemn Fayose's Outburst Against Buhari","(2016, 9, 3)",2.8,24.6877,46.7219,2,NULL,All Africa,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,40473157,Nigeria,Muhammadu Buhari,"Executive,Executive Office,(National) Minor Party,International Ethnic,Far Right,(National) Major Party,Parties,Fulani / Fulbe,Government,International Religious,Ideological,Center Left,Elite,Muslim",2016
85,NULL,Saudi Arabia,2016-02-29,NULL,2016-02-29,ICEWS24231943,"The statement said that Fayose had failed woefully on his attempt to whip up religious sentiment, saying even a 10-year-old Nigerian child knew the reason for Buhari's visit to Saudi Arabia.",Make a visit,"Ekiti APC, NUREC Condemn Fayose's Outburst Against Buhari","(2016, 9, 3)",1.9,24.6877,46.7219,2,NULL,All Africa,6,Factiva,Nigeria,Muhammadu Buhari,"Executive,Executive Office,(National) Minor Party,International Ethnic,Far Right,(National) Major Party,Parties,Fulani / Fulbe,Government,International Religious,Ideological,Center Left,Elite,Muslim",40473157,Saudi Arabia,Saudi Arabia,NULL,2016
92,Mosul,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24232027,He mentioned providing more logistics support for Iraqi combat forces and helping put up temporary bridges that allow Iraqi assault forces to move into the city.,Provide military aid,"US will expand, improve support for Iraq's Mosul operation","(2016, 9, 3)",8.3,36.335,43.1189,2,Muhafazat Ninawa,Associated Press Newswires,3,Factiva,United States,Ash Carter,"Defense / Security Ministry,Executive,Government",40473286,Iraq,Military (Iraq),"Military,Government",2016
93,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24232033,"A suicide bomber detonated an explosive belt at a Shiite funeral northeast of Baghdad on Monday, killing at least 20 people, among them a militia commander, officials said.",Carry out suicide bombing,Suicide bomber kills at least 20 at Iraq Shiite funeral,"(2016, 9, 3)",-10,33.3406,44.4009,2,Muhafazat Baghdad,Agence France-Presse,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40473296,Iraq,Citizen (Iraq),"Social,General Population / Civilian / Social",2016
94,Baghdad,Iraq,2016-02-29,NULL,2016-02-29,ICEWS24232040,"MOSCOW, February 29 (Sputnik) - Moscow condemns the recent double terrorist attack in Iraq's capital Baghdad, which confirms the urgency of a decisive fight against international terrorism, the Russian Foreign Ministry said Monday.",Rally support on behalf of,Baghdad Attacks Confirm Need for Decisive Fight Against Terrorism - Moscow,"(2016, 9, 3)",3.8,33.3406,44.4009,2,Muhafazat Baghdad,Unknown,1,Factiva,Russian Federation,Russia,NULL,40473307,Iraq,Iraq,NULL,2016
95,Aleppo,Syria,2016-02-29,NULL,2016-02-29,ICEWS24232060,"BEIRUT, February 29 (Sputnik) - Troops loyal to the Syrian government killed over 100 Islamic State (IS) militants in a week of fighting for a strategic Aleppo highway, a Syrian military source told RIA Novosti on Monday.",Use conventional military force,Syrian Army Kills 100 IS Terrorists in Fight for Strategic Aleppo Highway – Source,"(2016, 9, 3)",-10,36.2012,37.1612,2,Muhafazat Halab,Unknown,1,Factiva,Syria,Military (Syria),"Military,Government",40473369,Syria,Militant (Syria),Unidentified Forces,2016
96,Damascus,Syria,2016-02-29,NULL,2016-02-29,ICEWS24232058,The Syrian army continued battling radical Islamist groups on Monday to capitalize on a lull in fighting with opposition forces.,Use unconventional violence,Syrian Army Kills 100 IS Terrorists in Fight for Strategic Aleppo Highway – Source,"(2016, 9, 3)",-9,33.5102,36.2913,2,Dimashq,Unknown,5,Factiva,Syria,Islamic Extremist Group (Syria),"Dissident,International Religious,Muslim,Rebel",40473369,Syria,Military (Syria),"Military,Government",2016
