,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
510,NULL,Syria,2016-03-01,NULL,2016-03-01,ICEWS24236881,"'The United Nations Special Envoy for Syria, Mr. Staffan de Mistura, today announced that intra-Syrian peace talks will resume in the afternoon of 9 March 2016,' the statement reads.",Make statement,Intra-Syrian Peace Talks to Resume March 9 – UN Syria Envoy,"(2016, 9, 3)",0,33.5102,36.2913,3,NULL,Unknown,2,Factiva,NULL,Staffan de Mistura,"International Government Organization,Global,Global Diplomatic IGOs",40484325,Syria,Syria,NULL,2016
511,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24236794,"Riyadh's deployment of four F-15E Strike Eagle fighter-bombers joins US, German and Qatari aircraft taking part in the anti-Daesh airstrikes in Iraq and Syria.",Employ aerial weapons,Saudi Jets to Launch Missions From Turkish Airbase Upon US Order - Riyadh,"(2016, 9, 3)",-10,24.6877,46.7219,3,Mintaqat ar Riyad,Unknown,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484510,Iraq,Iraq,NULL,2016
512,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24236795,"Riyadh's deployment of four F-15E Strike Eagle fighter-bombers joins US, German and Qatari aircraft taking part in the anti-Daesh airstrikes in Iraq and Syria.",Employ aerial weapons,Saudi Jets to Launch Missions From Turkish Airbase Upon US Order - Riyadh,"(2016, 9, 3)",-10,24.6877,46.7219,3,Mintaqat ar Riyad,Unknown,6,Factiva,Iraq,Islamic State of Iraq and the Levant,"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484510,Syria,Syria,NULL,2016
513,Al Fallujah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236765,"Two consecutive suicide bombers from the Islamic State of Iraq and the Levant (ISIL) group killed at least 25 Iraqi soldiers and popular mobilisation force fighters when they targeted their convoy in the village of Jumailah in northern Fallujah, military sources told Al Jazeera.",Carry out suicide bombing,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-10,33.3558,43.7861,3,Muhafazat al Anbar,Al Jazeera English,3,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Military (Iraq),"Government,Military",2016
514,Al Fallujah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236766,"Two consecutive suicide bombers from the Islamic State of Iraq and the Levant (ISIL) group killed at least 25 Iraqi soldiers and popular mobilisation force fighters when they targeted their convoy in the village of Jumailah in northern Fallujah, military sources told Al Jazeera.",Carry out suicide bombing,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-10,33.3558,43.7861,3,Muhafazat al Anbar,Al Jazeera English,3,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Combatant (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",2016
515,Al Fallujah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236769,"Two consecutive suicide bombers from the Islamic State of Iraq and the Levant (ISIL) group killed at least 25 Iraqi soldiers and popular mobilisation force fighters when they targeted their convoy in the village of Jumailah in northern Fallujah, military sources told Al Jazeera.",Use conventional military force,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-10,33.3558,43.7861,3,Muhafazat al Anbar,Al Jazeera English,3,Factiva,Iraq,Military (Iraq),"Government,Military",40484578,Iraq,Combatant (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",2016
516,Baghdad,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236767,"Tueday's bombings came a day after four ISIL suicide bombers infiltrated an army headquarters west of Baghdad, detonating their explosives and killing an Iraqi general and five soldiers, according to police and army officials.",Carry out suicide bombing,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-10,33.3406,44.4009,3,Muhafazat Baghdad,Al Jazeera English,4,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
517,Baghdad,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236768,"Tueday's bombings came a day after four ISIL suicide bombers infiltrated an army headquarters west of Baghdad, detonating their explosives and killing an Iraqi general and five soldiers, according to police and army officials.",Carry out suicide bombing,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-10,33.3406,44.4009,3,Muhafazat Baghdad,Al Jazeera English,4,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Military (Iraq),"Government,Military",2016
518,Hadithah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236770,"Late on Monday night, those bombers struck a regimental headquarters in the Haditha area of Anbar province, killing Staff Brigadier General Ali Aboud, Lieutenant Colonel Farhan Ibrahim and four others, the sources said.",Use unconventional violence,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-9,34.1348,42.3772,3,Muhafazat al Anbar,Al Jazeera English,5,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,High Ranking Military Personnel (Iraq),"Government,Military",2016
519,Hadithah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236771,"Late on Monday night, those bombers struck a regimental headquarters in the Haditha area of Anbar province, killing Staff Brigadier General Ali Aboud, Lieutenant Colonel Farhan Ibrahim and four others, the sources said.",Use unconventional violence,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-9,34.1348,42.3772,3,Muhafazat al Anbar,Al Jazeera English,5,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Military Personnel (Iraq),"Government,Military",2016
520,Hadithah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24236772,"Late on Monday night, those bombers struck a regimental headquarters in the Haditha area of Anbar province, killing Staff Brigadier General Ali Aboud, Lieutenant Colonel Farhan Ibrahim and four others, the sources said.",Use unconventional violence,ISIL suicide bombers kill dozens of Iraqi soldiers,"(2016, 9, 3)",-9,34.1348,42.3772,3,Muhafazat al Anbar,Al Jazeera English,5,Factiva,Iraq,Armed Gang (Islamic State of Iraq and the Levant),"Muslim,Insurgents,Dissident,Ideological,Fundamentalist,International Religious,Sunni",40484578,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2016
521,Hadithah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237069,The official said that the attackers blew themselves up in two separate barracks.,Carry out suicide bombing,At least 40 soldiers die in suicide attack in western Iraq,"(2016, 9, 3)",-10,34.1348,42.3772,3,Muhafazat al Anbar,EFE News Service,3,Factiva,Iraq,Attacker (Iraq),"Criminals / Gangs,Dissident",40484786,Iraq,Iraq,NULL,2016
522,Baghdad,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237070,"The dead also included five security officers and 33 soldiers, the security official said, noting that heavy clashes erupted between security forces and jihadists from the Islamic State, or IS, group.",Use conventional military force,At least 40 soldiers die in suicide attack in western Iraq,"(2016, 9, 3)",-10,33.3406,44.4009,3,Muhafazat Baghdad,EFE News Service,5,Factiva,Iraq,Military Personnel - Special (Iraq),"Military,Government",40484786,Iraq,Islamic State of Iraq and the Levant,"Muslim,Ideological,Insurgents,Dissident,Fundamentalist,International Religious,Sunni",2016
523,Baghdad,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237071,"The dead also included five security officers and 33 soldiers, the security official said, noting that heavy clashes erupted between security forces and jihadists from the Islamic State, or IS, group.",Use conventional military force,At least 40 soldiers die in suicide attack in western Iraq,"(2016, 9, 3)",-10,33.3406,44.4009,3,Muhafazat Baghdad,EFE News Service,5,Factiva,Iraq,Islamic State of Iraq and the Levant,"Muslim,Ideological,Insurgents,Dissident,Fundamentalist,International Religious,Sunni",40484786,Iraq,Military Personnel - Special (Iraq),"Military,Government",2016
524,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24236975,"MANILA/RIYADH (Reuters) - A gunman shot and wounded a prominent Saudi Arabian cleric who was on an Islamic State hit list after he gave a speech to fellow Muslim preachers in a city in southern Philippines on Tuesday evening, local police said.",Use unconventional violence,Prominent Saudi cleric injured in Philippines shooting,"(2016, 9, 3)",-9,24.6877,46.7219,3,Mintaqat ar Riyad,Reuters News,1,Factiva,Philippines,Armed Gang (Philippines),Unidentified Forces,40484800,Saudi Arabia,Cleric (Saudi Arabia),"Social,National Religious",2016
544,Sadr City,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237106,"'Iraqis must deny the terrorists space for achieving their objective to undermine the unity of Iraq and its people,' Kubis said, calling on 'the government of Iraq to make sure that the perpetrators of these crimes are swiftly brought to justice.'",Make an appeal or request,670 people killed in violence across Iraq in February: UN,"(2016, 9, 3)",3,33.3889,44.4583,3,Muhafazat Baghdad,Trend News Agency (Azerbaijan),5,Factiva,Slovakia,Ján Kubis,NULL,40485207,Iraq,Government (Iraq),Government,2016
545,Damascus,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237162,The militants formerly fighting in the Damascus province's al-Ghadam region surrendered to the Syrian government as the forces loyal to the Syrian President Bashar Assad continue gaining ground across the country.,Retreat or surrender militarily,80 Militants Surrender to Syrian Authorities in Damascus,"(2016, 9, 3)",10,33.5102,36.2913,3,Dimashq,FARS News Agency,2,Factiva,Syria,Militant (Syria),Unidentified Forces,40485225,Syria,Government (Syria),Government,2016
546,Damascus,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237163,"Reports said also that the Syrian army continued to advance against the militant groups, mainly the al-Nusra Front, and seized back more lands in the Eastern part of Damascus province known as Eastern Ghouta.",Occupy territory,80 Militants Surrender to Syrian Authorities in Damascus,"(2016, 9, 3)",-9.5,33.5102,36.2913,3,Dimashq,FARS News Agency,5,Factiva,Syria,Military (Syria),"Government,Military",40485225,Syria,Syria,NULL,2016
547,Samarra',Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237228,The Iraqi forces destroyed ISIL's defense lines as they are advancing towards Samarra region in the Western part of Salahuddin province.,Use conventional military force,ISIL Sustains Heavy Losses in Samarra Region,"(2016, 9, 3)",-10,34.1966,43.8739,3,Muhafazat Salah ad Din,FARS News Agency,2,Factiva,Iraq,Military (Iraq),"Government,Military",40485227,Iraq,Iraq,NULL,2016
548,Raqqa,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237177,They also said that gaps between 75 ISIL members from the Netherlands and the ISIL leaders in Raqqa city have 'widened badly'.,Make statement,ISIL Executes Own Dutch Militants in Raqqa,"(2016, 9, 3)",0,35.9528,39.0079,3,Ar Raqqah,FARS News Agency,3,Factiva,Syria,Activist (Syria),"Human Rights NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International),Human Rights IGOs",40485228,Iraq,Islamic State of Iraq and the Levant,"Ideological,Muslim,Dissident,Insurgents,Sunni,Fundamentalist,International Religious",2016
549,Damascus,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237199,"Speaking of Russia's six-month air campaign in support of Assad, and the Syrian leader's use of barrel bombs in civilian areas, Breedlove said Moscow and Damascus are deliberately fueling the mass displacement of Syrians.",Make statement,"NATO commander says Russia, Syria using migrant crisis as weapon","(2016, 9, 3)",0,33.5102,36.2913,3,Dimashq,Agence France-Presse,4,Factiva,United States,Philip Breedlove,"Government,Military",40485267,Syria,Syria,NULL,2016
550,NULL,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237232,"Since an agreement to halt nearly five years of fighting came into force on Saturday, the Syrian government and the opposition have accused each other of violating the deal although international observers have reported a decline in violence.",Accuse,UPDATE 1-EXCLUSIVE-U.N. to hold next round of Syria talks on March 9,"(2016, 9, 3)",-2,33.5102,36.2913,3,NULL,Reuters News,6,Factiva,Syria,Government (Syria),Government,40485396,Syria,People Associated with the Opposition (Syria),"Dissident,Protestors / Popular Opposition / Mobs",2016
551,NULL,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237233,"Since an agreement to halt nearly five years of fighting came into force on Saturday, the Syrian government and the opposition have accused each other of violating the deal although international observers have reported a decline in violence.",Accuse,UPDATE 1-EXCLUSIVE-U.N. to hold next round of Syria talks on March 9,"(2016, 9, 3)",-2,33.5102,36.2913,3,NULL,Reuters News,6,Factiva,Syria,People Associated with the Opposition (Syria),"Dissident,Protestors / Popular Opposition / Mobs",40485396,Syria,Government (Syria),Government,2016
565,NULL,Syria,2016-03-01,NULL,2016-03-01,ICEWS24237461,"'Something must be realised on the ground regarding implementation of the Security Council resolution for negotiations to begin seriously,' Agha told Reuters by telephone.",Discuss by telephone,UPDATE 1-Syria opposition not told of U.N. peace talk date -official,"(2016, 9, 3)",1,33.5102,36.2913,3,NULL,Reuters News,6,Factiva,Syria,People Associated with the Opposition (Syria),"Dissident,Protestors / Popular Opposition / Mobs",40485897,United Kingdom,Reuters,"Social,News,Media",2016
566,NULL,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237470,HEZBOLLAH LEADER NASRALLAH SAYS LEBANON ENTERING NEW PHASE OF POLITICAL STRUGGLE DUE TO 'SAUDI ESCALATION',Make statement,HEZBOLLAH LEADER NASRALLAH SAYS LEBANON ENTERING NEW PHASE OF POLITICAL STRUGGLE DUE TO 'SAUDI ESCALATION',"(2016, 9, 3)",0,33.8889,35.4944,3,NULL,Reuters News,1,Factiva,Lebanon,Hezbollah,"National Religious,International Religious,Social,Parties,(National) Minor Party,Dissident,Shia,Ideological,Far Left,Organized Violent",40485898,Lebanon,Lebanon,NULL,2016
567,Hadithah,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237495,"Haditha and its nearby dam, which the command is charged with protecting, are in one of the few parts of the Sunni Muslim province of Anbar still controlled by Iraq's Shi'ite-led government forces and local police backed by tribal fighters.",Cooperate militarily,UPDATE 1-Senior Iraqi army officer killed in Haditha attack,"(2016, 9, 3)",7.4,34.1348,42.3772,3,Muhafazat al Anbar,Reuters News,3,Factiva,Iraq,Combatant (Iraq),Unidentified Forces,40485908,Iraq,Police (Iraq),"Police,Government",2016
568,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24237539,Hezbollah chief Hassan Nasrallah on Tuesday called on Saudi Arabia not to collectively punish Lebanon's people just because Riyadh disagreed with the Shiite movement's policies.,Make an appeal or request,Saudi should not collectively punish Lebanon: Hezbollah,"(2016, 9, 3)",3,24.6877,46.7219,3,Mintaqat ar Riyad,Agence France-Presse,1,Factiva,Lebanon,Hassan Nasrallah,"National Religious,International Religious,Social,Parties,(National) Minor Party,Dissident,Shia,Ideological,Far Left,Organized Violent",40485927,Saudi Arabia,Saudi Arabia,NULL,2016
569,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24237538,"In a televised address on his group's Al-Manar network, Nasrallah said Saudi Arabia does not have 'the right to sanction the Lebanese people because one particular party took a certain position'.",Make statement,Saudi should not collectively punish Lebanon: Hezbollah,"(2016, 9, 3)",0,24.6877,46.7219,3,Mintaqat ar Riyad,Agence France-Presse,2,Factiva,Lebanon,Hassan Nasrallah,"National Religious,International Religious,Social,Parties,(National) Minor Party,Dissident,Shia,Ideological,Far Left,Organized Violent",40485927,Saudi Arabia,Saudi Arabia,NULL,2016
570,Riyadh,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24237540,"Last week, Riyadh halted a $3 billion programme funding equipment for Lebanese security forces and urged Saudi citizens to leave Lebanon in response to 'hostile' positions linked to Hezbollah.",Make an appeal or request,Saudi should not collectively punish Lebanon: Hezbollah,"(2016, 9, 3)",3,24.6877,46.7219,3,Mintaqat ar Riyad,Agence France-Presse,3,Factiva,Saudi Arabia,Saudi Arabia,NULL,40485927,Saudi Arabia,Citizen (Saudi Arabia),"General Population / Civilian / Social,Social",2016
571,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237464,"AMMAN, March 1 (Xinhua) -- Jordanian special forces on Tuesday exchanged fire with several armed outlaws in the northern governorate of Irbid, killing and injuring many, the state-run Petra news agency reported.",fight with small arms and light weapons,Jordan security forces kill armed outlaws near Syrian borders,"(2016, 9, 3)",-10,32.5556,35.85,3,Irbid,Xinhua News Agency,1,Factiva,Jordan,Military Personnel - Special (Jordan),"Military,Government",40485930,Jordan,Criminal (Jordan),"Criminals / Gangs,Dissident",2016
572,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237465,"AMMAN, March 1 (Xinhua) -- Jordanian special forces on Tuesday exchanged fire with several armed outlaws in the northern governorate of Irbid, killing and injuring many, the state-run Petra news agency reported.",fight with small arms and light weapons,Jordan security forces kill armed outlaws near Syrian borders,"(2016, 9, 3)",-10,32.5556,35.85,3,Irbid,Xinhua News Agency,1,Factiva,Jordan,Criminal (Jordan),"Criminals / Gangs,Dissident",40485930,Jordan,Military Personnel - Special (Jordan),"Military,Government",2016
573,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237462,"Some opened fire at the security forces and an exchange of fire took place,' a local resident told Xinhua over the phone Tuesday.",Discuss by telephone,Jordan security forces kill armed outlaws near Syrian borders,"(2016, 9, 3)",1,32.5556,35.85,3,Irbid,Xinhua News Agency,4,Factiva,China,Xinhua,"Government,Executive,Information / Communication / Transparency Ministry",40485930,Jordan,Citizen (Jordan),"General Population / Civilian / Social,Social",2016
574,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237463,"Some opened fire at the security forces and an exchange of fire took place,' a local resident told Xinhua over the phone Tuesday.",Discuss by telephone,Jordan security forces kill armed outlaws near Syrian borders,"(2016, 9, 3)",1,32.5556,35.85,3,Irbid,Xinhua News Agency,4,Factiva,Jordan,Citizen (Jordan),"General Population / Civilian / Social,Social",40485930,China,Xinhua,"Government,Executive,Information / Communication / Transparency Ministry",2016
575,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237502,"AMMAN, Jordan (AP) — Officials say Jordanian security forces have exchanged fire with armed men during arrest raids in the northern city of Irbid, killing several gunmen.",Use conventional military force,Gun battles in Jordan raids reportedly targeting militants,"(2016, 9, 3)",-10,32.5556,35.85,3,Irbid,Associated Press Newswires,1,Factiva,Jordan,Military Personnel - Special (Jordan),"Military,Government",40485958,Jordan,Armed Gang (Jordan),Unidentified Forces,2016
576,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237503,"AMMAN, Jordan (AP) — Officials say Jordanian security forces have exchanged fire with armed men during arrest raids in the northern city of Irbid, killing several gunmen.",fight with small arms and light weapons,Gun battles in Jordan raids reportedly targeting militants,"(2016, 9, 3)",-10,32.5556,35.85,3,Irbid,Associated Press Newswires,1,Factiva,Jordan,Military Personnel - Special (Jordan),"Military,Government",40485958,Jordan,Armed Band (Jordan),Unidentified Forces,2016
577,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237504,"AMMAN, Jordan (AP) — Officials say Jordanian security forces have exchanged fire with armed men during arrest raids in the northern city of Irbid, killing several gunmen.",fight with small arms and light weapons,Gun battles in Jordan raids reportedly targeting militants,"(2016, 9, 3)",-10,32.5556,35.85,3,Irbid,Associated Press Newswires,1,Factiva,Jordan,Armed Band (Jordan),Unidentified Forces,40485958,Jordan,Military Personnel - Special (Jordan),"Military,Government",2016
578,Irbid,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237501,Local media said more than 20 suspected militants were arrested in the raids.,Make statement,Gun battles in Jordan raids reportedly targeting militants,"(2016, 9, 3)",0,32.5556,35.85,3,Irbid,Associated Press Newswires,3,Factiva,Jordan,Local Media (Jordan),"Social,Media",40485958,Jordan,Militant (Jordan),Unidentified Forces,2016
579,Beirut,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237447,"BEIRUT (Reuters) - Hezbollah said on Tuesday that Lebanon had been pushed into a new phase of political conflict by Saudi Arabia since its decision to halt an aid package to the Lebanese army, but the country was not on the brink of civil war.",Reduce or stop humanitarian assistance,"Hezbollah criticizes Saudi Arabia, sees new chapter of struggle in Lebanon","(2016, 9, 3)",-5.6,33.8889,35.4944,3,Beyrouth,Reuters News,1,Factiva,Lebanon,Lebanon,NULL,40485979,Lebanon,Military (Lebanon),"Military,Government",2016
580,Beirut,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237446,"Speaking in a televised address, Nasrallah also said Saudi Arabia was seeking Sunni-Shi'ite strife in the Middle East, and accused it of directing car bomb attacks in Lebanon.",Make statement,"Hezbollah criticizes Saudi Arabia, sees new chapter of struggle in Lebanon","(2016, 9, 3)",0,33.8889,35.4944,3,Beyrouth,Reuters News,4,Factiva,Lebanon,Hezbollah,"National Religious,International Religious,Social,Parties,(National) Minor Party,Dissident,Shia,Ideological,Far Left,Organized Violent",40485979,Saudi Arabia,Saudi Arabia,NULL,2016
581,NULL,Saudi Arabia,2016-03-01,NULL,2016-03-01,ICEWS24237425,"On Monday, the European Parliament voted 359-212 on a non-binding motion calling for all EU nations to impose an arms embargo on the Saudis, citing concerns over civilian deaths and the arms finding their way into the hands of terrorist organizations including Daesh.","Impose embargo, boycott, or sanctions",David Cameron Cheers ‘Brilliant’ Saudi Arms Trade One Day After EU Embargo,"(2016, 9, 3)",-8,24.6877,46.7219,3,NULL,Unknown,2,Factiva,NULL,European Parliament,"Regional Diplomatic IGOs,International Government Organization,Regional",40486002,Saudi Arabia,Citizen (Saudi Arabia),"General Population / Civilian / Social,Social",2016
582,Baghdad,Iraq,2016-03-01,NULL,2016-03-01,ICEWS24237583,"BAGHDAD -- Two suicide bombers attacked an Iraqi army headquarters in Iraq's western province of Anbar, leaving 39 security members killed, including a senior general, a provincial security source said on Tuesday.",Carry out suicide bombing,"Xinhua Middle East news summary at 2200 GMT, March 1","(2016, 9, 3)",-10,33.3406,44.4009,3,Muhafazat Baghdad,Xinhua News Agency,1,Factiva,Iraq,Armed Gang (Iraq),Unidentified Forces,40486143,Iraq,Iraq,NULL,2016
583,Cairo,Egypt,2016-03-01,NULL,2016-03-01,ICEWS24237576,"CAIRO, March 2 (Sputnik) – The Egyptian air force destroyed an extremist camp in northern Sinai Peninsula, killing 22 fighters and wounding 30 others, Egyptian online media reported Tuesday.",Use conventional military force,"Egypt Air Force Destroys Sinai Extremist Camp, Kills 22 Fighters - Reports","(2016, 9, 3)",-10,30.0626,31.2497,3,Muhafazat al Qahirah,Unknown,1,Factiva,Egypt,Egyptian Air Force,"Government,Air Force,Military",40486378,Egypt,Combatant (Egypt),Unidentified Forces,2016
584,Cairo,Egypt,2016-03-01,NULL,2016-03-01,ICEWS24237577,"CAIRO, March 2 (Sputnik) – The Egyptian air force destroyed an extremist camp in northern Sinai Peninsula, killing 22 fighters and wounding 30 others, Egyptian online media reported Tuesday.",Use conventional military force,"Egypt Air Force Destroys Sinai Extremist Camp, Kills 22 Fighters - Reports","(2016, 9, 3)",-10,30.0626,31.2497,3,Muhafazat al Qahirah,Unknown,1,Factiva,Egypt,Egyptian Air Force,"Government,Air Force,Military",40486378,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2016
585,Petra,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237569,"At least three members of the security forces were wounded in the clashes which erupted when they launched raids in the northern city of Irbid in search of 'outlaws', said the source quoted by the official Petra news agency.",Use conventional military force,Jordanian security forces clash with gunmen near Syria border,"(2016, 9, 3)",-10,30.3222,35.4793,3,Muhafazat Ma`an,Agence France-Presse,2,Factiva,Jordan,Military Personnel - Special (Jordan),"Government,Military",40486490,Jordan,Jordan,NULL,2016
586,Petra,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237568,Jordanian media said the security forces were battling religious extremists.,Make statement,Jordanian security forces clash with gunmen near Syria border,"(2016, 9, 3)",0,30.3222,35.4793,3,Muhafazat Ma`an,Agence France-Presse,4,Factiva,Jordan,Media (Jordan),"Social,Media",40486490,Jordan,Military Personnel - Special (Jordan),"Government,Military",2016
587,Petra,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237570,Jordanian media said the security forces were battling religious extremists.,Use conventional military force,Jordanian security forces clash with gunmen near Syria border,"(2016, 9, 3)",-10,30.3222,35.4793,3,Muhafazat Ma`an,Agence France-Presse,4,Factiva,Jordan,Military Personnel - Special (Jordan),"Government,Military",40486490,Jordan,Extremist (Jordan),"Dissident,Radicals / Extremists / Fundamentalists",2016
588,Petra,Jordan,2016-03-01,NULL,2016-03-01,ICEWS24237571,Jordanian media said the security forces were battling religious extremists.,Use conventional military force,Jordanian security forces clash with gunmen near Syria border,"(2016, 9, 3)",-10,30.3222,35.4793,3,Muhafazat Ma`an,Agence France-Presse,4,Factiva,Jordan,Extremist (Jordan),"Dissident,Radicals / Extremists / Fundamentalists",40486490,Jordan,Military Personnel - Special (Jordan),"Government,Military",2016
614,Beirut,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237730,"Beirut -- BEIRUT: The election of a new president holds the key to resolving Lebanon’s problems, former Prime Minister Saad Hariri said Tuesday, calling on his favored candidate, MP Sleiman Frangieh, to attend Wednesday’s Parliament session to choose a successor to former President Michel Sleiman.",Make an appeal or request,Hariri: Election of president key to resolving crises; Hariri: New president key to solving crises,"(2016, 9, 3)",3,33.8889,35.4944,3,Beyrouth,Daily Star,1,Factiva,Lebanon,Saad Hariri,"Parties,Elite,Ideological,Center Right,(National) Minor Party,International Religious,Sunni",40486702,Lebanon,Party Member (Lebanon),Parties,2016
615,Beirut,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237731,"Hariri also said his Future Movement would continue its dialogue with Hezbollah, despite renewed tension that soared between the two rival parties following the outbreak of a diplomatic rift with Saudi Arabia.",Express intent to meet or negotiate,Hariri: Election of president key to resolving crises; Hariri: New president key to solving crises,"(2016, 9, 3)",4,33.8889,35.4944,3,Beyrouth,Daily Star,3,Factiva,Lebanon,Saad Hariri,"Parties,Elite,Ideological,Center Right,(National) Minor Party,International Religious,Sunni",40486702,Lebanon,Hezbollah,"Parties,National Religious,Shia,Social,Ideological,International Religious,(National) Minor Party,Organized Violent,Far Left,Dissident",2016
616,Beirut,Lebanon,2016-03-01,NULL,2016-03-01,ICEWS24237732,"From this standpoint, I urge all lawmakers to go to Parliament to do their constitutional duty because their constitutional duty is not boycotting [Parliament],” Hariri told reporters after meeting with Prime Minister Tammam Salam at the Grand Serail.",Consult,Hariri: Election of president key to resolving crises; Hariri: New president key to solving crises,"(2016, 9, 3)",1,33.8889,35.4944,3,Beyrouth,Daily Star,5,Factiva,Lebanon,Saad Hariri,"Parties,Elite,Ideological,Center Right,(National) Minor Party,International Religious,Sunni",40486702,Lebanon,Tammam Salam,"Executive,Executive Office,Government,Elite",2016
