,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
62,Hadar,Syria,2017-08-14,NULL,2017-08-14,ICEWS27918752,Russian Ka-52 combat helicopters conducted strikes in the area to help the Syrian army's campaign.,Use conventional military force,Syrian Paratroopers Free Populated Area in Daesh's Rear for 1st Time,"(2017, 33, 3)",-10,33.281,35.8304,8,Muhafazat al Qunaytirah,Unknown,4,Factiva,Syria,Attack Helicopter (Syria),"Government,Military",45057929,Syria,Syria,NULL,2017
63,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27918786,"Instead, hundreds who attended the protests, including journalists and photographers who were covering the events, have been arrested and are facing an unfair mass trial.",Demonstrate or rally,"Egypt Security Forces Practice Extrajudicial Killings, Disappearances - Watchdog","(2017, 33, 3)",-6.5,30.0626,31.2497,8,Muhafazat al Qahirah,Unknown,4,Factiva,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",45057931,NULL,Unspecified Actor,Unspecified,2017
64,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27918732,"Five days after his initial arrest, Egypt's interior ministry accused him of 'disseminating false news and receiving monetary funds from foreign authorities in order to defame the state's reputation'.",Accuse,Egypt extends detention of Al Jazeera's Mahmoud Hussein,"(2017, 33, 3)",-2,30.0626,31.2497,8,Muhafazat al Qahirah,Al Jazeera English,5,Factiva,Egypt,Domestic Affairs (Egypt),"Government,Executive,Interior / Home Ministry",45058002,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2017
70,NULL,Syria,2017-08-14,NULL,2017-08-14,ICEWS27918931,"The UK official stated that the death of the organization's volunteers was 'a huge loss for their families, Syria and the world.'",Make statement,UK Foreign Secretary Condemns Murder of 7 'White Helmets' Volunteers in Syria,"(2017, 33, 3)",0,35.7667,36.6667,8,Idlib,Unknown,5,Factiva,United Kingdom,United Kingdom,NULL,45058237,Syria,Syria,NULL,2017
71,Mosul,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27918952,The militants have also launched a few sporadic attacks against troops and civilians since the declaration.,Use unconventional violence,Three ISIL Underground Tunnels Discovered Northwest of Mosul,"(2017, 33, 3)",-9,36.335,43.1189,8,Muhafazat Ninawa,FARS News Agency,6,Factiva,Iraq,Militant (Iraq),Unidentified Forces,45058249,Iraq,Military (Iraq),"Government,Military",2017
72,Mosul,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27918953,The militants have also launched a few sporadic attacks against troops and civilians since the declaration.,Use unconventional violence,Three ISIL Underground Tunnels Discovered Northwest of Mosul,"(2017, 33, 3)",-9,36.335,43.1189,8,Muhafazat Ninawa,FARS News Agency,6,Factiva,Iraq,Militant (Iraq),Unidentified Forces,45058249,Iraq,Citizen (Iraq),"General Population / Civilian / Social,Social",2017
73,Baghdad,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27918900,1.0042 Patriotic Union of Kurdistan (PUK) Political Bureau member Sa'di Ahmad Pira says high delegation of referendum for Kurdistan Region independence is due to arrive in Baghdad today to meet top Iraqi officials and ambassadors of foreign countries in Iraq to discuss the referendum.,Express intent to meet or negotiate,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 14 Aug 17,"(2017, 33, 3)",4,33.3406,44.4009,8,Muhafazat Baghdad,BBC Monitoring Middle East,1,Factiva,Iraq,Iraqi Kurdistan,"Kurd (Ethnic Group),International Ethnic",45058259,Iraq,Iraq,NULL,2017
74,NULL,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919007,"Syrian government forces supported by Russian attack helicopters and military advisers have 'for the first time' deployed troops 'behind enemy lines' and seized Islamic State (IS) group-controlled territory, the Russian news channel Rossiya 24 reported on 14 August.",Occupy territory,Russia claims gains from IS in 'first ever' Syria airdrop,"(2017, 33, 3)",-9.5,33.5102,36.2913,8,NULL,BBC Monitoring Newsfile,2,Factiva,Syria,Military (Syria),"Military,Government",45058428,Syria,Syria,NULL,2017
86,Hadar,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919124,Russian Ka-52 combat helicopters conducted strikes in the area to help the Syrian army's campaign.,Use conventional military force,Syrian Paratroopers Free Area in Daesh's Rear for First Time in Unique Operation,"(2017, 33, 3)",-10,33.281,35.8304,8,Muhafazat al Qunaytirah,Unknown,4,Factiva,Syria,Attack Helicopter (Syria),"Military,Government",45058701,Syria,Syria,NULL,2017
87,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919059,BEIRUT (Sputnik) — A group of young armed men killed three Daesh jihadists on Abu Kamal-Hasibeh road in the province.,Use unconventional violence,Syrian Militias Eliminate 10 Daesh Terrorists in Deir Ez-Zor - Reports,"(2017, 33, 3)",-9,33.8889,35.4944,8,Beyrouth,Unknown,2,Factiva,Syria,Armed Band (Syria),Unidentified Forces,45058712,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2017
88,Deir ez-Zor,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919060,"Additionally, the Syrian army destroyed a militant hideout in the Rashdiyeh neighborhood of Deir ez-Zor, the agency added.",Use conventional military force,Syrian Militias Eliminate 10 Daesh Terrorists in Deir Ez-Zor - Reports,"(2017, 33, 3)",-10,35.3359,40.1408,8,Dayr az Zawr,Unknown,4,Factiva,Syria,Military (Syria),"Military,Government",45058712,Syria,Syria,NULL,2017
89,Deir ez-Zor,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919061,The Syrian army is preparing for a major operation to free besieged Deir ez-Zor.,Threaten with military force,Syrian Militias Eliminate 10 Daesh Terrorists in Deir Ez-Zor - Reports,"(2017, 33, 3)",-7,35.3359,40.1408,8,Dayr az Zawr,Unknown,5,Factiva,Syria,Military (Syria),"Military,Government",45058712,Syria,Syria,NULL,2017
90,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919185,"CAIRO, Aug. 14 (Xinhua) -- The Egyptian police killed on Sunday two members of a militant group loyal to the outlawed Muslim Brotherhood Islamist group, the Interior Ministry said in a statement.",Use conventional military force,Egyptian police kill 2 pro-Brotherhood militants near Cairo,"(2017, 33, 3)",-10,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,1,Factiva,Egypt,Police (Egypt),"Police,Government",45058873,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2017
91,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919184,"The ministry said the militants belonged to Hasm group, which claimed responsibility for a number of terrorist attacks that killed several policemen in Egypt, referring to the group as a Brotherhood's armed wing.",Make statement,Egyptian police kill 2 pro-Brotherhood militants near Cairo,"(2017, 33, 3)",0,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,2,Factiva,Egypt,Ministry (Egypt),Government,45058873,Egypt,Militant (Egypt),Unidentified Forces,2017
92,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919186,"The ministry said the militants belonged to Hasm group, which claimed responsibility for a number of terrorist attacks that killed several policemen in Egypt, referring to the group as a Brotherhood's armed wing.",Use conventional military force,Egyptian police kill 2 pro-Brotherhood militants near Cairo,"(2017, 33, 3)",-10,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,2,Factiva,Egypt,Muslim Brotherhood,"Ideological,International Religious,Sunni,National Religious,(National) Major Party,Parties,Social,Muslim,Fundamentalist",45058873,Egypt,Police (Egypt),"Police,Government",2017
93,Tall `Afar,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919178,"'Hashed al-Shaabi commanders met Saturday with army and police commanders to decide on the plan to free Tal Afar,' spokesman Ahmed al-Assadi told reporters.",Consult,Iraq readies to retake another IS bastion: officials,"(2017, 33, 3)",1,36.3791,42.4481,8,Muhafazat Ninawa,Agence France-Presse,6,Factiva,Iraq,Military Personnel (Iraq),"Military,Government",45058924,Iraq,Military (Iraq),"Military,Government",2017
94,Tall `Afar,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919179,"'Hashed al-Shaabi commanders met Saturday with army and police commanders to decide on the plan to free Tal Afar,' spokesman Ahmed al-Assadi told reporters.",Consult,Iraq readies to retake another IS bastion: officials,"(2017, 33, 3)",1,36.3791,42.4481,8,Muhafazat Ninawa,Agence France-Presse,6,Factiva,Iraq,Military (Iraq),"Military,Government",45058924,Iraq,Military Personnel (Iraq),"Military,Government",2017
95,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919290,"CAIRO, Aug. 14 (Xinhua) -- The Arab League (AL) condemned Israel on Monday for holding bodies of Palestinians killed by the Israeli forces during the prolonged conflict.",Criticize or denounce,Arab League slams Israel for holding bodies of deceased Palestinians,"(2017, 33, 3)",-2,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,1,Factiva,NULL,Arab League,"International Government Organization,Regional,Regional Diplomatic IGOs",45059089,Israel,Israel,NULL,2017
96,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919291,"CAIRO, Aug. 14 (Xinhua) -- The Arab League (AL) condemned Israel on Monday for holding bodies of Palestinians killed by the Israeli forces during the prolonged conflict.",Use conventional military force,Arab League slams Israel for holding bodies of deceased Palestinians,"(2017, 33, 3)",-10,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,1,Factiva,Israel,Israeli Defense Forces,"Government,Military",45059089,Occupied Palestinian Territory,"Citizen (Palestinian Territory, Occupied)","General Population / Civilian / Social,Social",2017
97,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919292,"'Israel still holds bodies of many Palestinians killed by its forces in 'cemeteries of numbers' to hide its crimes against them,' an AL report on the Israeli violations against the Palestinians said.",Use conventional military force,Arab League slams Israel for holding bodies of deceased Palestinians,"(2017, 33, 3)",-10,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,2,Factiva,Israel,Israeli Defense Forces,"Government,Military",45059089,Israel,Citizen (Israel),"General Population / Civilian / Social,Social",2017
98,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919288,"The report said Israel holds the bodies of some 249 Palestinians since the 1960s and still refuses to return the bodies to their families, describing the Israeli behavior as an act of collective punishment.",Engage in symbolic act,Arab League slams Israel for holding bodies of deceased Palestinians,"(2017, 33, 3)",0,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,3,Factiva,Israel,Israel,NULL,45059089,Israel,Citizen (Israel),"General Population / Civilian / Social,Social",2017
99,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919289,"The report said Israel holds the bodies of some 249 Palestinians since the 1960s and still refuses to return the bodies to their families, describing the Israeli behavior as an act of collective punishment.","Return, release person(s)",Arab League slams Israel for holding bodies of deceased Palestinians,"(2017, 33, 3)",7,30.0626,31.2497,8,Muhafazat al Qahirah,Xinhua News Agency,3,Factiva,Israel,Israel,NULL,45059089,Israel,Citizen (Israel),"General Population / Civilian / Social,Social",2017
100,NULL,Saudi Arabia,2017-08-14,NULL,2017-08-14,ICEWS27919336,"Since Saudi Arabia and its allies severed ties with Qatar on 5 June, Umrah and Hajj pilgrims have been listed as exceptions to the ban on Qatari nationals entering the kingdom in official Saudi statements, alongside the immediate family members of Saudi citizens.",Reduce or break diplomatic relations,Saudi Arabia rejects call for 'politicising' Hajj,"(2017, 33, 3)",-4,24.6877,46.7219,8,NULL,BBC Monitoring Middle East,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,45059155,Qatar,Qatar,NULL,2017
102,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919406,"ROME, Aug 14 (Reuters) - Italy said on Monday it would return its ambassador to Cairo more than a year after the murder of an Italian graduate student led the Rome government to recall its previous envoy.",Express intent to engage in diplomatic cooperation (such as policy support),"UPDATE 1-Italy to return ambassador to Cairo, ending standoff over murdered student","(2017, 33, 3)",4.5,30.0626,31.2497,8,Muhafazat al Qahirah,Reuters News,2,Factiva,Italy,Italy,NULL,45059382,Egypt,Egypt,NULL,2017
103,NULL,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919405,"Syria began its descent into civil war in early 2011, when government security forces shot and killed protesters.",Demonstrate or rally,Syria civil war timeline: A summary of critical events,"(2017, 33, 3)",-6.5,33.5102,36.2913,8,NULL,Deutsche Welle,1,Factiva,Syria,Protester (Syria),"Protestors / Popular Opposition / Mobs,Dissident",45059496,Syria,Military Personnel - Special (Syria),"Military,Government",2017
104,Cairo,Egypt,2017-08-14,NULL,2017-08-14,ICEWS27919431,Italy had withdrawn its ambassador to protest lack of progress from Egypt.,Reduce or break diplomatic relations,Italy: progress in probe of Cairo torture murder of scholar,"(2017, 33, 3)",-4,30.0626,31.2497,8,Muhafazat al Qahirah,Associated Press Newswires,6,Factiva,Italy,Italy,NULL,45059546,Egypt,Egypt,NULL,2017
105,Raqqa,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919393,"That’s going to be tough on ISIL, and on the Kurdish forces the US is backing, but especially tough on the civilian population, with growing numbers of critics and human rights groups complaining that the US is making little to no effort to limit civilian deaths in the Raqqa air war.",Praise or endorse,There Are Only Two Sides to Raqqa – US Is on the Wrong Side,"(2017, 33, 3)",3.4,35.9528,39.0079,8,Ar Raqqah,FARS News Agency,3,Factiva,United States,United States,NULL,45059618,Iraq,Iraqi Kurds,"International Ethnic,Kurd (Ethnic Group)",2017
106,NULL,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919503,"Iraq’s Popular Mobilization militia spokesman, Ahmad al-Asadi, said that without the Popular Mobilization militia alongside the Assad regime, the Syrian president would have fallen into the hands of those he described as terrorists, stressing that the militia was still fighting in Iraq and Syria.",Make statement,"Iraq’s Popular Mobilization militia: Without us, Assad would have been toppled","(2017, 33, 3)",0,33,41.75,8,Muhafazat al Anbar,Al Arabiya,3,Factiva,Iraq,Media Personnel (Iraq),"Media,Social",45059886,Syria,Head of Government (Syria),"Executive Office,Government,Executive",2017
107,Tall `Afar,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919504,"He also rejected the Turkish warnings to participate in the battle of Tal Afar, stressing that the militia is mainly involved in the battle.",Reject,"Iraq’s Popular Mobilization militia: Without us, Assad would have been toppled","(2017, 33, 3)",-4,36.3791,42.4481,8,Muhafazat Ninawa,Al Arabiya,5,Factiva,Iraq,Media Personnel (Iraq),"Media,Social",45059886,Turkey,Turkey,NULL,2017
108,Baghdad,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919508,"The Iraqi army and a paramilitary Hashd Shaabi unit carried out an operation in the volatile area of Edheim and killed five IS militants in Albu Awad village in the northern part of the province, the Hashd Shaabi said in a statement.",Use conventional military force,7 IS militants killed in clashes in Iraq's Diyala,"(2017, 33, 3)",-10,33.3406,44.4009,8,Muhafazat Baghdad,Xinhua News Agency,2,Factiva,Iraq,Military (Iraq),"Military,Government",45059915,Iraq,Militant (Iraq),Unidentified Forces,2017
109,NULL,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919509,"In a separate incident, the Iraqi soldiers clashed with IS militants in Albu Bakr village in northern Diyala and killed two militants, a provincial security source told Xinhua on condition of anonymity.",Use conventional military force,7 IS militants killed in clashes in Iraq's Diyala,"(2017, 33, 3)",-10,34,45,8,Muhafazat Diyala,Xinhua News Agency,3,Factiva,Iraq,Military (Iraq),"Military,Government",45059915,Iraq,Militant (Iraq),Unidentified Forces,2017
110,NULL,Iraq,2017-08-14,NULL,2017-08-14,ICEWS27919510,"In a separate incident, the Iraqi soldiers clashed with IS militants in Albu Bakr village in northern Diyala and killed two militants, a provincial security source told Xinhua on condition of anonymity.",Use unconventional violence,7 IS militants killed in clashes in Iraq's Diyala,"(2017, 33, 3)",-9,34,45,8,Muhafazat Diyala,Xinhua News Agency,3,Factiva,Iraq,Militant (Iraq),Unidentified Forces,45059915,Iraq,Military (Iraq),"Military,Government",2017
112,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919721,"Beirut -- BEIRUT: Prime Minister Saad Hariri met with the Italian Ambassador Massimo Marotti to discuss relations between the two countries, according to a press release from the Italian Embassy.",Consult,"Hariri, Italian envoy talk bilateral relations; Hariri, Italian envoy talk bilateral relations","(2017, 33, 3)",1,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,Lebanon,Saad Hariri,"(National) Minor Party,Elite,Sunni,Ideological,Center Right,Executive,Executive Office,Parties,Government,International Religious",45060489,Italy,Foreign Affairs (Italy),"Government,Executive,Foreign Ministry",2017
113,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919723,"Beirut -- BEIRUT: Prime Minister Saad Hariri met with the Italian Ambassador Massimo Marotti to discuss relations between the two countries, according to a press release from the Italian Embassy.",Consult,"Hariri, Italian envoy talk bilateral relations; Hariri, Italian envoy talk bilateral relations","(2017, 33, 3)",1,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,Italy,Foreign Affairs (Italy),"Government,Executive,Foreign Ministry",45060489,Lebanon,Saad Hariri,"(National) Minor Party,Elite,Sunni,Ideological,Center Right,Executive,Executive Office,Parties,Government,International Religious",2017
114,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919722,"In addition to a United Nations Interim Force in Lebanon contingency stationed in the south, the country also supports the Lebanese Army through its Military Bilateral Mission in Lebanon.",Praise or endorse,"Hariri, Italian envoy talk bilateral relations; Hariri, Italian envoy talk bilateral relations","(2017, 33, 3)",3.4,33.8889,35.4944,8,Beyrouth,Unknown,2,Factiva,Lebanon,Lebanon,NULL,45060489,Lebanon,Military (Lebanon),"Government,Military",2017
115,NULL,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919801,"He admitted to traveling from Akkar’s Wadi Khaled to Syria’s Hama countryside, with the assistance of a Daesh-affiliated smuggling group.",Make a visit,ISF arrests four suspected Daesh members; ISF arrests four suspected Daesh members,"(2017, 33, 3)",1.9,33.5102,36.2913,8,NULL,Unknown,4,Factiva,Iraq,Islamic State of Iraq and the Levant,"Sunni,Fundamentalist,Ideological,Muslim,Insurgents,International Religious,Dissident",45060491,Syria,Syria,NULL,2017
116,NULL,Syria,2017-08-14,NULL,2017-08-14,ICEWS27919802,"He admitted to traveling from Akkar’s Wadi Khaled to Syria’s Hama countryside, with the assistance of a Daesh-affiliated smuggling group.",Host a visit,ISF arrests four suspected Daesh members; ISF arrests four suspected Daesh members,"(2017, 33, 3)",2.8,33.5102,36.2913,8,NULL,Unknown,4,Factiva,Syria,Syria,NULL,45060491,Iraq,Islamic State of Iraq and the Levant,"Sunni,Fundamentalist,Ideological,Muslim,Insurgents,International Religious,Dissident",2017
117,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919655,"Beirut -- BEIRUT: Military Prosecutor Judge Saqr Saqr indicted three Daesh (ISIS) members Monday for planning to blow up the Grand Mansouri Mosque in north Lebanon’s Tripoli, the state-run National News Agency reported.","Arrest, detain, or charge with legal action",Would-be bombers of Tripoli mosque indicted; Would-be bombers of Tripoli mosque indicted,"(2017, 33, 3)",-5,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,Lebanon,Saqr Saqr,"Social,Legal",45060492,Iraq,Islamic State of Iraq and the Levant,"Sunni,Fundamentalist,Ideological,Muslim,Insurgents,International Religious,Dissident",2017
118,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919656,"Beirut -- BEIRUT: Military Prosecutor Judge Saqr Saqr indicted three Daesh (ISIS) members Monday for planning to blow up the Grand Mansouri Mosque in north Lebanon’s Tripoli, the state-run National News Agency reported.",Threaten with military force,Would-be bombers of Tripoli mosque indicted; Would-be bombers of Tripoli mosque indicted,"(2017, 33, 3)",-7,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,Iraq,Islamic State of Iraq and the Levant,"Sunni,Fundamentalist,Ideological,Muslim,Insurgents,International Religious,Dissident",45060492,Lebanon,Lebanon,NULL,2017
119,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919657,The Lebanese national reportedly admitted that he was planning to throw grenades into the mosque during prayers.,Threaten with military force,Would-be bombers of Tripoli mosque indicted; Would-be bombers of Tripoli mosque indicted,"(2017, 33, 3)",-7,33.8889,35.4944,8,Beyrouth,Unknown,4,Factiva,Lebanon,Citizen (Lebanon),"General Population / Civilian / Social,Social",45060492,Lebanon,Lebanon,NULL,2017
120,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919754,"Beirut -- BEIRUT: U.S. Ambassador to Lebanon Elizabeth Richard oversaw the delivery of eight M2A2 Bradley Fighting Vehicles donated to the Lebanese Army, at Beirut’s port Monday morning.",Provide aid,Lebanese receives ‘remarkable’ U.S. military donation; Lebanese receives ‘remarkable’ military donation,"(2017, 33, 3)",7,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,United States,Foreign Affairs (United States),"Foreign Ministry,Government,Executive",45060493,Lebanon,Military (Lebanon),"Government,Military",2017
121,Beirut,Lebanon,2017-08-14,NULL,2017-08-14,ICEWS27919737,"Beirut -- BEIRUT: President Michel Aoun is set to sign the salary scale and tax hike laws, ministerial sources said Monday, overriding opposition from the private sector, the Association of Banks in Lebanon and the Kataeb Party, all of which have urged him to return the two laws to Parliament for further study.",Make an appeal or request,"Aoun set to sign salary scale, tax laws but seeks amendments; Aoun set to sign salary scale, tax laws","(2017, 33, 3)",3,33.8889,35.4944,8,Beyrouth,Unknown,1,Factiva,Lebanon,Lebanon,NULL,45060496,Lebanon,Michel Aoun,"(National) Minor Party,Legislative / Parliamentary,Unicameral,Ideological,Center Right,Executive,Executive Office,Parties,Government",2017
