,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
70,Riyadh,Saudi Arabia,2017-05-21,NULL,2017-05-21,ICEWS27632845,"He met personally with Salman, Crown Prince Mohamed bin Nayef and Deputy Crown Prince Mohamed bin Salman and signed a landmark defense deal valued at $110 billion, which the president says will offload US military commitments in the region.",Consult,Royal treatment for Trump in Riyadh amid turmoil at home. President to land at Ben-Gurion tomorrow. Saudi minister discusses regional peace,"(2017, 20, 3)",1,24.6877,46.7219,5,Mintaqat ar Riyad,The Jerusalem Post,4,Factiva,United States,Donald Trump,"Executive Office,Government,Executive",44364370,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Executive,Government,Elite,Executive Office",2017
71,Riyadh,Saudi Arabia,2017-05-21,NULL,2017-05-21,ICEWS27632846,"He met personally with Salman, Crown Prince Mohamed bin Nayef and Deputy Crown Prince Mohamed bin Salman and signed a landmark defense deal valued at $110 billion, which the president says will offload US military commitments in the region.",Consult,Royal treatment for Trump in Riyadh amid turmoil at home. President to land at Ben-Gurion tomorrow. Saudi minister discusses regional peace,"(2017, 20, 3)",1,24.6877,46.7219,5,Mintaqat ar Riyad,The Jerusalem Post,4,Factiva,Saudi Arabia,Salman bin Abdulaziz al-Saud,"Executive,Government,Elite,Executive Office",44364370,United States,Donald Trump,"Executive Office,Government,Executive",2017
83,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616215,"/ Turan: On Sunday, Ilham Aliyev held a meeting in Riyadh with the Deputy Minister of Defense of the United Arab Emirates, Prince of Abu Dhabi Sheikh Mohammed Bin Zayed Al Nahyan.",Consult,Meeting of President Ilham Aliyev with Prince of Abu Dhabi,"(2017, 21, 3)",1,24.6877,46.7219,5,Mintaqat ar Riyad,Unknown,2,Factiva,United Arab Emirates,United Arab Emirates,NULL,44328827,Saudi Arabia,Royal Administration (Saudi Arabia),Government,2017
84,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616216,"/ Turan: On Sunday, Ilham Aliyev held a meeting in Riyadh with the Deputy Minister of Defense of the United Arab Emirates, Prince of Abu Dhabi Sheikh Mohammed Bin Zayed Al Nahyan.",Consult,Meeting of President Ilham Aliyev with Prince of Abu Dhabi,"(2017, 21, 3)",1,24.6877,46.7219,5,Mintaqat ar Riyad,Unknown,2,Factiva,Saudi Arabia,Royal Administration (Saudi Arabia),Government,44328827,United Arab Emirates,United Arab Emirates,NULL,2017
85,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616217,"/ Turan: On Sunday, Ilham Aliyev held a meeting in Riyadh with the Deputy Minister of Defense of the United Arab Emirates, Prince of Abu Dhabi Sheikh Mohammed Bin Zayed Al Nahyan.",Make a visit,Meeting of President Ilham Aliyev with Prince of Abu Dhabi,"(2017, 21, 3)",1.9,24.6877,46.7219,5,Mintaqat ar Riyad,Unknown,2,Factiva,Azerbaijan,Ilham Aliyev,"Government,Executive Office,Elite,Ideological,Center Right,Nationalist,Secular,Executive,(National) Major Party,Parties",44328827,Saudi Arabia,Saudi Arabia,NULL,2017
86,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616218,"/ Turan: On Sunday, Ilham Aliyev held a meeting in Riyadh with the Deputy Minister of Defense of the United Arab Emirates, Prince of Abu Dhabi Sheikh Mohammed Bin Zayed Al Nahyan.",Host a visit,Meeting of President Ilham Aliyev with Prince of Abu Dhabi,"(2017, 21, 3)",2.8,24.6877,46.7219,5,Mintaqat ar Riyad,Unknown,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,44328827,Azerbaijan,Ilham Aliyev,"Government,Executive Office,Elite,Ideological,Center Right,Nationalist,Secular,Executive,(National) Major Party,Parties",2017
87,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616039,"During his visit to Saudi Arabia, Trump called on the regional countries to isolate Iran, which had 'fuelled the fires of sectarian conflict and terror'.",Make a visit,Iran denounces Trump's remarks in Riyadh,"(2017, 21, 3)",1.9,24.6877,46.7219,5,Mintaqat ar Riyad,Indo-Asian News Service,6,Factiva,Iran,Mohammad Javad Zarif,"Government,Education,Social,Foreign Ministry,Executive",44328856,Saudi Arabia,Saudi Arabia,NULL,2017
88,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616040,"During his visit to Saudi Arabia, Trump called on the regional countries to isolate Iran, which had 'fuelled the fires of sectarian conflict and terror'.",Host a visit,Iran denounces Trump's remarks in Riyadh,"(2017, 21, 3)",2.8,24.6877,46.7219,5,Mintaqat ar Riyad,Indo-Asian News Service,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,44328856,Iran,Mohammad Javad Zarif,"Government,Education,Social,Foreign Ministry,Executive",2017
89,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27615957,"In a short statement session at the airport, Trump gave a speech, saying his visit to Saudi Arabia gave him 'new reasons for hope' for peace in the Middle East.",Make a visit,1st LD: Trump arrives in Israel kicking off busy schedule for peace bid,"(2017, 21, 3)",1.9,24.6877,46.7219,5,NULL,Xinhua News Agency,5,Factiva,United States,Donald Trump,"Executive,Government,Executive Office",44328887,Saudi Arabia,Saudi Arabia,NULL,2017
90,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27615960,"In a short statement session at the airport, Trump gave a speech, saying his visit to Saudi Arabia gave him 'new reasons for hope' for peace in the Middle East.",Host a visit,1st LD: Trump arrives in Israel kicking off busy schedule for peace bid,"(2017, 21, 3)",2.8,24.6877,46.7219,5,NULL,Xinhua News Agency,5,Factiva,Saudi Arabia,Saudi Arabia,NULL,44328887,United States,Donald Trump,"Executive,Government,Executive Office",2017
91,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616104,"TEL AVIV, May 22 (Reuters) - U.S. President Donald Trump, speaking shortly after arriving in Israel on Monday, urged regional leaders to work together for peace and said his trip to Saudi Arabia had brought him new hope for that prospect.",Make a visit,"In Israel, Trump says there is 'rare opportunity' for peace","(2017, 21, 3)",1.9,24.6877,46.7219,5,NULL,Reuters News,1,Factiva,United States,Donald Trump,"Executive,Government,Executive Office",44328902,Saudi Arabia,Saudi Arabia,NULL,2017
92,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616106,"TEL AVIV, May 22 (Reuters) - U.S. President Donald Trump, speaking shortly after arriving in Israel on Monday, urged regional leaders to work together for peace and said his trip to Saudi Arabia had brought him new hope for that prospect.",Host a visit,"In Israel, Trump says there is 'rare opportunity' for peace","(2017, 21, 3)",2.8,24.6877,46.7219,5,NULL,Reuters News,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,44328902,United States,Donald Trump,"Executive,Government,Executive Office",2017
93,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616024,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Russian Federation,Russia,NULL,44329007,Iran,Iran,NULL,2017
94,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616025,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Turkey,Turkey,NULL,44329007,Iran,Iran,NULL,2017
95,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616026,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Iran,Iran,NULL,44329007,Russian Federation,Russia,NULL,2017
96,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616027,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Turkey,Turkey,NULL,44329007,Russian Federation,Russia,NULL,2017
97,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616028,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Iran,Iran,NULL,44329007,Turkey,Turkey,NULL,2017
98,Aleppo,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616029,"The Russian, Iranian, and Turkish delegations agreed to set up four de-escalation zones in Syria during the Astana peace talks held on May 3-4.",Express intent to cooperate,Russia reports 10 ceasefire violations in Syria in one day,"(2017, 21, 3)",4,36.2012,37.1612,5,Muhafazat Halab,Unknown,5,Factiva,Russian Federation,Russia,NULL,44329007,Turkey,Turkey,NULL,2017
117,NULL,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616361,"At least two Iraqi soldiers were killed on Monday and three wounded in an attack by the Islamic State terror organization against a military base in Diyala province in eastern Iraq, an army general said.",Use conventional military force,2 Iraqi soldiers killed in IS attack on military base,"(2017, 21, 3)",-10,34,45,5,Muhafazat Diyala,EFE News Service,2,Factiva,Iraq,Islamic State of Iraq and the Levant,"Dissident,Sunni,Insurgents,Ideological,Muslim,International Religious,Fundamentalist",44329474,Iraq,Military (Iraq),"Government,Military",2017
118,NULL,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616360,"Lt. Gen. Mazhar al-Azzawi, head of security in the region, said that Iraqi forces had succeeded in stopping the attack and killed the four attackers, who were suicide bombers.",Make statement,2 Iraqi soldiers killed in IS attack on military base,"(2017, 21, 3)",0,34,45,5,Muhafazat Diyala,EFE News Service,3,Factiva,Iraq,High Ranking Military Personnel (Iraq),"Government,Military",44329474,Iraq,Military (Iraq),"Government,Military",2017
119,NULL,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616362,"Lt. Gen. Mazhar al-Azzawi, head of security in the region, said that Iraqi forces had succeeded in stopping the attack and killed the four attackers, who were suicide bombers.",Use conventional military force,2 Iraqi soldiers killed in IS attack on military base,"(2017, 21, 3)",-10,34,45,5,Muhafazat Diyala,EFE News Service,3,Factiva,Iraq,Military (Iraq),"Government,Military",44329474,Iraq,Attacker (Iraq),"Dissident,Criminals / Gangs",2017
120,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616281,Afghan papers have expressed mixed reactions on US President Donald Trump's visit to Saudi Arabia and the US-Arab Islamic Summit in Riyadh.,Make a visit,Afghan papers express mixed views on Riyadh Islamic summit,"(2017, 21, 3)",1.9,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring South Asia,2,Factiva,United States,Donald Trump,"Executive Office,Government,Executive",44329505,Saudi Arabia,Saudi Arabia,NULL,2017
121,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616282,Afghan papers have expressed mixed reactions on US President Donald Trump's visit to Saudi Arabia and the US-Arab Islamic Summit in Riyadh.,Host a visit,Afghan papers express mixed views on Riyadh Islamic summit,"(2017, 21, 3)",2.8,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring South Asia,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,44329505,United States,Donald Trump,"Executive Office,Government,Executive",2017
122,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616400,Al-Sulami added that the agreement on close counterterrorism cooperation was the main outcome of Trump’s visit to Saudi Arabia.,Make a visit,Riyadh Anti-Extremism Center to Be Important Tool in Fighting Terrorism – Arab Parliament,"(2017, 21, 3)",1.9,24.6877,46.7219,5,NULL,Unknown,5,Factiva,United States,Donald Trump,"Executive Office,Government,Executive",44329531,Saudi Arabia,Saudi Arabia,NULL,2017
123,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616402,Al-Sulami added that the agreement on close counterterrorism cooperation was the main outcome of Trump’s visit to Saudi Arabia.,Host a visit,Riyadh Anti-Extremism Center to Be Important Tool in Fighting Terrorism – Arab Parliament,"(2017, 21, 3)",2.8,24.6877,46.7219,5,NULL,Unknown,5,Factiva,Saudi Arabia,Saudi Arabia,NULL,44329531,United States,Donald Trump,"Executive Office,Government,Executive",2017
124,Cairo,Egypt,2017-05-22,NULL,2017-05-22,ICEWS27616399,"During the visit to Saudi Arabia, Trump met with the Saudi leadership, leaders of the Gulf Cooperation Council (GCC), as well as representatives of over 50 Muslim states.",Consult,Riyadh Anti-Extremism Center to Be Important Tool in Fighting Terrorism – Arab Parliament,"(2017, 21, 3)",1,30.0626,31.2497,5,Muhafazat al Qahirah,Unknown,6,Factiva,United States,Donald Trump,"Executive Office,Government,Executive",44329531,Saudi Arabia,Saudi Arabia,NULL,2017
125,Cairo,Egypt,2017-05-22,NULL,2017-05-22,ICEWS27616401,"During the visit to Saudi Arabia, Trump met with the Saudi leadership, leaders of the Gulf Cooperation Council (GCC), as well as representatives of over 50 Muslim states.",Consult,Riyadh Anti-Extremism Center to Be Important Tool in Fighting Terrorism – Arab Parliament,"(2017, 21, 3)",1,30.0626,31.2497,5,Muhafazat al Qahirah,Unknown,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,44329531,United States,Donald Trump,"Executive Office,Government,Executive",2017
126,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616366,"For example, long-time Trump pal and former campaign adviser Roger Stone said in his Twitter page that seeing Trump receive an award from the Saudi Arabian King makes him 'want to puke.'",Praise or endorse,"When the Cat's Away, Mice Will Play: Trump Trip Sparks New Rumors in White House","(2017, 21, 3)",3.4,24.6877,46.7219,5,NULL,Unknown,4,Factiva,Saudi Arabia,Royal Administration (Saudi Arabia),Government,44329535,United States,Donald Trump,"Executive Office,Government,Executive",2017
127,Mosul,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616429,Iraqi Special Forces spokesman Sabah al-Numan said that the troops have liberated some of the remaining western districts of the embattled city from Daesh fighters.,Make statement,Life After Daesh: Why the Middle East Risks Facing Many More Political Problems,"(2017, 21, 3)",0,36.335,43.1189,5,Muhafazat Ninawa,Unknown,2,Factiva,Iraq,Media Personnel (Iraq),"Social,Media",44329543,Iraq,Military (Iraq),"Government,Military",2017
136,Damascus,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616693,"HOMS, May 22 (Sputnik) – The Syrian government is ready to strengthen its cooperation with the International Committee of the Red Cross (ICRC) and provide its office in Damascus with the necessary resources to fulfill its work on providing humanitarian aid to the Syrian people, Syria’s Deputy Prime Minister and Foreign Minister Walid Moallem said Monday.",Express intent to engage in diplomatic cooperation (such as policy support),Damascus Ready to Boost Cooperation With ICRC to Help Syrian People – Foreign Minister,"(2017, 21, 3)",4.5,33.5102,36.2913,5,Dimashq,Unknown,1,Factiva,Syria,Government (Syria),Government,44329943,NULL,International Committee of the Red Cross,"Medical / Health NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International)",2017
137,Damascus,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616694,"'Syrian government expresses readiness to boost cooperation with the ICRC and provide its office in Damascus with all the conditions needed for its work as the Committee respects human values, offering its service and ignoring personal political projects of some states,' Moallem said at the meeting with ICRC President Peter Maurer, as quoted by the Syrian state run SANA news agency.",Express intent to engage in diplomatic cooperation (such as policy support),Damascus Ready to Boost Cooperation With ICRC to Help Syrian People – Foreign Minister,"(2017, 21, 3)",4.5,33.5102,36.2913,5,Dimashq,Unknown,2,Factiva,Syria,Government (Syria),Government,44329943,NULL,International Committee of the Red Cross,"Medical / Health NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International)",2017
138,Damascus,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616695,Moalem also stressed that Damascus highly appreciated the ICRC's efforts made in cooperation with the Syrian Arab Red Crescent (SARC) to provide the Syrian people with basic necessities.,Praise or endorse,Damascus Ready to Boost Cooperation With ICRC to Help Syrian People – Foreign Minister,"(2017, 21, 3)",3.4,33.5102,36.2913,5,Dimashq,Unknown,3,Factiva,Syria,Syria,NULL,44329943,NULL,International Committee of the Red Cross,"Medical / Health NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International)",2017
139,Damascus,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616696,"The ICRC, SARC and United Nations currently provide the citizens of the war-torn Arab state with the humanitarian aid.",Provide humanitarian aid,Damascus Ready to Boost Cooperation With ICRC to Help Syrian People – Foreign Minister,"(2017, 21, 3)",7.4,33.5102,36.2913,5,Dimashq,Unknown,5,Factiva,NULL,International Committee of the Red Cross,"Medical / Health NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International)",44329943,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2017
140,Damascus,Syria,2017-05-22,NULL,2017-05-22,ICEWS27616697,"The ICRC, SARC and United Nations currently provide the citizens of the war-torn Arab state with the humanitarian aid.",Provide humanitarian aid,Damascus Ready to Boost Cooperation With ICRC to Help Syrian People – Foreign Minister,"(2017, 21, 3)",7.4,33.5102,36.2913,5,Dimashq,Unknown,5,Factiva,NULL,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",44329943,Syria,Citizen (Syria),"General Population / Civilian / Social,Social",2017
141,NULL,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616782,** U.S. defense shares rise after U.S. President Donald Trump seals a $110 bln arms deal with Saudi Arabia,Sign formal agreement,BUZZ-U.S. defense companies: On the march after Saudi Arabia arms deal,"(2017, 21, 3)",8,24.6877,46.7219,5,NULL,Reuters News,1,Factiva,Saudi Arabia,Saudi Arabia,NULL,44329958,United States,Donald Trump,"Government,Executive Office,Executive",2017
142,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616598,"The president of the Federal Republic of Somalia, Mohamed Abdullahi Farmajo, and US President Donald Trump have held talks in Riyadh, Saudi Arabia.",Make a visit,Somali president discusses al-Shabab with Trump,"(2017, 21, 3)",1.9,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring Africa,2,Factiva,United States,Donald Trump,"Government,Executive Office,Executive",44330045,Saudi Arabia,Saudi Arabia,NULL,2017
143,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616599,"The president of the Federal Republic of Somalia, Mohamed Abdullahi Farmajo, and US President Donald Trump have held talks in Riyadh, Saudi Arabia.",Host a visit,Somali president discusses al-Shabab with Trump,"(2017, 21, 3)",2.8,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring Africa,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,44330045,United States,Donald Trump,"Government,Executive Office,Executive",2017
144,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616597,President Farmajo asked the US government to help Somalia eliminate al-Shabab.,Make an appeal or request,Somali president discusses al-Shabab with Trump,"(2017, 21, 3)",3,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring Africa,4,Factiva,Somalia,Mohamed Abdullahi Mohamed,NULL,44330045,United States,Government (United States),Government,2017
145,Riyadh,Saudi Arabia,2017-05-22,NULL,2017-05-22,ICEWS27616766,"Answering a question asked by Lebanon's Al-Manar TV correspondent on the recent anti-Iran remarks made by US President Donald Trump and Saudi officials at the Islamic American Summit in Riyadh, and Iran's support for the Resistance Front, Rouhani said: 'In my opinion, the summit in Saudi Arabia was just a show and did not and will not have any political and practical value.",Make statement,Iran president says US nation not to 'trade lives lost' with Saudi dollars,"(2017, 21, 3)",0,24.6877,46.7219,5,Mintaqat ar Riyad,BBC Monitoring Newsfile,4,Factiva,Iran,Hassan Rouhani,"Executive Office,Government Religious,Ideological,Executive,Parties,(National) Major Party,Government,Elite,Defense / Security Ministry,Far Right",44330089,Saudi Arabia,Saudi Arabia,NULL,2017
146,Mosul,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616755,"Unidentified gunmen have kidnapped local officials east of Mosul on 22 May, a private news website reported.","Abduct, hijack, or take hostage",Gunmen kidnap local officials near Iraq's Mosul,"(2017, 21, 3)",-9,36.335,43.1189,5,Muhafazat Ninawa,BBC Monitoring Middle East,2,Factiva,Iraq,Armed Opposition (Iraq),"Dissident,Rebel",44330091,Iraq,Citizen (Iraq),"Social,General Population / Civilian / Social",2017
147,Baghdad,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616757,"Baghdad-based Kurdish Shafaq News website quoted a security source as saying that the assailants attacked the house of the chief of Namrud municipality, Khazaal Zeyab al-Duleimi, and took him along with two staff members to an unknown place.",Use unconventional violence,Gunmen kidnap local officials near Iraq's Mosul,"(2017, 21, 3)",-9,33.3406,44.4009,5,Muhafazat Baghdad,BBC Monitoring Middle East,3,Factiva,Iraq,Attacker (Iraq),"Dissident,Criminals / Gangs",44330091,Iraq,Citizen (Iraq),"Social,General Population / Civilian / Social",2017
148,Baghdad,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616754,"On 16 May, Prime Minister Haider al-Abadi said that security forces have arrested many gangs which had carried out kidnappings.","Arrest, detain, or charge with legal action",Gunmen kidnap local officials near Iraq's Mosul,"(2017, 21, 3)",-5,33.3406,44.4009,5,Muhafazat Baghdad,BBC Monitoring Middle East,4,Factiva,Iraq,Military Personnel - Special (Iraq),"Military,Government",44330091,Iraq,Criminal (Iraq),"Dissident,Criminals / Gangs",2017
149,Baghdad,Iraq,2017-05-22,NULL,2017-05-22,ICEWS27616756,"Earlier this month, seven anti-corruption activists, who had been reportedly kidnapped by armed men, were freed.","Abduct, hijack, or take hostage",Gunmen kidnap local officials near Iraq's Mosul,"(2017, 21, 3)",-9,33.3406,44.4009,5,Muhafazat Baghdad,BBC Monitoring Middle East,5,Factiva,Iraq,Armed Band (Iraq),Unidentified Forces,44330091,Iraq,Activist (Iraq),"Human Rights NGOs,Human Rights IGOs,Nongovernmental Organization (International),Nongovernmental Organizations / Activists",2017
