,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
72,NULL,Syria,2016-04-18,NULL,2016-04-18,ICEWS24427305,"Earlier on Monday, de Mistura met with the Syrian government delegation led by Syria’s UN Ambassador Bashar Jaafari.",Consult,De Mistura meeting with delegation of Syria’s High Negotiations Committee,"(2016, 16, 3)",1,33.5102,36.2913,4,NULL,Unknown,2,Factiva,Syria,Government Delegation (Syria),Government,40914154,NULL,Staffan de Mistura,"International Government Organization,Global,Global Diplomatic IGOs",2016
73,Baghdad,Iraq,2016-04-18,NULL,2016-04-18,ICEWS24427414,"The U.S. Defense Secretary Ashton Carter, has arrived in Baghdad in an official visit to assess with the Iraqi authorities the fight against terrorism, government television Al Iraqiya reported on Monday.",Make a visit,U.S. defense secretary arrives in Baghdad to assess fight against IS,"(2016, 16, 3)",1.9,33.3406,44.4009,4,Muhafazat Baghdad,EFE News Service,2,Factiva,United States,Ashton Carter,"Government,Executive,Defense / Security Ministry",40914267,Iraq,Iraq,NULL,2016
74,Baghdad,Iraq,2016-04-18,NULL,2016-04-18,ICEWS24427415,"The U.S. Defense Secretary Ashton Carter, has arrived in Baghdad in an official visit to assess with the Iraqi authorities the fight against terrorism, government television Al Iraqiya reported on Monday.",Host a visit,U.S. defense secretary arrives in Baghdad to assess fight against IS,"(2016, 16, 3)",2.8,33.3406,44.4009,4,Muhafazat Baghdad,EFE News Service,2,Factiva,Iraq,Iraq,NULL,40914267,United States,Ashton Carter,"Government,Executive,Defense / Security Ministry",2016
75,Baghdad,Iraq,2016-04-18,NULL,2016-04-18,ICEWS24427411,"Carter is scheduled to meet with political leaders and Iraqi military to give his support to the country's armed forces in their war against the Islamic State, or IS.",Express intent to engage in diplomatic cooperation (such as policy support),U.S. defense secretary arrives in Baghdad to assess fight against IS,"(2016, 16, 3)",4.5,33.3406,44.4009,4,Muhafazat Baghdad,EFE News Service,3,Factiva,United States,Ashton Carter,"Government,Executive,Defense / Security Ministry",40914267,Iraq,Military (Iraq),"Military,Government",2016
76,Baghdad,Iraq,2016-04-18,NULL,2016-04-18,ICEWS24427412,"Carter is scheduled to meet with political leaders and Iraqi military to give his support to the country's armed forces in their war against the Islamic State, or IS.",Express intent to meet or negotiate,U.S. defense secretary arrives in Baghdad to assess fight against IS,"(2016, 16, 3)",4,33.3406,44.4009,4,Muhafazat Baghdad,EFE News Service,3,Factiva,United States,Ashton Carter,"Government,Executive,Defense / Security Ministry",40914267,Iraq,Citizen (Iraq),"Social,General Population / Civilian / Social",2016
77,Mosul,Iraq,2016-04-18,NULL,2016-04-18,ICEWS24427413,"The U.S. secretary of defense will discuss with Iraqi officials the current offensive against IS in the northern province of Nineveh, which aims to recover the city of Mosul, the stronghold of the jihadists in Iraq.",Express intent to meet or negotiate,U.S. defense secretary arrives in Baghdad to assess fight against IS,"(2016, 16, 3)",4,36.335,43.1189,4,Muhafazat Ninawa,EFE News Service,6,Factiva,United States,Defense / Security Ministry (United States),"Government,Executive,Defense / Security Ministry",40914267,Iraq,Iraq,NULL,2016
78,NULL,Syria,2016-04-18,NULL,2016-04-18,ICEWS24427338,"GENEVA (Sputnik) — Israel's actions in the disputed Golan Heights prove its links to Daesh and al-Nusra Front groups (banned in Russia), head of the Syrian government delegation at the Geneva talks Bashar Jaafari said Monday, strongly criticizing Israeli Prime Minister Benjamin Netanyahu over the matter.",Criticize or denounce,"Damascus Slams Israel Over Golan Heights Issue, Cooperation With Daesh","(2016, 16, 3)",-2,32.9049,35.8073,4,Golan Heights,Unknown,2,Factiva,Syria,Bashar Ja'afari,"Foreign Ministry,Executive,Government",40914280,Israel,Benjamin Netanyahu,"Foreign Ministry,Jews,International Ethnic,Government,Parties,(National) Major Party,Center Right,Ideological,Elite,Executive,Executive Office",2016
79,NULL,Syria,2016-04-18,NULL,2016-04-18,ICEWS24427504,"BEIRUT/GENEVA: Syrian rebel groups launched a new battle against government forces on Monday and the armed opposition accused the United Nations of bias, imperilling peace talks already threatened by fighting.",Use unconventional violence,"Syrian rebels launch new battle, accuse UN envoy of bias","(2016, 16, 3)",-9,33.5102,36.2913,4,NULL,Channel NewsAsia,1,Factiva,Syria,Rebel Group (Syria),"Dissident,Rebel",40914316,Syria,Military (Syria),"Military,Government",2016
80,Latakia,Syria,2016-04-18,NULL,2016-04-18,ICEWS24427505,"On Monday, rebels launched a fierce attack against Syrian government forces in Latakia province, which lies on the Mediterranean coast, and made separate advances further east in Hama, while there were heavy government air strikes in Homs province to the south.",Use unconventional violence,"Syrian rebels launch new battle, accuse UN envoy of bias","(2016, 16, 3)",-9,35.5317,35.7901,4,Muhafazat al Ladhiqiyah,Channel NewsAsia,4,Factiva,Syria,Armed Rebel (Syria),"Dissident,Rebel",40914316,Syria,Military (Syria),"Military,Government",2016
81,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427354,Africa Global Media via COMTEX) -- Environmental Affairs Minister Edna Molewa is expected to attend a high-level segment of the 6th Special Session of the African Ministerial Conference on the Environment (AMCEN) in Cairo.,Express intent to meet or negotiate,Environmental Talks Underway in Egypt,"(2016, 16, 3)",4,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,2,Factiva,South Africa,Edna Bomo Edith Molewa,"Government,Cabinet,Far Left,Executive,Agriculture / Fishing / Forestry Ministry,Parties,(National) Major Party,Government Major Party (In Government),Ideological",40914344,Egypt,Egypt,NULL,2016
82,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427517,Clashes between security forces and Mursi's supporters intensified following the violent dispersal of the Rabaa al-Adaweya protest camp in August 2013.,"Protest violently, riot",Egypt Court Cancels Three-Year Sentence for 17 Students Over Clashes On Campus,"(2016, 16, 3)",-7.5,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,6,Factiva,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",40914382,Egypt,Military Personnel - Special (Egypt),"Government,Military",2016
83,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427323,Before he arrived in Cairo rights group Amnesty International slammed France's 'deafening silence' on allegations of repression and abuses in Egypt.,Criticize or denounce,"Human Rights Help Anti-Terror Fight, Hollande Tells Sisi On Egypt Visit","(2016, 16, 3)",-2,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,4,Factiva,NULL,Amnesty International,"Human Rights IGOs,Nongovernmental Organization (International)",40914384,France,France,NULL,2016
84,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427357,"Cairo, Apr 18, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Germany has no restrictions on the provision of arms to Egypt, the German minister for economic affairs and energy said on Sunday in a press conference following his meeting with the Egyptian president in Cairo.",Consult,German Minister Says No Restrictions On Provision of Arms to Egypt,"(2016, 16, 3)",1,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,1,Factiva,Germany,Treasury/Finance Ministry (Germany),"Finance / Economy / Commerce / Trade Ministry,Executive,Government",40914389,Egypt,Head of Government (Egypt),"Government,Executive,Executive Office",2016
85,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427359,"Cairo, Apr 18, 2016 (Aswat Masriya/All Africa Global Media via COMTEX) -- Germany has no restrictions on the provision of arms to Egypt, the German minister for economic affairs and energy said on Sunday in a press conference following his meeting with the Egyptian president in Cairo.",Consult,German Minister Says No Restrictions On Provision of Arms to Egypt,"(2016, 16, 3)",1,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,1,Factiva,Egypt,Head of Government (Egypt),"Government,Executive,Executive Office",40914389,Germany,Treasury/Finance Ministry (Germany),"Finance / Economy / Commerce / Trade Ministry,Executive,Government",2016
86,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427356,He said that Germany is keen to support Egypt in securing its borders against terrorism.,Express intent to engage in diplomatic cooperation (such as policy support),German Minister Says No Restrictions On Provision of Arms to Egypt,"(2016, 16, 3)",4.5,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,5,Factiva,Germany,Germany,NULL,40914389,Egypt,Egypt,NULL,2016
87,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427358,"Responding to a question about the existence of restrictions on the export of arms to Egypt, Gabreil said that 'there are no restrictions on the export of arms to Egypt from Germany,' adding that security and stability in Egypt are linked to security and stability in Germany.",Provide military aid,German Minister Says No Restrictions On Provision of Arms to Egypt,"(2016, 16, 3)",8.3,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,6,Factiva,Germany,Germany,NULL,40914389,Egypt,Egypt,NULL,2016
88,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427523,"The agreement, signed during Saudi King Salman bin Abdelaziz's first official visit to Cairo, stirred up controversy when it was announced in a statement by the cabinet earlier this month.",Make a visit,Egypt Lawmakers Say Under No Pressure to Approve Island Deal,"(2016, 16, 3)",1.9,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,2,Factiva,Saudi Arabia,Royal Administration (Saudi Arabia),Government,40914391,Egypt,Egypt,NULL,2016
89,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427524,"The agreement, signed during Saudi King Salman bin Abdelaziz's first official visit to Cairo, stirred up controversy when it was announced in a statement by the cabinet earlier this month.",Host a visit,Egypt Lawmakers Say Under No Pressure to Approve Island Deal,"(2016, 16, 3)",2.8,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,2,Factiva,Egypt,Egypt,NULL,40914391,Saudi Arabia,Royal Administration (Saudi Arabia),Government,2016
90,NULL,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427522,"The deputy speaker of the House of Representatives, al-Sayyed Mahmoud Sherif, told Aswat Masriya that the parliament's decision regarding the agreement will be based on an examination of relevant maps and documents, in addition to experts' opinions on the issue.",Make statement,Egypt Lawmakers Say Under No Pressure to Approve Island Deal,"(2016, 16, 3)",0,30.0626,31.2497,4,NULL,All Africa,5,Factiva,Egypt,Member of Legislative (Govt) (Egypt),"Government,Legislative / Parliamentary",40914391,Egypt,Legislature (Egypt),"Government,Legislative / Parliamentary",2016
91,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427511,"Egypt and France will sign about 30 agreements, the French ambassador to Egypt said last week.",Express intent to engage in diplomatic cooperation (such as policy support),Sisi Points to 'Attempt to Isolate Egypt' During French President's Visit,"(2016, 16, 3)",4.5,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,3,Factiva,Egypt,Egypt,NULL,40914393,France,France,NULL,2016
92,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427512,"Egypt and France will sign about 30 agreements, the French ambassador to Egypt said last week.",Express intent to engage in diplomatic cooperation (such as policy support),Sisi Points to 'Attempt to Isolate Egypt' During French President's Visit,"(2016, 16, 3)",4.5,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,3,Factiva,France,France,NULL,40914393,Egypt,Egypt,NULL,2016
93,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427509,He said that Egypt seeks 'a broader concept of freedoms and human rights in Egypt.',Make statement,Sisi Points to 'Attempt to Isolate Egypt' During French President's Visit,"(2016, 16, 3)",0,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,5,Factiva,Egypt,Abdel Fattah Al-Sisi,"Elite,Government,Executive,Executive Office,International Religious,Sunni",40914393,Egypt,Egypt,NULL,2016
94,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427510,"Addressing tourism, Sisi said Egypt is willing to receive security delegations from France and other European countries to ensure that their citizens will be safe in Egypt.",Make statement,Sisi Points to 'Attempt to Isolate Egypt' During French President's Visit,"(2016, 16, 3)",0,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,6,Factiva,Egypt,Abdel Fattah Al-Sisi,"Elite,Government,Executive,Executive Office,International Religious,Sunni",40914393,Egypt,Egypt,NULL,2016
95,Cairo,Egypt,2016-04-18,NULL,2016-04-18,ICEWS24427487,"Apr 18, 2016 (South African Government/All Africa Global Media via COMTEX) -- The Minister of Environmental Affairs, Edna Molewa will attend the high-level segment of the 6th Special Session of the African Ministerial Conference on the Environment (AMCEN) in Cairo, Egypt from 18 to 19 April 2016.",Express intent to meet or negotiate,"Minister Edna Molewa Attends Sixth Special Session of the African Ministerial Conference On the Environment in Cairo, Egypt [press release]","(2016, 16, 3)",4,30.0626,31.2497,4,Muhafazat al Qahirah,All Africa,1,Factiva,South Africa,Edna Bomo Edith Molewa,"Government,Cabinet,Far Left,Executive,Agriculture / Fishing / Forestry Ministry,Parties,(National) Major Party,Government Major Party (In Government),Ideological",40914414,Egypt,Egypt,NULL,2016
100,Damascus,Syria,2016-04-18,NULL,2016-04-18,ICEWS24427779,"DAMASCUS, April 18 (Xinhua) -- Several Syrian rebel groups unleashed a wide-scale offensive in northwestern and central Syria on Monday, in what they called a retaliation to the government forces' breach of truce.",Use unconventional violence,Syrian rebel groups renew attacks in breach of shaky truce,"(2016, 16, 3)",-9,33.5102,36.2913,4,Dimashq,Xinhua News Agency,1,Factiva,Syria,Rebel Group (Syria),"Rebel,Dissident",40914550,Syria,Syria,NULL,2016
