,City,Country,Datetime,District,Event Date,Event ID,Event Sentence,Event Text,Headline,ISO Week,Intensity,Latitude,Longitude,Month,Province,Publisher,Sentence Number,Source,Source Country,Source Name,Source Sectors,Story ID,Target Country,Target Name,Target Sectors,Year
77,Harasta,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393089,"A day earlier, the LLC and allied militants besieged the base after a broad offensive with the aim of defeating the Syrian army and capture that key base in Harasta, according to the UK-based watchdog group.",Use unconventional violence,Al-Qaida affiliates start new year with offensive near Damascus,"(2018, 1, 3)",-9,33.5587,36.3652,1,Muhafazat Rif Dimashq,Xinhua News Agency,3,Factiva,Syria,Militant (Syria),Unidentified Forces,46211337,Syria,Military (Syria),"Government,Military",2018
78,Harasta,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393088,"Other activists said tens of Syrian soldiers are besieged in parts of the base, as the rebels succeeded to capture other parts of that facility.",Make statement,Al-Qaida affiliates start new year with offensive near Damascus,"(2018, 1, 3)",0,33.5587,36.3652,1,Muhafazat Rif Dimashq,Xinhua News Agency,4,Factiva,Syria,Activist (Syria),"Human Rights IGOs,Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists",46211337,Syria,Military (Syria),"Government,Military",2018
79,Hasaka,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393137,A Turkish daily reported on Sunday that the US forces deployed in Syria transfer a large number of ISIL commanders and senior members to the safe areas and military bases controlled by the Syrian Democratic Forces (SDF) in the country.,Mobilize or increase armed forces,Syria: SDF Transfers More Terrorists from Deir Ezzur to Hasaka,"(2018, 1, 3)",-7.2,36.5024,40.7477,1,Muhafazat al Hasakah,FARS News Agency,3,Factiva,United States,Military (United States),"Military,Government",46211382,Syria,Syria,NULL,2018
80,Riyadh,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393081,The West-backed Bahraini regime has stepped up crackdown on political dissent in the wake of US President Donald Trump's meeting with Bahraini Ruler King Hamad bin Isa Al Khalifah during a summit in the Saudi capital city Riyadh in late May 2017.,Consult,"Bahrain Jails Two Pro-Democracy Activists, Revokes Their Citizenship","(2018, 1, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,FARS News Agency,4,Factiva,United States,Donald Trump,"Government,Executive Office,Executive",46211386,Bahrain,Sheikh Hamad bin Isa al Khalifah,"Elite,Government",2018
81,Riyadh,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393083,The West-backed Bahraini regime has stepped up crackdown on political dissent in the wake of US President Donald Trump's meeting with Bahraini Ruler King Hamad bin Isa Al Khalifah during a summit in the Saudi capital city Riyadh in late May 2017.,Consult,"Bahrain Jails Two Pro-Democracy Activists, Revokes Their Citizenship","(2018, 1, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,FARS News Agency,4,Factiva,Bahrain,Sheikh Hamad bin Isa al Khalifah,"Elite,Government",46211386,United States,Donald Trump,"Government,Executive Office,Executive",2018
82,Riyadh,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393082,"The court also sentenced seven other people linked to the case to seven-year jail terms and deprived them too of their citizenship, while five men were acquitted.","Arrest, detain, or charge with legal action","Bahrain Jails Two Pro-Democracy Activists, Revokes Their Citizenship","(2018, 1, 3)",-5,24.6877,46.7219,1,Mintaqat ar Riyad,FARS News Agency,6,Factiva,Bahrain,Member of the Judiciary (Bahrain),"Government,Judicial",46211386,Bahrain,Citizen (Bahrain),"General Population / Civilian / Social,Social",2018
83,Hajin,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393074,In relevant developments in the province last week 10 civilians were killed and 9 others were injured in US air attacks on the town of Hajin in Southeastern Deir Ezzur.,Employ aerial weapons,US Airstrikes Claim More Lives in Eastern Syria,"(2018, 1, 3)",-10,34.6927,40.827,1,Dayr az Zawr,FARS News Agency,5,Factiva,United States,United States,NULL,46211387,Syria,Syria,NULL,2018
84,Hamah,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393117,"Relevant reports said on Sunday that the army troops backed by air force and artillery units took control of train station, Tilial, Zatari and Tal Sakikin Northeastern Hama.",Occupy territory,Syria: Terrorists in Idlib Issue Distress Call to Comrades,"(2018, 1, 3)",-9.5,35.1318,36.7578,1,Muhafazat Hamah,FARS News Agency,5,Factiva,Syria,Military (Syria),"Government,Military",46211405,Syria,Syria,NULL,2018
85,Harasta,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393118,He said the government brought in reinforcements overnight and is trying to reach the trapped force.,Make statement,"Activists: Heavy fighting, airstrikes near Syrian capital","(2018, 1, 3)",0,33.5587,36.3652,1,Muhafazat Rif Dimashq,Associated Press Newswires,5,Factiva,Syria,Activist (Syria),"Human Rights IGOs,Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists",46211421,Syria,Government (Syria),Government,2018
86,Damascus,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393119,"The Observatory said three days of violence in the suburbs of Damascus known as eastern Ghouta has killed 35 civilians, as well as 24 government troops and 29 insurgents.",Use conventional military force,"Activists: Heavy fighting, airstrikes near Syrian capital","(2018, 1, 3)",-10,33.5102,36.2913,1,Dimashq,Associated Press Newswires,6,Factiva,Syria,Syrian Observatory for Human Rights,"Dissident,Exiles",46211421,Syria,Citizen (Syria),"Social,General Population / Civilian / Social",2018
87,NULL,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393075,"A gunman killed two Copts celebrating the New Year in an Egyptian alcohol shop early on Monday, judicial and security sources said, the latest deadly violence against the Christian minority.",Use unconventional violence,Two Christians killed in New Year attack on Egypt liquor store,"(2018, 1, 3)",-9,30.0626,31.2497,1,NULL,Agence France-Presse,1,Factiva,Egypt,Armed Gang (Egypt),Unidentified Forces,46211430,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2018
88,Giza,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393076,"The shooting came just three days after a gunman, identified as a wanted jihadist, killed nine people in an attack on a church south of the capital.",Use unconventional violence,Two Christians killed in New Year attack on Egypt liquor store,"(2018, 1, 3)",-9,30.0081,31.2109,1,Muhafazat al Jizah,Agence France-Presse,2,Factiva,Egypt,Armed Gang (Egypt),Unidentified Forces,46211430,Egypt,Citizen (Egypt),"Social,General Population / Civilian / Social",2018
89,Cairo,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393077,"An assailant rode up in the back of a motorcycle taxi and opened fire on the liquor store in Cairo's twin city Giza at around 1:30 am (2330 GMT Sunday), when the streets were still bustling with New Year revellers, the sources said.",fight with small arms and light weapons,Two Christians killed in New Year attack on Egypt liquor store,"(2018, 1, 3)",-10,30.0626,31.2497,1,Muhafazat al Qahirah,Agence France-Presse,3,Factiva,Egypt,Attacker (Egypt),"Criminals / Gangs,Dissident",46211430,Egypt,Giza,"Local,Provincial,Municipal,Government",2018
95,Riyadh,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393199,Former Prime Minister and ruling party Pakistan Muslim League - Nawaz (PML-N) chief Nawaz Sharif's visit to Saudi Arabia has triggered speculations in the Urdu media about a 'deal' with Riyadh.,Make a visit,Pakistani Urdu media speculate on former PM's Saudi visit,"(2018, 1, 3)",1.9,24.6877,46.7219,1,Mintaqat ar Riyad,BBC Monitoring South Asia,2,Factiva,Pakistan,Nawaz Sharif,"Muslim,Elite,Defense / Security Ministry,Government,Center Right,Foreign Ministry,Executive,Parties,(National) Major Party,International Religious,Executive Office,Ideological",46211594,Saudi Arabia,Saudi Arabia,NULL,2018
96,Riyadh,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393201,Former Prime Minister and ruling party Pakistan Muslim League - Nawaz (PML-N) chief Nawaz Sharif's visit to Saudi Arabia has triggered speculations in the Urdu media about a 'deal' with Riyadh.,Host a visit,Pakistani Urdu media speculate on former PM's Saudi visit,"(2018, 1, 3)",2.8,24.6877,46.7219,1,Mintaqat ar Riyad,BBC Monitoring South Asia,2,Factiva,Saudi Arabia,Saudi Arabia,NULL,46211594,Pakistan,Nawaz Sharif,"Muslim,Elite,Defense / Security Ministry,Government,Center Right,Foreign Ministry,Executive,Parties,(National) Major Party,International Religious,Executive Office,Ideological",2018
97,NULL,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393200,The party adds that Sharif is visiting Saudi Arabia due to his 'long-standing relations with the royal family and in his capacity as the head of the ruling party'.,Make a visit,Pakistani Urdu media speculate on former PM's Saudi visit,"(2018, 1, 3)",1.9,24.6877,46.7219,1,NULL,BBC Monitoring South Asia,5,Factiva,Pakistan,Nawaz Sharif,"Muslim,Elite,Defense / Security Ministry,Government,Center Right,Foreign Ministry,Executive,Parties,(National) Major Party,International Religious,Executive Office,Ideological",46211594,Saudi Arabia,Saudi Arabia,NULL,2018
98,NULL,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393202,The party adds that Sharif is visiting Saudi Arabia due to his 'long-standing relations with the royal family and in his capacity as the head of the ruling party'.,Host a visit,Pakistani Urdu media speculate on former PM's Saudi visit,"(2018, 1, 3)",2.8,24.6877,46.7219,1,NULL,BBC Monitoring South Asia,5,Factiva,Saudi Arabia,Saudi Arabia,NULL,46211594,Pakistan,Nawaz Sharif,"Muslim,Elite,Defense / Security Ministry,Government,Center Right,Foreign Ministry,Executive,Parties,(National) Major Party,International Religious,Executive Office,Ideological",2018
101,Beirut,Lebanon,2018-01-01,NULL,2018-01-01,ICEWS28393347,"Syria's state news agency SANA says President Bashar Assad has reshuffled his government replacing the ministers of defense, information and industry.",Make statement,The Latest: State media says Syrian president reshuffles gov,"(2018, 1, 3)",0,33.8889,35.4944,1,Beyrouth,Associated Press Newswires,3,Factiva,Syria,Syrian Arab News Agency,"State Media,Information / Communication / Transparency Ministry,Government,Executive",46212016,Syria,Bashar al-Assad,"Shia,Far Right,Government,Social,National Ethnic,National Ethnic Minority,International Religious,Ideological,Executive Office,National Religious,(National) Major Party,Religious Minority,Parties,Executive",2018
103,Damascus,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393452,"Syrian government forces have carried out more than a dozen air strikes in the rebel-held Damascus suburb of Eastern Ghouta, as fierce fighting continues around a key government military installation in the area, pro-opposition sources have said.",Employ aerial weapons,Fierce fighting continues around key facility near Syrian capital,"(2018, 1, 3)",-10,33.5102,36.2913,1,Dimashq,BBC Monitoring Middle East,2,Factiva,Syria,Military (Syria),"Government,Military",46212160,Syria,Syria,NULL,2018
104,Talah,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393459,"Also, the army attacked mercenaries in sites of Kashpa hilltop, inflicting large losses upon their ranks.",Use conventional military force,Army targets Saudi military sites in Najran,"(2018, 1, 3)",-10,35.6569,36.6741,1,Idlib,Yemen News Agency (SABA),3,Factiva,Saudi Arabia,Saudi Arabian Defence Forces,"Military,Government",46212250,Saudi Arabia,Armed Gang (Saudi Arabia),Unidentified Forces,2018
105,Damascus,Syria,2018-01-01,NULL,2018-01-01,ICEWS28393508,"Assad appointed General Ali Abdullah Ayyoub, the former chief of staff, as the new defense minister, replacing Fahd Jassem al-Freij, who had held the position since 2012.",Praise or endorse,2nd LD-Writethru : Syria's Assad orders partial ministerial reshuffle,"(2018, 1, 3)",3.4,33.5102,36.2913,1,Dimashq,Xinhua News Agency,2,Factiva,Syria,Bashar al-Assad,"Religious Minority,(National) Major Party,Parties,Government,Far Right,National Religious,National Ethnic Minority,Shia,Ideological,Social,Executive,Executive Office,National Ethnic,International Religious",46212254,Syria,Chief of Staff (Syria),"Executive,Government,Executive Office",2018
107,Baghdad,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393562,1.0121 Iraqi MP says Vice-President Nouri al-Maliki expresses readiness to supervise negotiations between Kurdistan Region and Baghdad.,Make statement,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 31 Dec 17,"(2018, 1, 3)",0,33.3406,44.4009,1,Muhafazat Baghdad,BBC Monitoring Middle East,1,Factiva,Iraq,Member of Parliament (Iraq),"Legislative / Parliamentary,Government",46212432,Iraq,Nuri al-Maliki,"Shia,Muslim,Executive Office,Defense / Security Ministry,(National) Major Party,Parties,Elite,Government,International Religious,Fundamentalist,Executive,Ideological,Cabinet",2018
108,Baghdad,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393563,3.0335 Iraqi Kurdish MP Muhammad Uthman (Patriotic Union of Kurdistan PUK) says Iraqi government will audit payroll of KRG Higher Education and Scientific Research Ministry employees following education and health ministries; adding Baghdad does not intend to send budget to pay all region's employees together.,Make statement,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 31 Dec 17,"(2018, 1, 3)",0,33.3406,44.4009,1,Muhafazat Baghdad,BBC Monitoring Middle East,5,Factiva,Iraq,Member of Parliament (Iraq),"Legislative / Parliamentary,Government",46212432,Iraq,Government (Iraq),Government,2018
109,Cairo,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393564,"CAIRO (AP) — Egyptian security officials say a gunman has killed two Coptic Christian brothers in an attack on a liquor store in Giza province, just days after nine people were killed in an attack on a church and store in Cairo.",Make statement,"Egypt: Gunman attacks liquor store, killing 2 Christians","(2018, 1, 3)",0,30.0626,31.2497,1,Muhafazat al Qahirah,Associated Press Newswires,1,Factiva,Egypt,Police (Egypt),"Police,Government",46212601,Egypt,Armed Gang (Egypt),Unidentified Forces,2018
110,Cairo,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393565,"CAIRO (AP) — Egyptian security officials say a gunman has killed two Coptic Christian brothers in an attack on a liquor store in Giza province, just days after nine people were killed in an attack on a church and store in Cairo.",Use unconventional violence,"Egypt: Gunman attacks liquor store, killing 2 Christians","(2018, 1, 3)",-9,30.0626,31.2497,1,Muhafazat al Qahirah,Associated Press Newswires,1,Factiva,Egypt,Armed Gang (Egypt),Unidentified Forces,46212601,Egypt,Christian (Egypt),"National Religious,Social,Christian,International Religious",2018
112,Cairo,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393654,"CAIRO (Reuters) - A masked gunman shot dead two Christian brothers at their alcohol shop south of Cairo on Monday, security sources said.",fight with small arms and light weapons,Gunman kills two Christians at alcohol store south of Cairo: security sources,"(2018, 1, 3)",-10,30.0626,31.2497,1,Muhafazat al Qahirah,Reuters News,1,Factiva,Egypt,Armed Gang (Egypt),Unidentified Forces,46212668,Egypt,Christian (Egypt),"National Religious,International Religious,Christian,Social",2018
113,Jizan,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28393646,"Another Saudi-paid mercenary was shot by the army and popular forces in Sabahtal Mount in Aser, the official added.",fight with small arms and light weapons,Army kills two Saudi soldiers in Jizan,"(2018, 1, 3)",-10,16.8892,42.5511,1,Mintaqat Jizan,Yemen News Agency (SABA),3,Factiva,Saudi Arabia,Saudi Arabian Defence Forces,"Government,Military",46212701,Saudi Arabia,Armed Gang (Saudi Arabia),Unidentified Forces,2018
114,Baghdad,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393678,6.1550 Iraqi Kurdish MP Muhammad Uthman says Baghdad intends to send budget to pay employees of Kurdistan Regional Government (KRG) Higher Education and Scientific Research.,Make statement,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 1 Jan 18,"(2018, 1, 3)",0,33.3406,44.4009,1,Muhafazat Baghdad,BBC Monitoring Middle East,6,Factiva,Iraq,Member of Parliament (Iraq),"Legislative / Parliamentary,Government",46212754,Iraq,Iraq,NULL,2018
115,NULL,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393629,1.0127 The Independent Higher Electoral Commission (IHEC) will meet the Kurdistan Region parliament and Kurdistan Regional Government (KRG) Council of Ministers next week; to discuss preparations for parliamentary elections in Kurdistan Region in April 2018; election campaigns to be 20 March-10 April then IHEC to set date for elections.,Consult,Iraq: Programme summary of Rudaw satellite TV news 1700 gmt 31 Dec 17,"(2018, 1, 3)",1,33.3406,44.4009,1,NULL,BBC Monitoring Middle East,1,Factiva,Iraq,Legislature (Iraq),"Legislative / Parliamentary,Government",46212755,Iraq,Cabinet / Council of Ministers / Advisors (Iraq),"Cabinet,Executive,Government",2018
116,NULL,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393630,1.0127 The Independent Higher Electoral Commission (IHEC) will meet the Kurdistan Region parliament and Kurdistan Regional Government (KRG) Council of Ministers next week; to discuss preparations for parliamentary elections in Kurdistan Region in April 2018; election campaigns to be 20 March-10 April then IHEC to set date for elections.,Consult,Iraq: Programme summary of Rudaw satellite TV news 1700 gmt 31 Dec 17,"(2018, 1, 3)",1,33.3406,44.4009,1,NULL,BBC Monitoring Middle East,1,Factiva,Iraq,Cabinet / Council of Ministers / Advisors (Iraq),"Cabinet,Executive,Government",46212755,Iraq,Legislature (Iraq),"Legislative / Parliamentary,Government",2018
119,Cairo,Egypt,2018-01-01,NULL,2018-01-01,ICEWS28393694,"CAIRO, Jan 1 (Reuters) - A masked gunman shot dead two Christian brothers at their alcohol shop south of Cairo on Monday, security sources said.",fight with small arms and light weapons,Gunman kills two Christians at alcohol store south of Cairo - security sources,"(2018, 1, 3)",-10,30.0626,31.2497,1,Muhafazat al Qahirah,Reuters News,1,Factiva,Egypt,Armed Gang (Egypt),Unidentified Forces,46212821,Egypt,Christian (Egypt),"Social,National Religious,Christian,International Religious",2018
120,Kirkuk,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393682,"On December 9, Iraqi Prime Minister Haider al-Abadi officially declared full liberation of Iraq from IS militants after Iraqi forces recaptured all the areas once seized by the extremist group.",Make statement,"IS local leader, 2 militants killed in airstrike in Iraq's Diyala","(2018, 1, 3)",0,35.4681,44.3922,1,Muhafazat Kirkuk,Xinhua News Agency,6,Factiva,Iraq,Haider Al-Abadi,"Legislative / Parliamentary,International Religious,Government,Fundamentalist,Ideological,Lower House,Parties,(National) Major Party,Executive Office,Shia,Muslim,Executive",46212833,Iraq,Iraq,NULL,2018
121,Kirkuk,Iraq,2018-01-01,NULL,2018-01-01,ICEWS28393683,"On December 9, Iraqi Prime Minister Haider al-Abadi officially declared full liberation of Iraq from IS militants after Iraqi forces recaptured all the areas once seized by the extremist group.",Occupy territory,"IS local leader, 2 militants killed in airstrike in Iraq's Diyala","(2018, 1, 3)",-9.5,35.4681,44.3922,1,Muhafazat Kirkuk,Xinhua News Agency,6,Factiva,Iraq,Military (Iraq),"Government,Military",46212833,Iraq,Iraq,NULL,2018
133,NULL,Saudi Arabia,2018-01-01,NULL,2018-01-01,ICEWS28395763,"Reports speak of protesters targeting the ayatollahs for expending national resources on propping up Bashar al-Assad in Syria, backing the anti-Israel Hezbollah and Hamas terrorists, arming the Houthi rebels fighting Saudi Arabia in Yemen and involvement in entrenching Iranian influence over Iraq.",Use unconventional violence,Protests in Iran offer new hope,"(2018, 1, 3)",-9,24.6877,46.7219,1,NULL,The Australian,4,Factiva,Yemen,Armed Rebel (Yemen),"Rebel,Dissident",46219029,Saudi Arabia,Saudi Arabia,NULL,2018
145,Riyadh,Saudi Arabia,2018-01-02,NULL,2018-01-02,ICEWS28394459,Sharif is in 'Madina Munawara for 'haazri' (attendence) after his meeting with Prince Mohammad bin Salman.,Consult,Nawaz Sharif to return to Pakistan,"(2018, 1, 3)",1,24.6877,46.7219,1,Mintaqat ar Riyad,Indo-Asian News Service,3,Factiva,Saudi Arabia,Muhammad ibn Salman,"Executive,Defense / Security Ministry,Government",46215231,Pakistan,Nawaz Sharif,"Foreign Ministry,(National) Major Party,Parties,Executive Office,Executive,International Religious,Government,Elite,Center Right,Ideological,Defense / Security Ministry,Muslim",2018
146,Riyadh,Saudi Arabia,2018-01-02,NULL,2018-01-02,ICEWS28394460,Specuation was rife that Sharif was negotiating a deal with Saudi Arabia to avoid facing an accountability court back home.,Engage in negotiation,Nawaz Sharif to return to Pakistan,"(2018, 1, 3)",7,24.6877,46.7219,1,Mintaqat ar Riyad,Indo-Asian News Service,5,Factiva,Saudi Arabia,Saudi Arabia,NULL,46215231,Pakistan,Nawaz Sharif,"Foreign Ministry,(National) Major Party,Parties,Executive Office,Executive,International Religious,Government,Elite,Center Right,Ideological,Defense / Security Ministry,Muslim",2018
147,Riyadh,Saudi Arabia,2018-01-02,NULL,2018-01-02,ICEWS28394457,But a spokesperson of the Pakistan Muslim League-Nawaz leader said Sharif was visiting Saudi Arabia due to his long-standing relations with the royal family and in his capacity as the head of the ruling party.,Make a visit,Nawaz Sharif to return to Pakistan,"(2018, 1, 3)",1.9,24.6877,46.7219,1,Mintaqat ar Riyad,Indo-Asian News Service,6,Factiva,Pakistan,Nawaz Sharif,"Foreign Ministry,(National) Major Party,Parties,Executive Office,Executive,International Religious,Government,Elite,Center Right,Ideological,Defense / Security Ministry,Muslim",46215231,Saudi Arabia,Saudi Arabia,NULL,2018
148,Riyadh,Saudi Arabia,2018-01-02,NULL,2018-01-02,ICEWS28394461,But a spokesperson of the Pakistan Muslim League-Nawaz leader said Sharif was visiting Saudi Arabia due to his long-standing relations with the royal family and in his capacity as the head of the ruling party.,Host a visit,Nawaz Sharif to return to Pakistan,"(2018, 1, 3)",2.8,24.6877,46.7219,1,Mintaqat ar Riyad,Indo-Asian News Service,6,Factiva,Saudi Arabia,Saudi Arabia,NULL,46215231,Pakistan,Nawaz Sharif,"Foreign Ministry,(National) Major Party,Parties,Executive Office,Executive,International Religious,Government,Elite,Center Right,Ideological,Defense / Security Ministry,Muslim",2018
151,Baghdad,Iraq,2018-01-02,NULL,2018-01-02,ICEWS28394526,The decision comes amid reports that Iraq's federal government and Kurdish leaders have agreed to meet to resolve ongoing disputes.,Express intent to meet or negotiate,Iran re-opens Iraq border crossings,"(2018, 1, 3)",4,33.3406,44.4009,1,Muhafazat Baghdad,BBC Monitoring Middle East,5,Factiva,Iraq,Government (Iraq),Government,46215632,Iraq,Iraqi Kurds,"Kurd (Ethnic Group),International Ethnic",2018
